date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,ol_room,ol_flower,ol_other,ol_goods,ol_total,od_room,od_flower,od_other,od_goods,od_total,w_count,w_food,w_drink,w_room,w_flower,w_total,seat_fee,flower,other,goods,grand_total
2023-06-20,火,33,127050,0,127050,3850,61,567150,183000,750150,12297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877200
2023-06-21,水,0,0,0,0,0,15,412500,82500,495000,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495000
2023-06-22,木,33,131660,44500,176160,5338,31,243000,96900,339900,10964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516060
2023-06-23,金,25,111800,52510,164310,6572,33,334250,97250,431500,13075,0,0,0,0,0,8800,0,0,0,8800,0,0,0,0,0,0,8800,0,0,0,604610
2023-06-24,土,33,185130,29370,214500,6500,7,88550,21230,109780,15682,13200,0,0,0,13200,6600,3300,0,0,9900,0,0,0,0,0,0,19800,3300,0,0,347380
2023-06-25,日,51,254760,75735,330495,6480,11,121000,15235,136235,12385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466730
2023-06-26,月,38,201950,64360,266310,7008,9,71300,12365,83665,9296,7700,0,0,0,7700,8800,0,0,0,8800,0,0,0,0,0,0,16500,0,0,0,366475
2023-06-27,火,9,43890,6875,50765,5640,70,592500,192000,784500,11207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835265
2023-06-28,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-29,木,39,178450,36450,214900,5510,35,286160,137310,423470,12099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638370
2023-06-30,金,26,119900,32945,152845,5878,8,81400,27170,108570,13571,16500,0,0,0,16500,8800,0,0,0,8800,0,0,0,0,0,0,25300,0,0,0,286715
2023-07-01,土,53,249100,50045,299145,5644,16,188100,51095,239195,14949,0,0,0,3888,3888,3300,0,0,972,4272,0,0,0,0,0,0,3300,0,0,4860,546500
2023-07-02,日,24,90650,16550,107200,4466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107200
2023-07-03,月,9,42020,7315,49335,5481,9,119900,17975,137875,15319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187210
2023-07-04,火,26,111980,38665,150645,5794,7,74250,29370,103620,14802,6600,0,0,0,6600,3300,0,0,0,3300,0,0,0,0,0,0,9900,0,0,0,264165
2023-07-05,水,35,157000,57940,214940,6141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214940
2023-07-06,木,4,18040,4840,22880,5720,4,50600,9295,59895,14973,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,86075
2023-07-07,金,5,25850,5940,31790,6358,12,123750,31460,155210,12934,0,0,0,0,0,0,3300,0,0,3300,0,0,0,0,0,0,0,3300,0,0,190300
2023-07-08,土,4,11550,4070,15620,3905,21,198550,26950,225500,10738,0,0,0,0,0,6600,9900,0,0,16500,0,0,0,0,0,0,6600,9900,0,0,257620
2023-07-09,日,28,118360,24585,142945,5105,10,115500,19910,135410,13541,5500,0,0,0,5500,6600,0,80000,0,86600,0,0,0,0,0,0,12100,0,80000,0,370455
2023-07-10,月,32,143250,53395,196645,6145,8,81400,26565,107965,13495,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,307910
2023-07-11,火,26,109300,34065,143365,5514,2,14300,5005,19305,9652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162670
2023-07-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-13,木,13,63030,16720,79750,6134,10,129800,25520,155320,15532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235070
2023-07-14,金,21,120780,53790,174570,8312,40,240000,80000,320000,8000,13200,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,507770
2023-07-15,土,44,211970,27885,239855,5451,34,284490,97740,382230,11242,0,0,0,0,0,12100,4400,7221,0,23721,0,0,0,0,0,0,12100,4400,7221,0,645806
2023-07-16,日,0,0,0,0,0,48,742210,135000,877210,18275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877210
2023-07-17,月,38,171040,33220,204260,5375,12,123200,26830,150030,12502,0,0,0,0,0,3300,6600,0,0,9900,0,0,0,0,0,0,3300,6600,0,0,364190
2023-07-18,火,14,68640,12430,81070,5790,5,47850,17160,65010,13002,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,149380
2023-07-19,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-20,木,8,50600,13090,63690,7961,6,58850,6765,65615,10935,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,132605
2023-07-21,金,20,106040,17765,123805,6190,17,167750,39430,207180,12187,3300,0,0,0,3300,33000,0,0,0,33000,0,0,0,0,0,0,36300,0,0,0,367285
2023-07-22,土,12,55440,8690,64130,5344,20,202950,56365,259315,12965,0,0,0,972,972,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,972,327717
2023-07-23,日,18,89760,15015,104775,5820,23,223850,46860,270710,11770,0,0,0,0,0,6600,10000,0,0,16600,0,0,0,0,0,0,6600,10000,0,0,392085
2023-07-24,月,20,87560,14795,102355,5117,4,26400,5060,31460,7865,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,137115
2023-07-25,火,24,98450,14465,112915,4704,8,69960,21715,91675,11459,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,207890
2023-07-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-27,木,26,106040,20075,126115,4850,5,55000,17050,72050,14410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198165
2023-07-28,金,4,20020,7535,27555,6888,8,77550,16380,93930,11741,0,0,0,0,0,0,3300,0,0,3300,0,0,0,0,0,0,0,3300,0,0,124785
2023-07-29,土,29,142670,35475,178145,6142,28,303150,84760,387910,13853,4400,0,0,0,4400,6600,3300,0,0,9900,0,0,0,0,0,0,11000,3300,0,0,580355
2023-07-30,日,31,177690,50625,228315,7365,9,111100,59115,170215,18912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398530
2023-07-31,月,4,17380,2695,20075,5018,4,52800,21065,73865,18466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93940
2023-08-01,火,9,43890,15180,59070,6563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59070
2023-08-02,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-03,木,5,19250,3520,22770,4554,6,79200,21120,100320,16720,0,0,0,0,0,13200,0,0,0,13200,0,0,0,0,0,0,13200,0,0,0,136290
2023-08-04,金,30,127680,21920,149600,4986,26,261470,83325,344795,13261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494395
2023-08-05,土,8,35420,2695,38115,4764,26,300910,67885,368795,14184,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,410210
2023-08-06,日,20,88220,14080,102300,5115,10,141900,28160,170060,17006,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,275660
2023-08-07,月,14,59180,14135,73315,5236,9,119900,36300,156200,17355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229515
2023-08-08,火,14,59180,12320,71500,5107,3,39600,2035,41635,13878,4400,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,117535
2023-08-09,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-10,木,17,83600,11220,94820,5577,24,199870,51975,251845,10493,0,3850,0,0,3850,24200,3300,0,0,27500,0,0,0,0,0,0,24200,7150,0,0,378015
2023-08-11,金,23,102410,25080,127490,5543,26,246670,103940,350610,13485,4400,0,2200,0,6600,20900,0,0,0,20900,0,0,0,0,0,0,25300,0,2200,0,505600
2023-08-12,土,25,128810,31735,160545,6421,19,224400,64515,288915,15206,4400,0,0,972,5372,3300,3300,0,0,6600,0,0,0,0,0,0,7700,3300,0,972,461432
2023-08-13,日,29,142670,36740,179410,6186,7,72600,12695,85295,12185,4400,0,0,0,4400,0,0,0,0,0,0,0,0,0,0,0,4400,0,0,0,269105
2023-08-14,月,36,159170,44330,203500,5652,21,265320,73910,339230,16153,7700,0,0,0,7700,8800,0,0,0,8800,0,0,0,0,0,0,16500,0,0,0,559230
2023-08-15,火,28,115720,28325,144045,5144,8,81070,25230,106300,13287,0,0,0,0,0,4400,0,0,0,4400,0,0,0,0,0,0,4400,0,0,0,254745
2023-08-16,水,8,32120,8305,40425,5053,8,96250,29920,126170,15771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166595
2023-08-17,木,0,0,0,0,0,2,18700,5270,23970,11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23970
2023-08-18,金,8,32780,10120,42900,5362,15,137200,44820,182020,12134,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,228220
2023-08-19,土,26,151140,39160,190300,7319,9,85250,64945,150195,16688,13200,0,0,0,13200,0,3300,0,0,3300,0,0,0,0,0,0,13200,3300,0,0,356995
2023-08-20,日,23,116380,19690,136070,5916,31,251900,37995,289895,9351,3300,3300,0,0,6600,19800,0,0,0,19800,0,0,0,0,0,0,23100,3300,0,0,452365
2023-08-21,月,3,11550,1925,13475,4491,24,234300,70500,304800,12700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318275
2023-08-22,火,2,14300,1320,15620,7810,9,88000,7645,95645,10627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111265
2023-08-23,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-24,木,12,62040,15290,77330,6444,13,128700,44760,173460,13343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250790
2023-08-25,金,21,83820,15675,99495,4737,16,214800,48810,263610,16475,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,366405
2023-08-26,土,22,99550,43780,143330,6515,22,265650,88045,353695,16077,0,0,0,0,0,38500,3300,0,0,41800,0,0,0,0,0,0,38500,3300,0,0,538825
2023-08-27,日,21,106590,18370,124960,5950,3,49500,19800,69300,23100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194260
2023-08-28,月,14,71720,9570,81290,5806,14,156750,32725,189475,13533,0,0,0,0,0,0,3300,0,0,3300,0,0,0,0,0,0,0,3300,0,0,274065
2023-08-29,火,23,85980,21965,107945,4693,2,26400,14300,40700,20350,0,0,3600,0,3600,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,3600,0,155545
2023-08-30,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-08-31,木,15,64350,6490,70840,4722,15,180950,64000,244950,16330,0,0,0,0,0,8800,0,0,0,8800,0,0,0,0,0,0,8800,0,0,0,324590
2023-09-01,金,6,32340,5500,37840,6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37840
2023-09-02,土,20,83600,18700,102300,5115,21,209000,48070,257070,12241,0,0,0,0,0,16500,0,0,0,16500,0,0,0,0,0,0,16500,0,0,0,375870
2023-09-03,日,14,63800,9295,73095,5221,19,178450,41350,219800,11568,0,0,0,0,0,11000,0,0,0,11000,0,0,0,0,0,0,11000,0,0,0,303895
2023-09-04,月,18,85690,10230,95920,5328,7,66000,11330,77330,11047,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,176550
2023-09-05,火,16,61600,13860,75460,4716,7,82500,34485,116985,16712,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,199045
2023-09-06,水,0,0,0,0,0,120,924000,396000,1320000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320000
2023-09-07,木,20,89540,13970,103510,5175,9,118800,14795,133595,14843,0,0,0,0,0,13200,0,0,0,13200,0,0,0,0,0,0,13200,0,0,0,250305
2023-09-08,金,28,120700,23785,144485,5160,92,644000,276000,920000,10000,0,0,0,0,0,0,0,33000,0,33000,0,0,0,0,0,0,0,0,33000,0,1097485
2023-09-09,土,3,15510,1980,17490,5830,17,151800,15720,167520,9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185010
2023-09-10,日,6,45430,14080,59510,9918,23,229500,63875,293375,12755,3300,0,0,0,3300,16500,3300,0,0,19800,0,0,0,0,0,0,19800,3300,0,0,375985
2023-09-11,月,22,92620,19525,112145,5097,11,129800,33880,163680,14880,0,0,0,0,0,12100,3300,0,0,15400,0,0,0,0,0,0,12100,3300,0,0,291225
2023-09-12,火,9,60940,14135,75075,8341,60,420000,180000,600000,10000,5500,3850,0,0,9350,0,0,0,0,0,0,0,0,0,0,0,5500,3850,0,0,684425
2023-09-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-14,木,16,60610,14245,74855,4678,0,0,0,0,0,0,0,1551,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,0,76406
2023-09-15,金,55,189900,109265,299165,5439,14,120900,31955,152855,10918,0,0,1350,0,1350,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,1350,0,456670
2023-09-16,土,34,189090,40040,229130,6739,19,196900,48235,245135,12901,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,480865
2023-09-17,日,12,73260,14520,87780,7315,34,298300,105390,403690,11873,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,498070
2023-09-18,月,26,133100,36300,169400,6515,15,146300,31130,177430,11828,9900,0,0,0,9900,6600,0,0,0,6600,0,0,0,0,0,0,16500,0,0,0,363330
2023-09-19,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-21,木,3,15510,2090,17600,5866,76,560000,214160,774160,10186,0,0,0,0,0,0,35750,0,0,35750,0,0,0,0,0,0,0,35750,0,0,827510
2023-09-22,金,13,50160,10395,60555,4658,8,70400,17600,88000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148555
2023-09-23,土,62,423500,109625,533125,8598,5,53900,7690,61590,12318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594715
2023-09-24,日,18,81180,16610,97790,5432,7,50050,14015,64065,9152,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,165155
2023-09-25,月,8,44000,6820,50820,6352,20,175000,50085,225085,11254,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,279205
2023-09-26,火,25,102850,41745,144595,5783,23,226050,66000,292050,12697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436645
2023-09-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-28,木,4,20680,7150,27830,6957,48,327500,176500,504000,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531830
2023-09-29,金,0,0,0,0,0,81,810000,243000,1053000,13000,0,0,0,0,0,0,0,5500,0,5500,0,0,0,0,0,0,0,0,5500,0,1058500
2023-09-30,土,4,17160,6050,23210,5802,24,288000,72000,360000,15000,2200,0,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,385410
2023-10-01,日,34,147400,28490,175890,5173,9,106700,22055,128755,14306,6600,0,0,0,6600,3300,0,0,0,3300,0,0,0,0,0,0,9900,0,0,0,314545
2023-10-02,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03,火,10,48400,4015,52415,5241,6,58400,23540,81940,13656,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,137655
2023-10-04,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05,木,0,0,0,0,0,65,1111000,357500,1468500,22592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468500
2023-10-06,金,14,146400,10780,157180,11227,17,125400,31790,157190,9246,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,320970
2023-10-07,土,7,29250,4730,33980,4854,11,121000,27170,148170,13470,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,185450
2023-10-08,日,34,115100,37490,152590,4487,30,311350,72790,384140,12804,0,0,0,0,0,28600,3300,0,0,31900,0,0,0,0,0,0,28600,3300,0,0,568630
2023-10-09,月,20,75020,13255,88275,4413,14,109800,24750,134550,9610,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,229425
2023-10-10,火,15,57750,71940,129690,8646,2,22000,3685,25685,12842,14300,0,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,0,169675
2023-10-11,水,0,0,0,0,0,34,510000,102000,612000,18000,0,0,0,0,0,0,0,4500,0,4500,0,0,0,0,0,0,0,0,4500,0,616500
2023-10-12,木,37,125600,85000,210600,5691,4,44000,33605,77605,19401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288205
2023-10-13,金,2,7700,1430,9130,4565,72,720000,288000,1008000,14000,0,0,0,0,0,0,0,8400,0,8400,0,0,0,0,0,0,0,0,8400,0,1025530
2023-10-14,土,19,91610,32945,124555,6555,21,204200,51370,255570,12170,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,386725
2023-10-15,日,14,63440,14740,78180,5584,12,99550,14245,113795,9482,6600,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,198575
2023-10-16,月,42,129070,46620,175690,4183,5,67650,3960,71610,14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247300
2023-10-17,火,21,95000,14990,109990,5237,30,266750,82170,348920,11630,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,465510
2023-10-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19,木,46,161000,53260,214260,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214260
2023-10-20,金,35,118600,91180,209780,5993,39,404250,35805,440055,11283,0,0,900,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,650735
2023-10-21,土,38,200000,23760,223760,5888,9,103950,28325,132275,14697,0,0,28400,0,28400,0,3300,0,0,3300,0,0,0,0,0,0,0,3300,28400,0,387735
2023-10-22,日,25,128590,25630,154220,6168,2,22550,3520,26070,13035,8800,0,0,0,8800,3300,3300,0,0,6600,0,0,0,0,0,0,12100,3300,0,0,195690
2023-10-23,月,4,15400,3300,18700,4675,3,21450,13750,35200,11733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53900
2023-10-24,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-25,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-26,木,47,186950,64265,251215,5345,0,0,0,0,0,0,0,3600,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,254815
2023-10-27,金,27,185200,51980,237180,8784,12,121600,37305,158905,13242,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,399385
2023-10-28,土,15,77650,22005,99655,6643,8,102850,36740,139590,17448,0,0,0,0,0,11000,0,0,0,11000,0,0,0,0,0,0,11000,0,0,0,250245
2023-10-29,日,27,98610,19580,118190,4377,8,74300,29290,103590,12948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221780
2023-10-30,月,13,71940,13310,85250,6557,2,14300,1540,15840,7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101090
2023-10-31,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,木,11,44330,8580,52910,4810,4,40700,4840,45540,11385,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,101750
2023-11-03,金,32,148940,28875,177815,5556,20,231000,51590,282590,14129,2200,0,0,0,2200,3300,0,0,0,3300,0,0,0,0,0,0,5500,0,0,0,465905
2023-11-04,土,10,58300,18645,76945,7694,4,59400,6655,66055,16513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143000
2023-11-05,日,26,133650,31955,165605,6369,4,48400,7315,55715,13928,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,224620
2023-11-06,月,6,32340,2255,34595,5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34595
2023-11-07,火,2,14300,3465,17765,8882,11,138050,101200,239250,21750,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,263615
2023-11-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,木,14,63140,9460,72600,5185,12,149600,49775,199375,16614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271975
2023-11-10,金,10,38500,2310,40810,4081,28,195800,34430,230230,8222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271040
2023-11-11,土,32,123200,38500,161700,5053,14,127270,27005,154275,11019,0,0,0,0,0,11000,3850,0,0,14850,0,0,0,0,0,0,11000,3850,0,0,330825
2023-11-12,日,23,140630,34815,175445,7628,18,220000,71775,291775,16209,3300,0,0,0,3300,17600,0,0,0,17600,0,0,0,0,0,0,20900,0,0,0,488120
2023-11-13,月,0,0,0,0,0,40,281600,42075,323675,8091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323675
2023-11-14,火,14,88880,4510,93390,6670,7,66500,19975,86475,12353,7700,0,0,0,7700,0,0,0,0,0,0,0,0,0,0,0,7700,0,0,0,187565
2023-11-15,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,木,9,42570,6050,48620,5402,2,18700,3520,22220,11110,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,74140
2023-11-17,金,9,36860,13855,50715,5635,13,118470,22000,140470,10805,0,0,0,0,0,15400,0,0,0,15400,0,0,0,0,0,0,15400,0,0,0,206585
2023-11-18,土,37,184030,36850,220880,5969,18,226050,55935,281985,15665,0,0,0,0,0,6600,3300,0,0,9900,0,0,0,0,0,0,6600,3300,0,0,512765
2023-11-19,日,20,191100,48600,239700,11985,4,45100,6710,51810,12952,0,0,0,0,0,6600,6600,0,0,13200,0,0,0,0,0,0,6600,6600,0,0,304710
2023-11-20,月,3,11550,2310,13860,4620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13860
2023-11-21,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,木,35,162960,27665,190625,5446,6,75350,29315,104665,17444,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,301890
2023-11-24,金,23,95810,19030,114840,4993,16,172150,28105,200255,12515,0,0,0,0,0,0,17050,0,0,17050,0,0,0,0,0,0,0,17050,0,0,332145
2023-11-25,土,12,46200,19140,65340,5445,24,232320,60775,293095,12212,0,0,0,0,0,6600,3300,0,0,9900,0,0,0,0,0,0,6600,3300,0,0,368335
2023-11-26,日,39,236270,46225,282495,7243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282495
2023-11-27,月,3,15510,2695,18205,6068,2,22550,3575,26125,13062,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,50930
2023-11-28,火,26,412720,47135,459855,17686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459855
2023-11-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,木,10,51700,4510,56210,5621,2,33000,2035,35035,17517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91245
2023-12-01,金,10,41140,3520,44660,4466,2,33000,14630,47630,23815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92290
2023-12-02,土,34,125950,52700,178650,5254,32,375150,89970,465120,14535,0,0,19580,0,19580,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,19580,0,669950
2023-12-03,日,29,131060,33605,164665,5678,2,22000,5830,27830,13915,6600,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,199095
2023-12-04,月,11,42350,13420,55770,5070,2,26400,5500,31900,15950,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,90970
2023-12-05,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-06,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-07,木,11,51590,9460,61050,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61050
2023-12-08,金,7,50050,15345,65395,9342,12,145000,28970,173970,14497,5500,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,244865
