date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,ol_room,ol_flower,ol_other,ol_goods,ol_total,od_room,od_flower,od_other,od_goods,od_total,w_count,w_food,w_drink,w_room,w_flower,w_total,seat_fee,flower,other,goods,grand_total
2023-12-09,土,23,81950,32300,114250,4967,60,506000,164285,670285,11171,0,0,3080,0,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,3080,0,787615
2023-12-10,日,28,132580,29065,161645,5773,6,67100,11605,78705,13117,0,0,0,0,0,3300,6600,0,0,9900,0,0,0,0,0,0,3300,6600,0,0,250250
2023-12-11,月,2,10340,5390,15730,7865,2,30250,11550,41800,20900,0,0,0,0,0,3300,3300,0,0,6600,0,0,0,0,0,0,3300,3300,0,0,64130
2023-12-12,火,12,45320,4455,49775,4147,37,248500,15565,264065,7136,0,0,0,0,0,0,0,21000,0,21000,0,0,0,0,0,0,0,0,21000,0,334840
2023-12-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-14,木,8,40040,6325,46365,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46365
2023-12-15,金,2,7700,1430,9130,4565,33,403700,99000,502700,15233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511830
2023-12-16,土,17,74690,23100,97790,5752,19,226050,54560,280610,14768,0,0,0,0,0,6600,8800,0,0,15400,0,0,0,0,0,0,6600,8800,0,0,393800
2023-12-17,日,21,101970,11110,113080,5384,12,122650,16720,139370,11614,0,0,0,0,0,6600,8300,0,0,14900,0,0,0,0,0,0,6600,8300,0,0,267350
2023-12-18,月,9,40590,5720,46310,5145,2,14300,1430,15730,7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62040
2023-12-19,火,9,64350,5885,70235,7803,8,91300,53845,145145,18143,5500,0,0,0,5500,6600,0,0,0,6600,0,0,0,0,0,0,12100,0,0,0,227480
2023-12-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-21,木,4,63040,3410,66450,16612,7,92400,30614,123014,17573,66000,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,255464
2023-12-22,金,5,35750,2090,37840,7568,8,132000,12155,144155,18019,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,188595
2023-12-23,土,30,211420,49170,260590,8686,29,478500,138765,617265,21285,8800,0,0,0,8800,6600,7850,55,0,14505,0,0,0,0,0,0,15400,7850,55,0,901160
2023-12-24,日,32,228800,32395,261195,8162,35,577500,129250,706750,20192,6600,0,0,0,6600,39600,0,0,0,39600,0,0,0,0,0,0,46200,0,0,0,1014145
2023-12-25,月,16,133100,26620,159720,9982,26,429000,96195,525195,20199,6600,0,0,0,6600,6600,0,0,0,6600,0,0,0,0,0,0,13200,0,0,0,698115
2023-12-26,火,9,49500,11880,61380,6820,4,42900,6820,49720,12430,0,3300,0,0,3300,3300,0,0,0,3300,0,0,0,0,0,0,3300,3300,0,0,117700
2023-12-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-28,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-29,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-30,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-31,日,43,0,0,0,0,0,0,0,0,0,0,0,0,1532736,1532736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532736,1532736
2024-04-01,月,0,0,0,0,0,2,22000,3080,25080,12540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25080
2024-04-02,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-03,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-04,木,11,42350,7865,50215,4565,4,51700,19800,71500,17875,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,125015
2024-04-05,金,6,36300,8525,44825,7470,6,69300,11715,81015,13502,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,129140
2024-04-06,土,24,133980,26730,160710,6696,16,189475,23485,212960,13310,5500,0,0,0,5500,29150,3630,0,0,32780,0,0,0,0,0,0,34650,3630,0,0,411950
2024-04-07,日,26,170830,38060,208890,8034,5,48950,17765,66715,13343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275605
2024-04-08,月,14,74360,15455,89815,6415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89815
2024-04-09,火,11,45650,4730,50380,4580,10,116270,63360,179630,17963,0,0,0,0,0,13200,0,0,0,13200,0,0,0,0,0,0,13200,0,0,0,243210
2024-04-10,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,木,0,0,0,0,0,8,107800,30085,137885,17235,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,144485
2024-04-12,金,43,194600,44045,238645,5549,5,60000,15000,75000,15000,0,0,1100,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,314745
2024-04-13,土,10,60280,9790,70070,7007,4,48950,7390,56340,14085,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,133340
2024-04-14,日,21,90750,10725,101475,4832,4,50600,8470,59070,14767,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,167145
2024-04-15,月,7,38170,7260,45430,6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45430
2024-04-16,火,4,15400,1540,16940,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16940
2024-04-17,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-18,木,8,37400,6765,44165,5520,1,11000,935,11935,11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56100
2024-04-19,金,6,28380,3410,31790,5298,5,42790,10780,53570,10714,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,91960
2024-04-20,土,24,133980,25850,159830,6659,21,249400,70395,319795,15228,11000,0,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,11000,0,0,0,490625
2024-04-21,日,22,118272,11770,130042,5911,8,105050,10615,115665,14458,5500,0,0,0,5500,0,3630,0,0,3630,0,0,0,0,0,0,5500,3630,0,0,254837
2024-04-22,月,5,29150,2695,31845,6369,2,22550,6710,29260,14630,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,68035
2024-04-23,火,13,61270,5995,67265,5174,3,21000,9000,30000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97265
2024-04-24,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,木,20,73700,6545,80245,4012,0,0,0,0,0,0,0,1925,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,82170
2024-04-26,金,40,180500,71235,251735,6293,7,105600,33165,138765,19823,0,0,55000,0,55000,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,0,445500
2024-04-27,土,12,74800,8580,83380,6948,21,254750,64100,318850,15183,0,0,0,0,0,0,0,42000,0,42000,0,0,0,0,0,0,0,0,42000,0,444230
2024-04-28,日,28,158960,30415,189375,6763,40,436380,110500,546880,13672,6600,7260,0,0,13860,0,0,0,0,0,0,0,0,0,0,0,6600,7260,0,0,750115
2024-04-29,月,23,121550,17545,139095,6047,2,23100,1650,24750,12375,6600,0,0,0,6600,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,170445
2024-04-30,火,8,40040,715,40755,5094,2,23100,7975,31075,15537,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,75130
2024-05-01,水,25,115170,50655,165825,6633,2,30250,3795,34045,17022,3300,0,0,0,3300,0,0,220,0,220,0,0,0,0,0,0,3300,0,220,0,203390
2024-05-02,木,39,114400,52520,166920,4280,7,151800,34925,186725,26675,0,0,3850,0,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,3850,0,357495
2024-05-03,金,30,146740,21175,167915,5597,17,173800,62425,236225,13895,5500,0,0,0,5500,6600,3630,0,0,10230,0,0,0,0,0,0,12100,3630,0,0,419870
2024-05-04,土,30,158880,41210,200090,6669,8,105050,9570,114620,14327,3300,0,0,0,3300,3300,3630,0,0,6930,0,0,0,0,0,0,6600,3630,0,0,324940
2024-05-05,日,35,165110,36905,202015,5771,12,111100,16445,127545,10628,0,0,0,0,0,16500,0,0,0,16500,0,0,0,0,0,0,16500,0,0,0,346060
2024-05-06,月,23,146620,17390,164010,7130,4,49500,8085,57585,14396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221595
2024-05-07,火,9,53340,9000,62340,6926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62340
2024-05-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,木,31,153670,40975,194645,6278,0,0,0,0,0,13200,0,0,0,13200,0,0,0,0,0,0,0,0,0,0,0,13200,0,0,0,207845
2024-05-10,金,11,68090,9405,77495,7045,2,18700,1300,20000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97495
2024-05-11,土,19,98550,14895,113445,5970,0,0,0,0,0,0,4840,0,0,4840,0,0,0,0,0,0,0,0,0,0,0,0,4840,0,0,118285
2024-05-12,日,20,96140,12265,108405,5420,6,45100,10835,55935,9322,0,1210,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,1210,0,0,165550
2024-05-13,月,29,131150,22960,154110,5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154110
2024-05-14,火,18,79200,9790,88990,4943,2,22550,6105,28655,14327,0,0,0,0,0,0,3630,0,0,3630,0,0,0,0,0,0,0,3630,0,0,121275
2024-05-15,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,木,6,32340,2145,34485,5747,63,441000,189000,630000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664485
2024-05-17,金,17,82610,19745,102355,6020,8,91300,24475,115775,14471,0,0,55000,0,55000,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,55000,0,276430
2024-05-18,土,14,72380,14025,86405,6171,15,208450,33770,242220,16148,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,335555
2024-05-19,日,35,163220,45330,208550,5958,9,95436,17061,112497,12499,8800,3630,0,0,12430,0,0,0,0,0,0,0,0,0,0,0,8800,3630,0,0,333477
2024-05-20,月,21,116490,24695,141185,6723,8,86600,31960,118560,14820,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,263045
2024-05-21,火,2,14300,1430,15730,7865,6,60000,18000,78000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93730
2024-05-22,水,32,227700,157795,385495,12046,0,0,0,0,0,0,0,3300,0,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0,388795
2024-05-23,木,17,93060,8195,101255,5956,4,39600,23760,63360,15840,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,167915
2024-05-24,金,23,102080,30835,132915,5778,5,44000,8985,52985,10597,0,3630,0,0,3630,3300,3630,0,0,6930,0,0,0,0,0,0,3300,7260,0,0,196460
2024-05-25,土,17,91080,13420,104500,6147,12,135350,41140,176490,14707,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,291220
2024-05-26,日,34,157960,28325,186285,5478,18,160600,36245,196845,10935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383130
2024-05-27,月,52,200200,0,200200,3850,4,45100,7700,52800,13200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253000
2024-05-28,火,30,153120,28140,181260,6042,20,186450,52360,238810,11940,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,423370
2024-05-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,木,6,27720,4840,32560,5426,3,21450,3025,24475,8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57035
2024-05-31,金,19,87120,11495,98615,5190,4,45650,9680,55330,13832,7700,0,0,0,7700,3300,0,0,0,3300,0,0,0,0,0,0,11000,0,0,0,164945
2024-06-01,土,18,93720,14300,108020,6001,7,98450,23925,122375,17482,3300,0,0,0,3300,3300,3630,0,0,6930,0,0,0,0,0,0,6600,3630,0,0,240625
2024-06-02,日,28,94800,53195,147995,5285,5,53900,16005,69905,13981,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,221200
2024-06-03,月,9,50490,21560,72050,8005,6,77000,11580,88580,14763,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,170860
2024-06-04,火,0,0,0,0,0,36,432000,108000,540000,15000,0,0,0,0,0,0,0,33000,0,33000,0,0,0,0,0,0,0,0,33000,0,573000
2024-06-05,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,木,31,183150,5720,188870,6092,2,26400,13200,39600,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228470
2024-06-07,金,20,103400,9945,113345,5667,23,144400,35475,179875,7820,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,300150
2024-06-08,土,0,0,0,0,0,18,120190,41390,161580,8976,0,0,0,0,0,33000,0,0,0,33000,34,338070,92500,0,0,463570,33000,0,33000,0,658150
2024-06-09,日,21,119130,19470,138600,6600,7,76450,12100,88550,12650,5500,0,0,0,5500,6600,3630,0,0,10230,0,0,0,0,0,0,12100,3630,0,0,242880
2024-06-10,月,15,80190,18480,98670,6578,8,113850,13750,127600,15950,0,0,0,0,0,7700,3630,0,0,11330,0,0,0,0,0,0,7700,3630,0,0,237600
2024-06-11,火,18,165550,40810,206360,11464,3,39600,4235,43835,14611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250195
2024-06-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,木,22,120340,10450,130790,5945,11,107800,26510,134310,12210,0,0,0,0,0,4400,3630,0,0,8030,0,0,0,0,0,0,4400,3630,0,0,273130
2024-06-14,金,0,0,0,0,0,60,685500,321375,1006875,16781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006875
2024-06-15,土,14,75120,14960,90080,6434,24,256600,67205,323805,13491,0,0,0,0,0,3300,7260,0,0,10560,0,0,0,0,0,0,3300,7260,0,0,424445
2024-06-16,日,25,115550,55200,170750,6830,16,178640,36190,214830,13426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385580
2024-06-17,月,21,105380,12485,117865,5612,8,67650,1980,69630,8703,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,190795
2024-06-18,火,27,138480,51715,190195,7044,11,136400,27775,164175,14925,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,364600
2024-06-19,水,0,0,0,0,0,45,363890,125400,489290,10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489290
2024-06-20,木,24,104160,21290,125450,5227,8,71830,14135,85965,10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211415
2024-06-21,金,24,98630,24460,123090,5128,22,226600,76450,303050,13775,0,0,0,0,0,22000,3630,0,0,25630,0,0,0,0,0,0,22000,3630,0,0,451770
2024-06-22,土,24,121440,19745,141185,5882,20,223025,64900,287925,14396,0,0,0,0,0,14300,16940,0,0,31240,0,0,0,0,0,0,14300,16940,0,0,460350
2024-06-23,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,373750,95500,0,0,469250,0,0,0,0,469250
2024-06-24,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,309000,76350,0,0,385350,0,0,0,0,385350
2024-06-25,火,27,133010,46885,179895,6662,10,138150,30660,168810,16881,14300,0,0,0,14300,4400,0,0,0,4400,0,0,0,0,0,0,18700,0,0,0,367405
2024-06-26,水,0,0,0,0,0,13,88550,19495,108045,8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108045
2024-06-27,木,18,77100,13980,91080,5060,28,173250,66000,239250,8544,0,0,0,0,0,0,0,2420,0,2420,0,0,0,0,0,0,0,0,2420,0,332750
2024-06-28,金,23,92890,19610,112500,4891,33,290750,44220,334970,10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447470
2024-06-29,土,19,110770,27445,138215,7274,24,284350,66495,350845,14618,0,0,0,0,0,6600,8630,0,0,15230,0,0,0,0,0,0,6600,8630,0,0,504290
2024-06-30,日,15,82390,8360,90750,6050,10,101200,21945,123145,12314,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,224125
2024-07-01,月,14,63800,6435,70235,5016,17,140000,46790,186790,10987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257025
2024-07-02,火,0,0,0,0,0,54,594000,118800,712800,13200,0,0,0,0,0,0,0,55000,0,55000,0,0,0,0,0,0,0,0,55000,0,767800
2024-07-03,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04,木,23,116750,23100,139850,6080,24,289250,23530,312780,13032,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,459560
2024-07-05,金,25,115000,19200,134200,5368,12,142450,27995,170445,14203,0,0,0,0,0,6600,3630,0,0,10230,0,0,0,0,0,0,6600,3630,0,0,314875
2024-07-06,土,36,161710,63245,224955,6248,27,303875,65340,369215,13674,0,0,0,0,0,6600,16940,0,0,23540,0,0,0,0,0,0,6600,16940,0,0,617710
2024-07-07,日,18,206200,51000,257200,14288,10,125400,31945,157345,15734,0,0,0,0,0,3300,7260,0,0,10560,0,0,0,0,0,0,3300,7260,0,0,425105
2024-07-08,月,27,129850,29070,158920,5885,10,106700,20515,127215,12721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286135
2024-07-09,火,33,151740,28055,179795,5448,7,66650,14720,81370,11624,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,268095
2024-07-10,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11,木,20,98230,14960,113190,5659,6,59400,32745,92145,15357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205335
2024-07-12,金,29,138980,22500,161480,5568,17,250850,51425,302275,17780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463755
2024-07-13,土,19,103840,10505,114345,6018,32,341000,59830,400830,12525,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,522105
2024-07-14,日,29,164770,23265,188035,6483,38,402600,130045,532645,14016,0,0,0,0,0,12100,7260,0,0,19360,0,0,0,0,0,0,12100,7260,0,0,740040
2024-07-15,月,29,162470,34650,197120,6797,10,116600,20065,136665,13666,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,340715
2024-07-16,火,18,108240,13640,121880,6771,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,125180
2024-07-17,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-18,木,33,152210,29235,181445,5498,16,156025,27655,183680,11480,0,0,0,0,0,6600,6050,0,0,12650,0,0,0,0,0,0,6600,6050,0,0,377775
2024-07-19,金,33,149400,31110,180510,5470,11,96250,28395,124645,11331,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,308455
2024-07-20,土,32,205700,27775,233475,7296,18,199100,28050,227150,12619,0,3630,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,464255
2024-07-21,日,17,115280,13640,128920,7583,13,157025,50150,207175,15936,0,0,0,0,0,3300,6050,0,0,9350,0,0,0,0,0,0,3300,6050,0,0,345445
2024-07-22,月,17,79970,22825,102795,6046,6,79750,19415,99165,16527,0,0,0,0,0,12100,3630,0,0,15730,0,0,0,0,0,0,12100,3630,0,0,217690
2024-07-23,火,47,177800,44635,222435,4732,10,86900,16665,103565,10356,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,332600
2024-07-24,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,木,6,25740,3025,28765,4794,4,47300,17765,65065,16266,0,0,0,0,0,3300,0,0,0,3300,0,0,0,0,0,0,3300,0,0,0,97130
2024-07-26,金,17,88550,8140,96690,5687,39,269650,120305,389955,9998,3300,0,0,0,3300,0,0,6000,0,6000,0,0,0,0,0,0,3300,0,6000,0,495945
2024-07-27,土,22,123180,17765,140945,6406,9,122650,25520,148170,16463,4400,0,0,0,4400,12100,10890,0,0,22990,0,0,0,0,0,0,16500,10890,0,0,316505
2024-07-28,日,32,125440,51570,177010,5531,28,266750,63845,330595,11806,0,0,0,0,0,20900,3630,0,0,24530,0,0,0,0,0,0,20900,3630,0,0,532135
2024-07-29,月,4,22000,3300,25300,6325,9,80850,13640,94490,10498,3300,0,0,0,3300,0,0,0,0,0,0,0,0,0,0,0,3300,0,0,0,123090
2024-07-30,火,15,61710,9240,70950,4730,4,52800,6820,59620,14905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130570
2024-07-31,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01,木,0,0,0,0,0,11,87450,17535,104985,9544,0,0,0,0,0,18700,0,0,0,18700,0,0,0,0,0,0,18700,0,0,0,123685
2024-08-02,金,13,112520,37185,149705,11515,4,48950,13530,62480,15620,0,0,0,0,0,3300,3630,0,0,6930,0,0,0,0,0,0,3300,3630,0,0,219115
2024-08-03,土,11,44990,13640,58630,5330,14,181150,29810,210960,15068,0,0,0,0,0,91650,3630,0,0,95280,0,0,0,0,0,0,91650,3630,0,0,364870
2024-08-04,日,21,117810,39765,157575,7503,6,51700,23100,74800,12466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232375
2024-08-05,月,10,48400,4180,52580,5258,22,251350,52790,304140,13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356720
2024-08-06,火,7,35530,8635,44165,6309,10,124300,14175,138475,13847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182640
2024-08-07,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,木,10,50380,6215,56595,5659,10,116050,23255,139305,13930,0,0,0,0,0,12100,3630,0,0,15730,0,0,0,0,0,0,12100,3630,0,0,211630
2024-08-09,金,7,33550,6380,39930,5704,24,275550,62955,338505,14104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378435
2024-08-10,土,26,157740,21600,179340,6897,32,302000,261100,563100,17596,5500,0,0,0,5500,39600,3630,0,0,43230,0,0,0,0,0,0,45100,3630,0,0,791170
2024-08-11,日,28,176440,20230,196670,7023,12,121000,33640,154640,12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351310
2024-08-12,月,27,165330,18410,183740,6805,30,354200,118955,473155,15771,7700,0,0,0,7700,16500,0,0,0,16500,0,0,0,0,0,0,24200,0,0,0,681095
2024-08-13,火,24,126720,12910,139630,5817,27,322300,65560,387860,14365,3300,0,0,0,3300,19800,7260,0,0,27060,0,0,0,0,0,0,23100,7260,0,0,557850
2024-08-14,水,4,15400,0,15400,3850,9,111100,17380,128480,14275,0,0,0,0,0,6600,7260,0,0,13860,0,0,0,0,0,0,6600,7260,0,0,157740
2024-08-15,木,28,178420,26355,204775,7313,9,89650,12045,101695,11299,6600,0,0,0,6600,3300,7260,0,0,10560,0,0,0,0,0,0,9900,7260,0,0,323630
2024-08-16,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-17,土,50,503300,270000,773300,15466,104,923500,306000,1229500,11822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002800
2024-08-18,日,0,0,0,0,0,15,130350,37070,167420,11161,0,0,0,0,0,7700,6050,0,0,13750,0,0,0,0,0,0,7700,6050,0,0,181170
2024-08-19,月,0,0,0,0,0,89,1101000,267000,1368000,15370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368000
2024-08-20,火,29,138710,19470,158180,5454,8,109450,6710,116160,14520,12100,0,0,0,12100,0,3630,0,0,3630,0,0,0,0,0,0,12100,3630,0,0,290070
2024-08-21,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-22,木,0,0,0,0,0,76,506500,210000,716500,9427,0,0,0,0,0,0,0,6000,0,6000,0,0,0,0,0,0,0,0,6000,0,722500
2024-08-23,金,19,114730,24970,139700,7352,17,272000,68000,340000,20000,9900,0,0,0,9900,0,0,0,0,0,0,0,0,0,0,0,9900,0,0,0,489600
2024-08-24,土,28,141680,20295,161975,5784,21,191950,49535,241485,11499,6600,0,0,0,6600,15400,0,0,0,15400,0,0,0,0,0,0,22000,0,0,0,425460
2024-08-25,日,36,165350,65660,231010,6416,17,185350,34375,219725,12925,0,0,0,0,0,6600,0,0,0,6600,0,0,0,0,0,0,6600,0,0,0,457335
2024-08-26,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
