date,weekday,sekki,level,season,season_pt,kf1_constant,weekday_idx,mp_sekki,l_count,d_count,total_count,grand_total
2025-08-05,火,大暑,6,HIGH SEASON,4.17,4.47,2.00,3.93,13,6,19,250030
2025-08-06,水,大暑,6,HIGH SEASON,4.17,4.47,2.00,3.93,14,18,32,488180
2025-08-07,木,立秋,3,TOP SEASON,4.67,4.47,3.00,4.27,11,9,20,231610
2025-08-08,金,立秋,3,TOP SEASON,4.67,4.47,4.00,4.27,3,13,16,284900
2025-08-09,土,立秋,3,TOP SEASON,4.67,4.47,5.00,4.27,16,18,34,555820
2025-08-10,日,立秋,3,TOP SEASON,4.67,4.47,4.00,4.27,17,9,26,522500
2025-08-11,月,立秋,3,TOP SEASON,4.67,4.47,2.00,4.27,13,3,16,168070
2025-08-12,火,立秋,3,TOP SEASON,4.67,4.47,2.00,4.27,16,10,26,366080
2025-08-13,水,立秋,3,TOP SEASON,4.67,4.47,2.00,4.27,8,6,14,173690
2025-08-14,木,立秋,3,TOP SEASON,4.67,4.47,3.00,4.27,11,10,21,376420
2025-08-15,金,立秋,3,TOP SEASON,4.67,4.47,4.00,4.27,9,6,15,209660
2025-08-16,土,立秋,3,TOP SEASON,4.67,4.47,5.00,4.27,9,8,17,249150
2025-08-17,日,立秋,3,TOP SEASON,4.67,4.47,4.00,4.27,18,3,21,243980
2025-08-18,月,立秋,3,TOP SEASON,4.67,4.47,2.00,4.27,4,0,4,51590
2025-08-19,火,立秋,3,TOP SEASON,4.67,4.47,2.00,4.27,13,4,17,180840
2025-08-20,水,立秋,3,TOP SEASON,4.67,4.47,2.00,4.27,7,14,21,351450
2025-08-21,木,立秋,3,TOP SEASON,4.67,4.47,3.00,4.27,12,7,19,245190
2025-08-22,金,立秋,3,TOP SEASON,4.67,4.47,4.00,4.27,6,9,15,280830
2025-08-23,土,処暑,9,HIGH SEASON,3.67,4.47,5.00,3.61,11,29,40,535200
2025-08-24,日,処暑,9,HIGH SEASON,3.67,4.47,4.00,3.61,17,8,25,322410
2025-08-25,月,処暑,9,HIGH SEASON,3.67,4.47,2.00,3.61,4,6,10,273680
2025-08-26,火,処暑,9,HIGH SEASON,3.67,4.47,2.00,3.61,14,3,17,170720
2025-08-27,水,処暑,9,HIGH SEASON,3.67,4.47,2.00,3.61,0,3,3,70510
2025-08-28,木,処暑,9,HIGH SEASON,3.67,4.47,3.00,3.61,7,0,7,48290
2025-08-29,金,処暑,9,HIGH SEASON,3.67,4.47,4.00,3.61,6,7,13,231110
2025-08-30,土,処暑,9,HIGH SEASON,3.67,4.47,5.00,3.61,0,13,13,262870
2025-08-31,日,処暑,9,HIGH SEASON,3.67,4.47,4.00,3.61,14,9,23,335580
2025-09-01,月,処暑,9,HIGH SEASON,3.67,4.01,2.00,3.61,1,2,3,47110
2025-09-02,火,処暑,9,HIGH SEASON,3.67,4.01,2.00,3.61,12,0,12,73480
2025-09-03,水,処暑,9,HIGH SEASON,3.67,4.01,2.00,3.61,4,3,7,112420
2025-09-04,木,処暑,9,HIGH SEASON,3.67,4.01,3.00,3.61,7,3,10,113490
2025-09-05,金,処暑,9,HIGH SEASON,3.67,4.01,4.00,3.61,0,2,2,51700
2025-09-06,土,処暑,9,HIGH SEASON,3.67,4.01,5.00,3.61,6,9,15,406230
2025-09-07,日,白露,8,HIGH SEASON,3.83,4.01,4.00,3.65,11,2,13,142670
2025-09-08,月,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,2,0,2,31570
2025-09-09,火,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,6,2,8,96250
2025-09-10,水,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,5,4,9,148280
2025-09-11,木,白露,8,HIGH SEASON,3.83,4.01,3.00,3.65,11,5,16,198920
2025-09-12,金,白露,8,HIGH SEASON,3.83,4.01,4.00,3.65,2,17,19,372720
2025-09-13,土,白露,8,HIGH SEASON,3.83,4.01,5.00,3.65,5,4,9,479380
2025-09-14,日,白露,8,HIGH SEASON,3.83,4.01,4.00,3.65,19,11,30,355770
2025-09-15,月,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,15,6,21,370490
2025-09-16,火,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,4,7,11,158600
2025-09-17,水,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,13,5,18,157300
2025-09-18,木,白露,8,HIGH SEASON,3.83,4.01,3.00,3.65,5,0,5,40810
2025-09-19,金,白露,8,HIGH SEASON,3.83,4.01,4.00,3.65,4,7,11,182160
2025-09-20,土,白露,8,HIGH SEASON,3.83,4.01,5.00,3.65,12,15,27,386020
2025-09-21,日,白露,8,HIGH SEASON,3.83,4.01,4.00,3.65,22,2,24,277430
2025-09-22,月,白露,8,HIGH SEASON,3.83,4.01,2.00,3.65,6,5,11,138160
2025-09-23,火,秋分,14,FLOW SEASON,2.83,4.01,2.00,3.35,12,0,12,117740
2025-09-24,水,秋分,14,FLOW SEASON,2.83,4.01,2.00,3.35,6,8,14,257740
2025-09-25,木,秋分,14,FLOW SEASON,2.83,4.01,3.00,3.35,10,11,21,249280
2025-09-26,金,秋分,14,FLOW SEASON,2.83,4.01,4.00,3.35,4,8,12,191350
2025-09-27,土,秋分,14,FLOW SEASON,2.83,4.01,5.00,3.35,7,5,12,155040
2025-09-28,日,秋分,14,FLOW SEASON,2.83,4.01,4.00,3.35,9,6,15,187120
2025-09-29,月,秋分,14,FLOW SEASON,2.83,4.01,2.00,3.35,2,12,14,191160
2025-09-30,火,秋分,14,FLOW SEASON,2.83,4.01,2.00,3.35,15,0,15,142120
2025-10-01,水,秋分,14,FLOW SEASON,2.83,3.86,2.00,3.35,2,3,5,82070
2025-10-02,木,秋分,14,FLOW SEASON,2.83,3.86,3.00,3.35,17,4,21,139660
2025-10-03,金,秋分,14,FLOW SEASON,2.83,3.86,4.00,3.35,5,2,7,83940
2025-10-04,土,秋分,14,FLOW SEASON,2.83,3.86,5.00,3.35,12,13,25,354810
2025-10-05,日,秋分,14,FLOW SEASON,2.83,3.86,4.00,3.35,0,7,7,120760
2025-10-06,月,秋分,14,FLOW SEASON,2.83,3.86,2.00,3.35,6,2,8,98580
2025-10-07,火,秋分,14,FLOW SEASON,2.83,3.86,2.00,3.35,6,3,9,114730
2025-10-08,水,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,9,16,25,417730
2025-10-09,木,寒露,10,HIGH SEASON,3.50,3.86,3.00,3.59,8,2,10,118250
2025-10-10,金,寒露,10,HIGH SEASON,3.50,3.86,4.00,3.59,4,14,18,252400
2025-10-11,土,寒露,10,HIGH SEASON,3.50,3.86,5.00,3.59,8,7,15,187370
2025-10-12,日,寒露,10,HIGH SEASON,3.50,3.86,4.00,3.59,34,21,55,508100
2025-10-13,月,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,3,8,11,220180
2025-10-14,火,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,9,3,12,124280
2025-10-15,水,寒露,10,HIGH SEASON,3.50,3.86,2.00,3.59,2,13,15,221190
2025-10-16,木,寒露,10,HIGH SEASON,3.50,3.86,3.00,3.59,4,1,5,39700
2025-10-17,金,寒露,10,HIGH SEASON,3.50,3.86,4.00,3.59,9,2,11,90550
2025-10-18,土,寒露,10,HIGH SEASON,3.50,3.86,5.00,3.59,10,7,17,185630
