date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,l_room_fee,l_flower,d_room_fee,d_flower,event_count,event_food,event_drink,event_room_fee,event_flower,event_total,grand_total
2023-09-03,日,6,14,4142,603,73095,4,19,8538,1978,219800,0,0,0,0,0,0,0,0,0,0,0
2023-09-04,月,7,18,4327,516,95920,3,7,8571,1471,77330,0,0,0,0,0,0,0,0,0,0,0
2023-09-05,火,7,16,3500,787,75460,3,7,10714,4478,116985,0,0,0,0,0,0,0,0,0,0,0
2023-09-06,水,0,0,0,0,0,1,120,7000,3000,1320000,0,0,0,0,0,0,0,0,0,0,0
2023-09-07,木,9,20,4070,635,103510,2,9,12000,1494,133595,0,0,0,0,0,0,0,0,0,0,0
2023-09-08,金,3,28,3918,772,144485,1,92,6363,2727,920000,0,0,0,0,0,0,0,0,0,0,0
2023-09-09,土,2,3,4700,600,17490,4,17,8117,840,167520,0,0,0,0,0,0,0,0,0,0,0
2023-09-10,日,3,6,6883,2133,59510,4,23,9071,2524,293375,0,0,0,0,0,0,0,0,0,0,0
2023-09-11,月,7,22,3827,806,112145,4,11,10727,2800,163680,0,0,0,0,0,0,0,0,0,0,0
2023-09-12,火,3,9,6155,1427,75075,1,60,6363,2727,600000,0,0,0,0,0,0,0,0,0,0,0
2023-09-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-14,木,7,16,3443,809,74855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-15,金,2,55,3138,1806,299165,6,14,7850,2075,152855,0,0,0,0,0,0,0,0,0,0,0
2023-09-16,土,8,34,5055,1070,229130,7,19,9421,2307,245135,0,0,0,0,0,0,0,0,0,0,0
2023-09-17,日,4,12,5550,1100,87780,4,34,7975,2817,403690,0,0,0,0,0,0,0,0,0,0,0
2023-09-18,月,8,26,4653,1269,169400,4,15,8866,1886,177430,0,0,0,0,0,0,0,0,0,0,0
2023-09-19,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-21,木,1,3,4700,633,17600,2,76,6698,2561,774160,0,0,0,0,0,0,0,0,0,0,0
2023-09-22,金,4,13,3507,726,60555,1,8,8000,2000,88000,0,0,0,0,0,0,0,0,0,0,0
2023-09-23,土,3,62,6209,1607,533125,2,5,9800,1398,61590,0,0,0,0,0,0,0,0,0,0,0
2023-09-24,日,4,18,4100,838,97790,3,7,6500,1820,64065,0,0,0,0,0,0,0,0,0,0,0
2023-09-25,月,3,8,5000,775,50820,3,20,7954,2276,225085,0,0,0,0,0,0,0,0,0,0,0
2023-09-26,火,3,25,3740,1518,144595,2,23,8934,2608,292050,0,0,0,0,0,0,0,0,0,0,0
2023-09-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-28,木,2,4,4700,1625,27830,2,48,6202,3342,504000,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,金,0,0,0,0,0,1,81,9090,2727,1053000,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,土,1,4,3900,1375,23210,1,24,10909,2727,360000,0,0,0,0,0,0,0,0,0,0,0
2023-10-01,日,11,34,3941,761,175890,4,9,10777,2227,128755,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03,火,4,10,4400,365,52415,3,6,8848,3566,81940,0,0,0,0,0,0,0,0,0,0,0
2023-10-04,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05,木,0,0,0,0,0,1,65,15538,5000,1468500,0,0,0,0,0,0,0,0,0,0,0
2023-10-06,金,5,14,9506,700,157180,3,17,6705,1700,157190,0,0,0,0,0,0,0,0,0,0,0
2023-10-07,土,3,7,3798,614,33980,4,11,10000,2245,148170,0,0,0,0,0,0,0,0,0,0,0
2023-10-08,日,2,34,3077,1002,152590,9,30,9434,2205,384140,0,0,0,0,0,0,0,0,0,0,0
2023-10-09,月,6,20,3410,602,88275,5,14,7129,1607,134550,0,0,0,0,0,0,0,0,0,0,0
2023-10-10,火,2,15,3500,4360,129690,1,2,10000,1675,25685,0,0,0,0,0,0,0,0,0,0,0
2023-10-11,水,0,0,0,0,0,1,34,13636,2727,612000,0,0,0,0,0,0,0,0,0,0,0
2023-10-12,木,2,37,3085,2088,210600,1,4,10000,7637,77605,0,0,0,0,0,0,0,0,0,0,0
2023-10-13,金,1,2,3500,650,9130,1,72,9090,3636,1008000,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,土,8,19,4383,1576,124555,6,21,8839,2223,255570,0,0,0,0,0,0,0,0,0,0,0
2023-10-15,日,4,14,4119,957,78180,2,12,7541,1079,113795,0,0,0,0,0,0,0,0,0,0,0
2023-10-16,月,7,42,2793,1009,175690,2,5,12300,720,71610,0,0,0,0,0,0,0,0,0,0,0
2023-10-17,火,5,21,4112,648,109990,4,30,8083,2490,348920,0,0,0,0,0,0,0,0,0,0,0
2023-10-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19,木,1,46,3181,1052,214260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-20,金,2,35,3080,2368,209780,2,39,9423,834,440055,0,0,0,0,0,0,0,0,0,0,0
2023-10-21,土,1,38,4784,568,223760,4,9,10500,2861,132275,1375,0,0,0,0,0,0,0,0,0,0
2023-10-22,日,11,25,4676,932,154220,1,2,10250,1600,26070,0,0,0,0,0,0,0,0,0,0,0
2023-10-23,月,2,4,3500,750,18700,1,3,6500,4166,35200,0,0,0,0,0,0,0,0,0,0,0
2023-10-24,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-25,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-26,木,2,47,3616,1243,251215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,金,6,27,6235,1750,237180,3,12,9212,2826,158905,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,土,6,15,4706,1333,99655,2,8,11687,4175,139590,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,日,8,27,3320,659,118190,2,8,8443,3328,103590,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,月,6,13,5030,930,85250,1,2,6500,700,15840,0,0,0,0,0,0,0,0,0,0,0
2023-10-31,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,木,4,11,3663,709,52910,2,4,9250,1100,45540,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,金,8,32,4231,820,177815,5,20,10500,2345,282590,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,土,5,10,5300,1695,76945,2,4,13500,1512,66055,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,日,6,26,4673,1117,165605,2,4,11000,1662,55715,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,月,3,6,4900,341,34595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,火,1,2,6500,1575,17765,3,11,11409,8363,239250,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,木,6,14,4100,614,72600,3,12,11333,3770,199375,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,金,3,10,3500,210,40810,2,28,6357,1117,230230,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,土,3,32,3500,1093,161700,6,14,8264,1753,154275,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,日,8,23,5558,1376,175445,6,18,11111,3625,291775,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,月,0,0,0,0,0,2,40,6400,956,323675,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,火,4,14,5771,292,93390,3,7,8636,2594,86475,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,木,4,9,4300,611,48620,1,2,8500,1600,22220,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,金,3,9,3723,1399,50715,5,13,8284,1538,140470,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,土,8,37,4521,905,220880,6,18,11416,2825,281985,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,日,1,20,8686,2209,239700,2,4,10250,1525,51810,0,0,0,0,0,0,0,0,0,0,0
2023-11-20,月,1,3,3500,700,13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,木,11,35,4232,718,190625,3,6,11416,4441,104665,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,金,8,23,3786,752,114840,6,16,9781,1596,200255,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,土,1,12,3500,1450,65340,8,24,8800,2302,293095,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,日,6,39,5507,1077,282495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,月,1,3,4700,816,18205,1,2,10250,1625,26125,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,火,1,26,14430,1648,459855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,木,2,10,4700,410,56210,1,2,15000,925,35035,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,金,4,10,3740,320,44660,1,2,15000,6650,47630,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,土,2,34,3367,1409,178650,8,32,10657,2555,465120,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,日,5,29,4108,1053,164665,1,2,10000,2650,27830,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,月,3,11,3500,1109,55770,1,2,12000,2500,31900,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-06,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-07,木,4,11,4263,781,61050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-08,金,2,7,6500,1992,65395,3,12,10984,2194,173970,0,0,0,0,0,0,0,0,0,0,0
2023-12-09,土,2,23,3239,1276,114250,3,60,7666,2489,670285,0,0,0,0,0,0,0,0,0,0,0
2023-12-10,日,8,28,4304,943,161645,3,6,10166,1758,78705,0,0,0,0,0,0,0,0,0,0,0
2023-12-11,月,1,2,4700,2450,15730,1,2,13750,5250,41800,0,0,0,0,0,0,0,0,0,0,0
2023-12-12,火,3,12,3433,337,49775,3,37,6105,382,264065,0,0,0,0,0,0,0,0,0,0,0
2023-12-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-14,木,4,8,4550,718,46365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-15,金,1,2,3500,650,9130,2,33,11121,2727,502700,0,0,0,0,0,0,0,0,0,0,0
2023-12-16,土,6,17,3994,1235,97790,9,19,10815,2610,280610,0,6600,3630,6600,0,0,0,0,0,0,0
2023-12-17,日,9,21,4414,480,113080,6,12,9291,1266,139370,0,0,0,0,0,0,0,0,0,0,0
2023-12-18,月,4,9,4100,577,46310,1,2,6500,650,15730,0,0,0,0,0,0,0,0,0,0,0
2023-12-19,火,3,9,6500,594,70235,4,8,10375,6118,145145,0,0,0,0,0,0,0,0,0,0,0
2023-12-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-21,木,2,4,14327,775,66450,3,7,12000,3975,123014,0,6600,286,6600,0,0,0,0,0,0,0
2023-12-22,金,2,5,6500,380,37840,4,8,15000,1381,144155,0,0,0,0,0,0,0,0,0,0,0
2023-12-23,土,14,30,6406,1490,260590,14,29,15000,4350,617265,0,0,0,0,0,0,0,0,0,0,0
2023-12-24,日,16,32,6500,920,261195,15,35,15000,3357,706750,0,0,0,0,0,0,0,0,0,0,0
2023-12-25,月,8,16,7562,1512,159720,13,26,15000,3363,525195,0,0,0,0,0,0,0,0,0,0,0
2023-12-26,火,5,9,5000,1200,61380,2,4,9750,1550,49720,0,0,0,0,0,0,0,0,0,0,0
2023-12-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-28,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-29,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-30,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-31,日,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-01,月,0,0,0,0,0,1,2,10000,1400,25080,0,0,0,0,0,0,0,0,0,0,0
2024-04-02,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-03,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-04,木,4,11,3500,650,50215,2,4,11750,4500,71500,0,0,0,0,0,0,0,0,0,0,0
2024-04-05,金,3,6,5500,1291,44825,2,6,10500,1775,81015,0,0,0,0,0,0,0,0,0,0,0
2024-04-06,土,7,24,5075,1012,160710,4,16,10765,1334,212960,0,0,0,0,0,0,0,0,0,0,0
2024-04-07,日,7,26,5973,1330,208890,2,5,8900,3230,66715,0,0,0,0,0,0,0,0,0,0,0
2024-04-08,月,6,14,4828,1003,89815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-09,火,4,11,3772,390,50380,2,10,10570,5760,179630,0,0,0,0,0,0,0,0,0,0,0
2024-04-10,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-11,木,0,0,0,0,0,4,8,12250,3418,137885,0,0,0,0,0,0,0,0,0,0,0
2024-04-12,金,1,43,4114,931,238645,1,5,10909,2727,75000,0,0,0,0,0,0,0,0,0,0,0
2024-04-13,土,4,10,5480,890,70070,2,4,11125,1679,56340,0,0,0,0,0,0,0,0,0,0,0
2024-04-14,日,9,21,3928,464,101475,2,4,11500,1925,59070,0,0,0,0,0,0,0,0,0,0,0
2024-04-15,月,3,7,4957,942,45430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-16,火,2,4,3500,350,16940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-17,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-18,木,3,8,4250,768,44165,1,1,10000,850,11935,0,0,0,0,0,0,0,0,0,0,0
2024-04-19,金,3,6,4300,516,31790,1,5,7780,1960,53570,0,0,0,0,0,0,0,0,0,0,0
2024-04-20,土,7,24,5075,979,159830,6,21,10796,3047,319795,0,0,0,0,0,0,0,0,0,0,0
2024-04-21,日,7,22,4887,486,130042,3,8,11937,1206,115665,0,0,0,3168,0,0,0,0,0,0,0
2024-04-22,月,2,5,5300,490,31845,1,2,10250,3050,29260,0,0,0,0,0,0,0,0,0,0,0
2024-04-23,火,4,13,4284,419,67265,1,3,6363,2727,30000,0,0,0,0,0,0,0,0,0,0,0
2024-04-24,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-25,木,4,20,3350,297,80245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-04-26,金,2,40,4102,1618,251735,3,7,13714,4307,138765,0,0,0,0,0,0,0,0,0,0,0
2024-04-27,土,6,12,5666,650,83380,1,21,11028,2774,318850,0,0,0,1540,0,0,0,0,0,0,0
2024-04-28,日,10,28,5161,987,189375,1,40,9917,2511,546880,0,0,0,0,0,0,0,0,0,0,0
2024-04-29,月,8,23,4804,693,139095,1,2,10500,750,24750,0,0,0,0,0,0,0,0,0,0,0
2024-04-30,火,4,8,4550,81,40755,1,2,10500,3625,31075,0,0,0,0,0,0,0,0,0,0,0
2024-05-01,水,6,25,4188,1842,165825,1,2,13750,1725,34045,0,0,0,0,0,0,0,0,0,0,0
2024-05-02,木,2,39,2666,1224,166920,5,7,19714,4535,186725,0,0,0,0,0,0,0,0,0,0,0
2024-05-03,金,10,30,4446,641,167915,7,17,9294,3338,236225,0,0,0,0,0,0,0,0,0,0,0
2024-05-04,土,12,30,4814,1248,200090,4,8,11937,1087,114620,0,0,0,0,0,0,0,0,0,0,0
2024-05-05,日,9,35,4288,958,202015,4,12,8416,1245,127545,0,0,0,0,0,0,0,0,0,0,0
2024-05-06,月,7,23,5795,687,164010,2,4,11250,1837,57585,800,0,0,5800,0,0,0,0,0,0,0
2024-05-07,火,4,9,5387,909,62340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-09,木,8,31,4506,1201,194645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-10,金,4,11,5627,777,77495,1,2,8500,590,20000,0,0,0,0,0,0,0,0,0,0,0
2024-05-11,土,7,19,4715,712,113445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-12,日,7,20,4370,557,108405,2,6,6833,1641,55935,0,0,0,0,0,0,0,0,0,0,0
2024-05-13,月,4,29,4111,719,154110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-14,火,7,18,4000,494,88990,1,2,10250,2775,28655,0,0,0,0,0,0,0,0,0,0,0
2024-05-15,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-16,木,6,6,4900,325,34485,1,63,6363,2727,630000,0,0,0,0,0,0,0,0,0,0,0
2024-05-17,金,5,17,4417,1055,102355,3,8,10375,2781,115775,0,0,0,0,0,0,0,0,0,0,0
2024-05-18,土,5,14,4700,910,86405,4,15,12633,2046,242220,0,0,0,0,0,0,0,0,0,0,0
2024-05-19,日,6,35,4239,1177,208550,4,9,9640,1723,112497,0,5434,1144,5434,0,0,0,0,0,0,0
2024-05-20,月,6,21,5042,1069,141185,3,8,9840,3631,118560,0,0,0,0,0,0,0,0,0,0,0
2024-05-21,火,1,2,6500,650,15730,1,6,9090,2727,78000,0,0,0,0,0,0,0,0,0,0,0
2024-05-22,水,1,32,6468,4482,385495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,木,4,17,4976,438,101255,2,4,9000,5400,63360,0,0,0,0,0,0,0,0,0,0,0
2024-05-24,金,6,23,4034,1218,132915,2,5,8000,1633,52985,0,0,0,0,0,0,0,0,0,0,0
2024-05-25,土,7,17,4870,717,104500,5,12,10253,3116,176490,0,0,0,0,0,0,0,0,0,0,0
2024-05-26,日,5,34,4223,757,186285,6,18,8111,1830,196845,0,0,0,0,0,0,0,0,0,0,0
2024-05-27,月,1,52,3500,0,200200,2,4,10250,1750,52800,0,0,0,0,0,0,0,0,0,0,0
2024-05-28,火,6,30,4640,852,181260,4,20,8475,2380,238810,0,0,0,0,0,0,0,0,0,0,0
2024-05-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-30,木,2,6,4200,733,32560,1,3,6500,916,24475,0,0,0,0,0,0,0,0,0,0,0
2024-05-31,金,7,19,4168,550,98615,2,4,10375,2200,55330,0,0,0,0,0,0,0,0,0,0,0
2024-06-01,土,9,18,4733,722,108020,3,7,12785,3107,122375,0,0,0,0,0,0,0,0,0,0,0
2024-06-02,日,3,28,3077,1727,147995,2,5,9800,2910,69905,0,0,0,0,0,0,0,0,0,0,0
2024-06-03,月,3,9,5100,2177,72050,3,6,11666,1754,88580,0,0,0,0,0,0,0,0,0,0,0
2024-06-04,火,0,0,0,0,0,1,36,10909,2727,540000,0,0,0,0,0,0,0,0,0,0,0
2024-06-05,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-06,木,5,31,5370,167,188870,1,2,12000,6000,39600,0,0,0,0,0,0,0,0,0,0,0
2024-06-07,金,9,20,4700,452,113345,4,23,5707,1402,179875,0,0,0,0,0,0,0,0,0,0,0
2024-06-08,土,0,0,0,0,0,3,18,6070,2090,161580,0,0,0,0,34,338070,0,0,33000,0,0
2024-06-09,日,8,21,5157,842,138600,3,7,9928,1571,88550,0,0,0,0,0,0,0,0,0,0,0
2024-06-10,月,8,15,4860,1120,98670,3,8,12937,1562,127600,0,0,0,0,0,0,0,0,0,0,0
2024-06-11,火,4,18,8361,2061,206360,1,3,12000,1283,43835,0,0,0,0,0,0,0,0,0,0,0
2024-06-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-06-13,木,8,22,4972,431,130790,5,11,8909,2190,134310,0,0,0,0,0,0,0,0,0,0,0
2024-06-14,金,0,0,0,0,0,2,60,10386,4869,1006875,0,0,0,0,0,0,0,0,0,0,0
2024-06-15,土,5,14,4877,971,90080,8,24,9719,2545,323805,0,0,0,0,0,0,0,0,0,0,0
2024-06-16,日,1,25,4201,2007,170750,4,16,10150,2056,214830,0,0,0,0,0,0,0,0,0,0,0
2024-06-17,月,8,21,4561,540,117865,3,8,7687,225,69630,0,0,0,0,0,0,0,0,0,0,0
2024-06-18,火,6,27,4662,1741,190195,5,11,11272,2295,164175,0,0,0,0,0,0,0,0,0,0,0
2024-06-19,水,0,0,0,0,0,1,45,7351,2533,489290,0,0,0,0,0,0,0,0,0,0,0
2024-06-20,木,6,24,3945,806,125450,3,8,8162,1606,85965,0,5170,0,5170,0,0,0,0,0,0,0
2024-06-21,金,4,24,3735,926,123090,7,22,9363,3159,303050,0,0,0,0,0,0,0,0,0,0,0
2024-06-22,土,7,24,4600,747,141185,6,20,10137,2950,287925,0,0,0,0,0,0,0,0,0,0,0
2024-06-23,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,373750,0,0,0,0,0
2024-06-24,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,309000,0,0,0,0,0
2024-06-25,火,2,27,4478,1578,179895,5,10,12559,2787,168810,0,0,0,0,0,0,0,0,0,0,0
2024-06-26,水,0,0,0,0,0,2,13,6192,1363,108045,0,0,0,0,0,0,0,0,0,0,0
2024-06-27,木,1,18,3893,706,91080,1,28,5625,2142,239250,0,0,0,0,0,0,0,0,0,0,0
2024-06-28,金,5,23,3671,775,112500,2,33,8009,1218,334970,0,0,0,0,0,0,0,0,0,0,0
2024-06-29,土,8,19,5300,1313,138215,9,24,10770,2518,350845,0,0,0,0,0,0,0,0,0,0,0
2024-06-30,日,7,15,4993,506,90750,4,10,9200,1995,123145,0,0,0,0,0,0,0,0,0,0,0
2024-07-01,月,6,14,4142,417,70235,5,17,7486,2502,186790,0,0,0,0,0,0,0,0,0,0,0
2024-07-02,火,0,0,0,0,0,1,54,10000,2000,712800,0,0,0,0,0,0,0,0,0,0,0
2024-07-03,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-04,木,8,23,4614,913,139850,6,24,10956,891,312780,0,0,0,0,0,0,0,0,0,0,0
2024-07-05,金,2,25,4181,698,134200,6,12,10791,2120,170445,0,0,0,0,0,0,0,0,0,0,0
2024-07-06,土,3,36,4083,1597,224955,10,27,10231,2200,369215,0,0,0,0,0,0,0,0,0,0,0
2024-07-07,日,1,18,10414,2575,257200,5,10,11400,2904,157345,0,0,0,0,0,0,0,0,0,0,0
2024-07-08,月,6,27,4372,978,158920,4,10,9700,1865,127215,0,0,0,0,0,0,0,0,0,0,0
2024-07-09,火,5,33,4180,772,179795,3,7,8655,1911,81370,0,0,0,0,0,0,0,0,0,0,0
2024-07-10,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-11,木,6,20,4465,680,113190,3,6,9000,4961,92145,0,0,0,0,0,0,0,0,0,0,0
2024-07-12,金,4,29,4356,705,161480,2,17,13414,2750,302275,0,0,0,0,0,0,0,0,0,0,0
2024-07-13,土,8,19,4968,502,114345,10,32,9687,1699,400830,0,0,0,0,0,0,0,0,0,0,0
2024-07-14,日,10,29,5165,729,188035,11,38,9631,3111,532645,0,0,0,0,0,0,0,0,0,0,0
2024-07-15,月,10,29,5093,1086,197120,5,10,10600,1824,136665,0,0,0,0,0,0,0,0,0,0,0
2024-07-16,火,5,18,5466,688,121880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-17,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-18,木,4,33,4193,805,181445,5,16,8865,1571,183680,0,0,0,0,0,0,0,0,0,0,0
2024-07-19,金,5,33,4115,857,180510,4,11,7954,2346,124645,0,0,0,0,0,0,0,0,0,0,0
2024-07-20,土,8,32,5843,789,233475,6,18,10055,1416,227150,0,0,0,0,0,0,0,0,0,0,0
2024-07-21,日,6,17,6164,729,128920,5,13,10980,3506,207175,0,0,0,0,0,0,0,0,0,0,0
2024-07-22,月,5,17,4276,1220,102795,2,6,12083,2941,99165,0,0,0,0,0,0,0,0,0,0,0
2024-07-23,火,3,47,3439,863,222435,4,10,7900,1515,103565,0,0,0,0,0,0,0,0,0,0,0
2024-07-24,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07-25,木,3,6,3900,458,28765,2,4,10750,4037,65065,0,0,0,0,0,0,0,0,0,0,0
2024-07-26,金,7,17,4735,435,96690,3,39,6285,2804,389955,0,0,0,0,0,0,0,0,0,0,0
2024-07-27,土,7,22,5090,734,140945,3,9,12388,2577,148170,0,0,0,0,0,0,0,0,0,0,0
2024-07-28,日,5,32,3563,1465,177010,8,28,8660,2072,330595,0,0,0,0,0,0,0,0,0,0,0
2024-07-29,月,2,4,5000,750,25300,4,9,8166,1377,94490,0,0,0,0,0,0,0,0,0,0,0
2024-07-30,火,5,15,3740,560,70950,2,4,12000,1550,59620,0,0,0,0,0,0,0,0,0,0,0
2024-07-31,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-01,木,0,0,0,0,0,3,11,7227,1449,104985,0,0,0,0,0,0,0,0,0,0,0
2024-08-02,金,3,13,7868,2600,149705,2,4,11125,3075,62480,0,0,0,0,0,0,0,0,0,0,0
2024-08-03,土,4,11,3718,1127,58630,5,14,11762,1935,210960,0,0,0,0,0,0,0,0,0,0,0
2024-08-04,日,5,21,5100,1721,157575,2,6,7833,3500,74800,0,0,0,0,0,0,0,0,0,0,0
2024-08-05,月,2,10,4400,380,52580,6,22,10386,2181,304140,0,0,0,0,0,0,0,0,0,0,0
2024-08-06,火,4,7,4614,1121,44165,4,10,11300,1288,138475,0,0,0,0,0,0,0,0,0,0,0
2024-08-07,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-08-08,木,4,10,4580,565,56595,4,10,10550,2114,139305,0,0,0,0,0,0,0,0,0,0,0
2024-08-09,金,3,7,4357,828,39930,9,24,10437,2384,338505,0,0,0,0,0,0,0,0,0,0,0
2024-08-10,土,7,26,5515,755,179340,9,32,8579,7417,563100,0,0,0,0,0,0,0,0,0,0,0
