date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,l_room_fee,l_flower,d_room_fee,d_flower,event_count,event_food,event_drink,event_room_fee,event_flower,event_total,grand_total
2025-04-20,日,5,19,5842,615,134970,9,21,11509,3109,337700,0,0,0,0,0,0,0,0,0,0,0
2025-04-21,月,3,6,4900,350,34650,3,11,10409,6043,199080,0,0,0,0,0,0,0,0,0,0,0
2025-04-22,火,3,20,2450,0,53900,3,49,7410,1386,474140,0,0,0,0,0,0,0,0,0,0,0
2025-04-23,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-24,木,7,27,3179,681,114660,1,11,10909,4545,187000,0,0,0,0,0,0,0,0,0,0,0
2025-04-25,金,2,6,3500,0,23100,1,2,10500,1000,25300,0,0,0,0,0,0,0,0,0,0,0
2025-04-26,土,9,19,5647,783,134400,4,8,11625,1150,112420,0,0,0,0,0,0,0,0,0,0,0
2025-04-27,日,7,26,5957,894,195980,3,8,9375,1262,93610,0,0,0,0,0,0,0,0,0,0,0
2025-04-28,月,7,29,4602,621,166650,8,18,9916,3517,266000,0,0,0,0,0,0,0,0,0,0,0
2025-04-29,火,7,22,5222,800,145760,6,33,8121,2066,369800,0,0,0,0,0,0,0,0,0,0,0
2025-04-30,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-01,木,7,16,5487,1682,126200,4,9,11211,3111,141790,0,0,0,0,0,0,0,0,0,0,0
2025-05-02,金,3,6,6500,318,45000,4,12,9291,2450,154990,0,0,0,0,0,0,0,0,0,0,0
2025-05-03,土,0,0,0,0,0,10,26,8611,1665,293920,0,0,0,0,21,294570,0,0,0,0,0
2025-05-04,日,9,23,6347,1096,188340,5,18,9515,12134,428670,0,0,0,0,0,0,0,0,0,0,0
2025-05-05,月,9,29,5614,915,208330,7,24,9975,1470,302170,0,0,0,0,0,0,0,0,0,0,0
2025-05-06,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,285000,0,0,0,0,0
2025-05-07,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-08,木,7,17,6417,1082,140250,1,3,6363,2727,30000,0,0,0,0,0,0,0,0,0,0,0
2025-05-09,金,4,12,3066,791,50930,3,6,12833,2583,101750,0,0,0,0,0,0,0,0,0,0,0
2025-05-10,土,6,19,6763,965,161525,1,21,6857,1195,186010,0,0,0,0,0,0,0,0,0,0,0
2025-05-11,日,8,29,7541,1463,287265,5,11,11644,3899,188080,0,0,0,0,0,0,0,0,0,0,0
2025-05-12,月,9,22,4563,427,120780,2,4,12000,2075,61930,0,0,0,0,0,0,0,0,0,0,0
2025-05-13,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-14,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-15,木,5,12,5250,808,79970,1,29,6758,1058,249370,0,0,0,0,0,0,0,0,0,0,0
2025-05-16,金,6,15,5446,1700,117920,1,30,6666,493,236280,0,0,0,0,0,0,0,0,0,0,0
2025-05-17,土,1,2,4700,350,11110,1,26,6788,1511,237380,0,0,0,0,50,475000,0,0,0,0,0
2025-05-18,日,2,37,5420,1165,268050,6,15,9500,2006,189860,0,0,0,0,0,0,0,0,0,0,0
2025-05-19,月,1,3,3500,1133,15290,1,55,10565,2540,792900,0,0,0,0,0,0,0,0,0,0,0
2025-05-20,火,7,24,5704,741,170170,1,31,6741,474,246070,0,0,0,0,0,0,0,0,0,0,0
2025-05-21,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-05-22,木,4,15,4876,1308,102050,1,31,6741,538,248270,0,0,0,0,0,0,0,0,0,0,0
2025-05-23,金,5,10,4940,934,64620,4,15,9266,4526,227590,0,0,0,0,0,0,0,0,0,0,0
2025-05-24,土,2,7,4633,1357,46130,1,41,6546,2727,418250,0,0,0,0,0,0,0,0,0,0,0
2025-05-25,日,1,30,3381,1692,167450,1,31,6741,519,247610,0,0,0,0,0,0,0,0,0,0,0
2025-05-26,月,3,27,4362,1118,162800,0,0,0,0,0,0,0,0,2310,0,0,0,0,0,0,0
2025-05-27,火,1,49,3500,1954,294000,1,30,6750,850,250800,0,0,0,0,0,0,0,0,0,0,0
2025-05-28,水,0,0,0,0,0,1,29,6758,655,236500,0,0,0,0,0,0,0,0,0,0,0
2025-05-29,木,5,26,4635,603,149820,3,7,10071,4684,113620,0,0,0,0,0,0,0,0,0,0,0
2025-05-30,金,7,17,4823,1235,113300,3,5,9500,1440,60170,0,0,0,0,0,0,0,0,0,0,0
2025-05-31,土,1,31,3375,1841,177890,1,28,6542,2727,285500,0,0,0,0,0,0,0,0,0,0,0
2025-06-01,日,8,24,5750,950,176880,5,15,7333,1600,147400,0,0,0,0,0,0,0,0,0,0,0
2025-06-02,月,3,23,4615,1019,142560,1,2,10250,1800,26510,0,0,0,0,0,0,0,0,0,0,0
2025-06-03,火,2,53,3613,0,210650,2,13,10807,2476,189970,0,0,0,0,0,0,0,0,0,0,0
2025-06-04,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-05,木,9,26,7430,1076,243320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-06,金,1,73,3181,2272,438000,2,35,12462,4815,665210,0,0,0,0,0,0,0,0,0,0,0
2025-06-07,土,3,44,4104,2159,303170,1,2,8500,750,20350,0,0,0,0,0,0,0,0,330000,0,0
2025-06-08,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,92400,0,0,660000,0,0
2025-06-09,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,118800,0,0,550000,0,0
2025-06-10,火,1,5,8000,800,48400,4,8,12000,3237,134090,0,0,0,0,0,0,0,0,0,0,0
2025-06-11,水,0,0,0,0,0,1,26,16545,3000,559000,0,0,0,0,0,0,0,0,0,0,0
2025-06-12,木,1,42,3467,3782,334970,3,9,9066,5975,148920,0,0,0,0,0,0,0,0,0,0,0
2025-06-13,金,9,22,5027,1159,149710,2,4,8875,2475,49940,0,0,0,0,0,0,0,0,0,0,0
2025-06-14,土,11,23,4379,817,131490,5,11,8454,1889,125160,0,0,0,0,0,0,0,0,0,0,0
2025-06-15,日,7,16,5962,1462,130680,5,11,10409,2075,151060,0,0,0,0,0,0,0,0,0,0,0
2025-06-16,月,7,18,4166,1100,104280,2,4,11250,1700,56980,0,0,0,0,0,0,0,0,0,0,0
2025-06-17,火,1,33,3363,2960,229570,2,5,9300,2520,65010,0,0,0,0,0,0,0,0,0,0,0
2025-06-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-19,木,1,55,6903,1196,490050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-20,金,8,19,5173,910,127160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-21,土,1,44,3700,1718,262240,1,4,200000,45000,1078000,0,0,0,0,0,0,0,0,0,0,0
2025-06-22,日,8,24,4200,1091,139700,5,12,9708,1783,151690,0,0,0,0,0,0,0,0,0,0,0
2025-06-23,月,7,23,4882,191,128370,4,8,9943,1781,103180,0,0,0,0,0,0,0,0,0,0,0
2025-06-24,火,9,22,4509,750,127270,5,13,9251,1994,160820,0,0,0,0,0,0,0,0,0,0,0
2025-06-25,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-06-26,木,1,23,4446,727,130900,1,43,7785,3181,518750,0,0,0,0,0,0,0,0,0,0,0
2025-06-27,金,2,28,4563,1928,199940,1,31,7807,3181,374750,0,0,0,0,0,0,0,0,0,0,0
2025-06-28,土,7,15,6693,1713,138710,1,38,11040,2727,575500,0,0,0,2860,0,0,0,0,0,0,0
2025-06-29,日,9,23,5404,708,154660,7,24,11376,3243,385960,0,0,0,0,0,0,0,0,0,0,0
2025-06-30,月,3,34,3500,505,149820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-01,火,8,15,5026,513,91410,3,10,9250,2902,133680,0,0,0,0,0,0,0,0,0,0,0
2025-07-02,水,0,0,0,0,0,2,63,9996,2770,884750,0,0,0,0,0,0,0,0,0,0,0
2025-07-03,木,6,13,3515,392,55880,2,5,9880,2220,66550,0,0,0,0,0,0,0,0,0,0,0
2025-07-04,金,1,31,3765,87,131370,6,19,10002,4202,296880,0,0,0,0,0,0,0,0,0,0,0
2025-07-05,土,5,20,5870,790,146520,8,22,11318,2377,331430,0,0,0,0,0,0,0,0,0,0,0
2025-07-06,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,960500,0,0,0,0,0
2025-07-07,月,8,19,4510,805,111100,6,17,13941,6593,384000,0,0,0,0,0,0,0,0,0,0,0
2025-07-08,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-09,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-10,木,9,22,4909,800,138170,3,19,14415,4211,389300,0,0,0,0,0,0,0,0,0,0,0
2025-07-11,金,4,24,5007,937,156970,4,8,7437,2012,83160,0,0,0,0,0,0,0,0,0,0,0
2025-07-12,土,4,18,7216,483,152460,6,19,8942,2847,246400,0,0,0,0,0,0,0,0,0,0,0
2025-07-13,日,5,24,5140,1199,167370,8,15,9733,1240,181060,1126,0,0,11374,0,0,0,0,0,0,0
2025-07-14,月,6,34,3657,1405,189340,2,4,11750,4152,69970,0,0,0,0,0,0,0,0,0,0,0
2025-07-15,火,3,26,4350,2110,184770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-16,水,0,0,0,0,0,1,91,15164,4092,1927630,0,0,0,0,0,0,0,0,0,0,0
2025-07-17,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-18,金,7,19,5514,676,129380,4,11,12082,6395,223580,0,0,0,0,0,0,0,0,0,0,0
2025-07-19,土,7,21,5699,961,153870,8,23,10456,2404,325380,0,0,0,0,0,0,0,0,0,0,0
2025-07-20,日,1,46,4272,1499,292050,5,18,11371,1016,245280,0,0,0,0,0,0,0,0,0,0,0
2025-07-21,月,8,26,5000,615,160630,5,18,12388,2255,289960,0,0,0,0,0,0,0,0,0,0,0
2025-07-22,火,6,19,4569,966,115710,2,7,15200,3414,143330,0,0,0,0,0,0,0,0,0,0,0
2025-07-23,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-24,木,5,12,3890,366,56200,1,6,12250,7939,133250,0,0,0,0,0,0,0,0,0,0,0
2025-07-25,金,4,20,4652,632,116270,3,41,11498,2772,643630,0,0,0,0,0,0,0,0,0,0,0
2025-07-26,土,3,8,6147,363,57300,5,16,11545,4347,279710,0,0,0,0,0,0,0,0,0,0,0
2025-07-27,日,6,18,6061,933,138490,1,2,6500,1700,18040,0,0,0,0,0,0,0,0,0,0,0
2025-07-28,月,5,14,4057,950,77110,4,22,8402,2697,268640,0,0,0,0,0,0,0,0,0,0,0
2025-07-29,火,4,14,5221,457,87450,2,6,12000,2416,95150,0,0,0,0,0,0,0,0,0,0,0
2025-07-30,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-07-31,木,0,0,0,0,0,1,37,8058,2014,410000,0,0,0,0,0,0,0,0,0,0,0
2025-08-01,金,1,23,3181,1252,112190,1,91,10889,2727,1363000,0,0,0,0,0,0,0,0,0,0,0
2025-08-02,土,0,0,0,0,0,6,12,10500,1891,163570,0,0,0,0,0,0,0,0,0,0,0
2025-08-03,日,4,9,6100,2066,80850,6,21,10690,2166,297000,0,0,0,0,0,0,0,0,0,0,0
2025-08-04,月,6,27,3617,1337,147170,4,10,8500,3693,134130,0,0,0,0,0,0,0,0,0,0,0
2025-08-05,火,5,11,5354,845,75020,5,10,10850,3040,152790,0,0,0,0,0,0,0,0,0,0,0
2025-08-06,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-07,木,6,21,4242,738,115060,3,13,11076,5169,232320,0,0,0,0,0,0,0,0,0,0,0
2025-08-08,金,5,13,4407,292,67210,7,15,11400,3026,238040,0,0,0,0,0,0,0,0,0,0,0
2025-08-09,土,7,21,7160,1329,196100,6,14,9321,1292,163460,0,0,0,0,0,0,0,0,0,0,0
2025-08-10,日,4,15,6038,1630,126540,1,42,6542,4338,502690,0,0,0,0,0,0,0,0,0,0,0
2025-08-11,月,9,26,5124,1065,177010,8,24,11981,3306,403590,0,0,0,0,0,0,0,0,0,0,0
2025-08-12,火,4,19,4531,1413,124250,6,22,10722,1940,306460,0,0,0,0,0,0,0,0,0,0,0
2025-08-13,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-14,木,6,23,5822,1216,178100,5,19,8789,1468,214390,0,0,0,0,0,0,0,0,0,0,0
2025-08-15,金,5,11,4389,1492,71170,8,21,10214,2519,294140,0,0,0,0,0,0,0,0,0,0,0
2025-08-16,土,6,13,5153,1340,92870,9,23,11333,1226,317770,0,0,0,0,0,0,0,0,0,0,0
2025-08-17,日,5,12,4753,1153,77960,5,21,9928,3017,299060,0,0,0,0,0,0,0,0,0,0,0
2025-08-18,月,5,22,3838,1315,124730,4,13,12076,1653,196340,0,0,0,0,0,0,0,0,0,0,0
2025-08-19,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-20,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-21,木,5,24,4519,1471,158160,3,6,11250,1016,80960,0,0,0,0,0,0,0,0,0,0,0
2025-08-22,金,6,15,4420,346,78650,1,33,13636,2727,594000,0,0,0,0,0,0,0,0,0,0,0
2025-08-23,土,9,24,5975,1058,185680,9,24,11676,2445,372830,0,6930,1770,6930,0,0,0,0,0,0,0
2025-08-24,日,4,14,6642,692,112970,5,16,10631,2622,233270,0,0,0,0,0,0,0,0,0,0,0
2025-08-25,月,7,21,3985,790,110330,3,12,9000,908,130790,0,0,0,0,0,0,0,0,0,0,0
2025-08-26,火,5,16,4925,1206,107910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-27,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-28,木,7,14,4700,628,82060,5,23,9891,2774,320440,0,0,0,0,0,0,0,0,0,0,0
2025-08-29,金,2,43,5725,1293,332000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-08-30,土,6,18,6116,1644,153670,8,19,10327,2429,266620,0,0,0,0,0,0,0,0,0,0,0
2025-08-31,日,6,19,6705,1068,162470,2,9,11333,2179,133780,0,0,0,0,0,0,0,0,0,0,0
2025-09-01,月,8,19,3926,755,97860,3,11,12000,1836,167420,210,0,0,1540,0,0,0,0,0,0,0
2025-09-02,火,6,15,4198,760,81830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-03,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-04,木,6,18,4611,1005,111210,1,2,15000,2900,39380,0,0,0,0,0,0,0,0,0,0,0
2025-09-05,金,6,14,4614,385,77000,4,9,11888,4555,162800,0,0,0,0,0,0,0,0,0,0,0
2025-09-06,土,3,9,5100,600,56430,0,0,0,0,0,0,0,0,0,13,249250,0,0,0,0,0
2025-09-07,日,9,22,5336,931,151690,7,18,11416,2583,277200,0,0,0,0,0,0,0,0,0,0,0
2025-09-08,月,7,16,4212,950,90860,1,2,12000,700,27940,0,0,0,0,0,0,0,0,0,0,0
2025-09-09,火,1,43,3729,65,179480,3,12,11121,7207,241940,0,0,0,0,0,0,0,0,0,0,0
2025-09-10,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-11,木,1,8,3931,1346,46450,2,49,6637,2653,500750,0,0,0,0,0,0,0,0,0,0,0
2025-09-12,金,1,23,3810,108,99150,4,22,9805,2408,295580,0,0,0,0,0,0,0,0,0,0,0
2025-09-13,土,2,60,5430,2668,534530,9,21,10090,2540,291770,0,0,0,0,0,0,0,0,0,0,0
2025-09-14,日,1,51,6563,1644,460450,7,19,11105,4044,316630,0,0,0,0,0,0,0,0,0,0,0
2025-09-15,月,5,16,5937,2250,144100,6,15,12400,3033,254650,0,0,0,0,0,0,0,0,0,0,0
2025-09-16,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-17,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-18,木,1,25,4432,1987,176550,4,8,9250,4818,123800,0,0,0,0,0,0,0,0,0,0,0
2025-09-19,金,2,37,3783,1086,198210,1,3,10500,4533,49610,0,0,0,0,0,0,0,0,0,0,0
2025-09-20,土,3,26,4976,1519,185790,5,11,11979,2172,171240,0,0,0,0,0,0,0,0,0,0,0
2025-09-21,日,6,27,5592,1148,200200,3,6,11416,1733,86790,0,0,0,0,0,0,0,0,0,0,0
2025-09-22,月,5,10,4909,870,63580,4,22,10033,2494,303170,0,0,0,0,0,0,0,0,0,0,0
2025-09-23,火,9,20,5970,995,153230,6,23,9391,2489,300590,0,0,0,0,0,0,0,0,0,0,0
2025-09-24,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-25,木,5,15,4881,1110,98880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-26,金,5,23,3950,1458,136840,9,18,10426,1466,235490,0,0,0,0,0,0,0,0,0,0,0
2025-09-27,土,5,27,4300,692,148280,9,18,11333,2650,276870,0,0,0,0,0,0,0,0,0,0,0
2025-09-28,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,435070,0,0,0,0,0
2025-09-29,月,7,17,5247,935,115620,4,10,8618,2180,118780,0,0,0,0,0,0,0,0,0,0,0
2025-09-30,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-01,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-02,木,8,16,4250,600,85360,8,21,13008,6211,443980,0,0,0,0,0,0,0,0,0,0,0
2025-10-03,金,4,8,4250,312,40150,2,23,7865,3252,281300,0,0,0,0,0,0,0,0,0,0,0
2025-10-04,土,7,16,5244,731,105170,7,17,10941,2541,252120,0,0,0,0,0,0,0,0,0,0,0
2025-10-05,日,4,21,6595,1519,187440,2,29,6820,3271,321940,0,0,0,0,0,0,0,0,0,0,0
2025-10-06,月,4,11,3936,1381,64350,2,4,8500,2600,48840,0,0,0,0,0,0,0,0,0,0,0
2025-10-07,火,4,8,3800,112,34430,3,16,7335,2986,181660,0,0,0,0,0,0,0,0,0,0,0
2025-10-08,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-09,木,6,14,5131,600,88260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-10,金,5,26,4658,1666,180890,5,11,9909,1609,139370,0,0,0,0,0,0,0,0,0,0,0
2025-10-11,土,1,47,5073,1647,347450,8,21,10500,2576,302060,0,0,0,0,0,0,0,0,0,0,0
2025-10-12,日,2,6,6500,900,48840,0,0,0,0,0,0,0,0,0,52,431200,0,0,0,0,0
2025-10-13,月,2,25,4653,1516,169670,5,13,10923,1530,178090,0,0,0,0,0,0,0,0,0,0,0
2025-10-14,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-16,木,1,39,3284,1114,188700,6,25,9630,1832,315230,0,0,0,0,0,0,0,0,0,0,0
2025-10-17,金,5,15,3686,600,70730,6,16,11071,3779,261370,0,0,0,0,0,0,0,0,0,0,0
2025-10-18,土,4,9,5900,2022,78430,6,12,12750,2691,203830,0,0,0,0,0,0,0,0,0,0,0
2025-10-19,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,576500,0,0,0,0,0
2025-10-20,月,3,8,3725,750,39380,7,18,10255,2993,262330,0,3740,1260,3740,0,0,0,0,0,0,0
2025-10-21,火,6,16,4443,831,92840,2,4,11125,2750,61050,0,0,0,0,0,0,0,0,0,0,0
2025-10-22,水,0,0,0,0,0,1,32,6363,2727,320000,0,0,0,0,0,0,0,0,0,0,0
2025-10-23,木,3,26,5038,92,146740,3,6,11500,1104,83190,0,0,0,0,0,0,0,0,0,0,0
2025-10-24,金,1,36,3181,1095,169370,1,2,6500,700,15840,0,0,0,0,0,0,0,0,0,0,0
2025-10-25,土,4,10,5240,1190,70730,8,20,11350,3338,323150,0,0,0,0,0,0,0,0,0,0,0
2025-10-26,日,6,19,6088,1368,155870,5,23,12456,2675,382840,0,0,0,0,0,0,0,0,0,0,0
2025-10-27,月,5,12,3900,591,59290,3,6,9666,2083,77550,0,0,0,0,0,0,0,0,0,0,0
2025-10-28,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-29,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-30,木,4,8,4511,1788,55440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-31,金,7,17,4629,1069,106570,1,9,15000,3181,180000,0,0,0,0,0,0,0,0,0,0,0
2025-11-01,土,1,3,4700,933,18590,8,16,9125,1193,181610,0,0,0,0,0,0,0,0,0,0,0
2025-11-02,日,0,0,0,0,0,7,18,8666,2216,215490,0,0,0,0,0,0,0,0,0,0,0
2025-11-03,月,7,20,5745,1405,157300,6,14,9071,1692,165770,0,0,0,0,0,0,0,0,0,0,0
2025-11-04,火,3,6,4800,1133,39160,2,7,7928,2971,83930,0,0,0,0,0,0,0,0,0,0,0
2025-11-05,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-06,木,2,38,4039,792,201960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-07,金,5,15,5740,693,106150,3,12,8708,10146,248880,0,0,0,0,0,0,0,0,0,0,0
2025-11-08,土,5,14,5564,935,100100,1,64,8234,2333,744000,0,0,0,0,0,0,0,0,0,0,0
2025-11-09,日,5,18,5805,1431,143300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10,月,8,20,4905,770,124850,2,4,15000,7181,97600,0,0,0,0,0,0,0,0,0,0,0
2025-11-11,火,0,0,0,0,0,1,86,11471,2727,1343250,0,0,0,0,0,0,0,0,0,0,0
2025-11-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-13,木,1,27,3181,1394,135910,2,4,9375,2600,52690,0,0,0,0,0,0,0,0,0,0,0
2025-11-14,金,2,40,3231,1309,199800,4,12,7440,1782,121752,0,13530,3248,13530,0,0,0,0,0,0,0
2025-11-15,土,2,4,5575,1575,31460,1,66,8797,2409,813600,0,0,0,0,0,0,0,0,0,0,0
2025-11-16,日,4,9,5833,1544,73040,3,6,9583,2883,82280,0,0,0,0,0,0,0,0,0,0,0
2025-11-17,月,1,23,3181,1035,106690,1,9,6363,2727,90000,0,0,0,0,0,0,0,0,0,0,0
2025-11-18,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-19,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-20,木,6,15,6000,813,112420,3,3,49833,5924,184000,0,0,0,0,0,0,0,0,0,0,0
2025-11-21,金,2,22,5264,826,147400,2,9,13555,5500,188650,0,0,0,0,0,0,0,0,0,0,0
2025-11-22,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,309000,0,0,0,0,0
2025-11-23,日,9,27,5925,1044,207020,10,22,10636,2918,328020,0,0,0,0,0,0,0,0,0,0,0
2025-11-24,月,6,13,5669,1430,101530,2,7,9714,1014,82610,0,0,0,0,0,0,0,0,0,0,0
2025-11-25,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-27,木,4,8,4550,762,46750,4,8,9085,2537,102280,0,0,0,0,0,0,0,0,0,0,0
2025-11-28,金,4,31,3002,898,133040,1,4,8500,3500,52800,0,0,0,0,0,0,0,0,0,0,0
2025-11-29,土,5,15,5553,1860,122320,1,62,8500,2409,744000,0,0,0,550,0,0,0,0,0,0,0
2025-11-30,日,3,4,5475,4400,43450,3,6,10833,3000,91300,0,0,0,0,0,0,0,0,0,0,0
2025-12-01,月,1,33,12363,1840,515592,1,2,15000,1300,35860,0,0,0,0,0,0,0,0,0,0,0
2025-12-02,火,7,20,3750,735,98670,2,4,11420,1525,56958,0,3102,0,3102,0,0,0,0,0,0,0
2025-12-03,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-04,木,3,6,3900,1200,33660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-05,金,6,11,5300,1290,79750,1,2,8500,1000,20900,0,0,0,0,0,0,0,0,0,0,0
2025-12-06,土,4,8,4425,1312,50490,0,0,0,0,0,0,0,0,0,34,610070,0,0,0,0,0
2025-12-07,日,10,39,2972,1388,187060,3,6,9416,2933,81510,0,0,0,0,0,0,0,0,0,0,0
2025-12-08,月,4,9,4566,388,49060,1,2,10250,1900,26730,0,0,0,0,0,0,0,0,0,0,0
2025-12-09,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-10,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-11,木,2,4,5000,1875,30250,1,17,16636,2727,362100,0,0,0,0,0,0,0,0,0,0,0
2025-12-12,金,2,12,4613,1095,75360,10,23,11282,2134,339460,0,0,0,0,0,0,0,0,0,0,0
2025-12-13,土,4,15,5660,520,101970,7,16,10631,12182,401530,0,0,0,0,0,0,0,0,0,0,0
2025-12-14,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,672750,0,0,0,0,0
2025-12-15,月,0,0,0,0,0,2,4,9175,2250,50270,0,0,0,0,0,0,0,0,0,0,0
2025-12-16,火,4,10,4700,1140,64240,7,17,9823,3094,241560,0,0,0,0,0,0,0,0,0,0,0
2025-12-17,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18,木,5,11,4972,490,66110,1,36,9482,2830,487600,0,0,0,0,0,0,0,0,0,0,0
2025-12-19,金,2,14,4045,1582,86670,4,8,14250,2212,144870,0,0,0,0,0,0,0,0,0,0,0
2025-12-20,土,12,25,6343,1120,205260,12,24,15000,2487,461670,0,0,0,0,0,0,0,0,0,0,0
2025-12-21,日,10,20,6500,1930,185460,13,25,15148,2156,475860,0,0,0,0,0,0,0,0,0,0,0
2025-12-22,月,4,9,6500,1044,74690,5,10,14700,1640,179740,0,6600,0,6600,0,0,0,0,0,0,0
2025-12-23,火,7,14,6500,2314,135740,14,24,15000,2529,462770,0,0,0,0,0,0,0,0,0,0,0
2025-12-24,水,12,26,6642,1473,232100,12,28,15264,2679,552670,0,0,0,0,0,0,0,0,0,0,0
2025-12-25,木,14,35,6451,1522,307010,14,35,15000,2334,667360,0,0,0,0,0,0,0,0,0,0,0
2025-12-26,金,6,14,7672,2172,151602,4,26,14715,2892,503570,0,0,0,4488,0,0,0,0,0,0,0
