date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_count,to_food,to_drink,to_total,to_avg,bq_count,bq_food,bq_drink,bq_total,bq_avg,bg_count,bg_food,bg_drink,bg_tent,bg_goods,bg_total,bg_avg,room_fee,ticket,grand_total
2025-09-02,火,21,0,0,84000,0,9,0,0,99580,0,0,0,0,0,0,22,0,0,114840,0,128,0,0,0,0,509150,0,0,0,0
2025-09-03,水,24,0,0,110470,0,20,0,0,266710,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,906210,0,0,0,0
2025-09-04,木,13,0,0,74660,0,44,0,0,529500,0,0,0,0,0,0,61,0,0,332488,0,257,0,0,0,0,1256810,0,0,0,0
2025-09-05,金,32,0,0,156160,0,16,0,0,181320,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,1537580,0,0,0,0
2025-09-06,土,28,0,0,121970,0,26,0,0,300020,0,3,0,0,8250,0,0,0,0,0,0,448,0,0,0,0,2104580,0,0,0,0
2025-09-07,日,25,0,0,127440,0,22,0,0,375400,0,3,0,0,11550,0,0,0,0,0,0,343,0,0,0,0,1466430,0,0,0,0
2025-09-08,月,28,0,0,108120,0,19,0,0,229520,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,1001890,0,0,0,0
2025-09-09,火,16,0,0,76790,0,4,0,0,43670,0,4,0,0,13310,0,23,0,0,120060,0,647,0,0,0,0,1220820,0,0,0,0
2025-09-10,水,32,0,0,128760,0,14,0,0,179180,0,2,0,0,5500,0,32,0,0,167040,0,174,0,0,0,0,860490,0,0,0,0
2025-09-11,木,29,0,0,119660,0,24,0,0,360000,0,5,0,0,13750,0,0,0,0,0,0,226,0,0,0,0,1246140,0,0,0,0
2025-09-12,金,11,0,0,34770,0,19,0,0,228670,0,4,0,0,11000,0,75,0,0,391500,0,226,0,0,0,0,1116550,0,0,0,0
2025-09-13,土,20,0,0,106490,0,20,0,0,192200,0,0,0,0,0,0,84,0,0,438480,0,210,0,0,0,0,1068600,0,0,0,0
2025-09-14,日,33,0,0,216360,0,28,0,0,326080,0,4,0,0,11000,0,0,0,0,0,0,267,0,0,0,0,1144600,0,0,0,0
2025-09-15,月,28,0,0,214380,0,22,0,0,288620,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,641020,0,0,0,0
2025-09-16,火,21,0,0,97130,0,22,0,0,346460,0,4,0,0,11000,0,13,0,0,67860,0,0,0,0,0,0,0,0,0,0,0
2025-09-17,水,31,0,0,148090,0,22,0,0,255180,0,0,0,0,0,0,31,0,0,161820,0,0,0,0,0,0,0,0,0,0,0
2025-09-18,木,18,0,0,63090,0,11,0,0,130000,0,2,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-19,金,22,0,0,110870,0,12,0,0,99460,0,3,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-09-20,土,34,0,0,168620,0,23,0,0,280830,0,2,0,0,5500,0,0,0,0,0,0,99,0,0,0,0,130500,0,0,0,0
2025-09-21,日,33,0,0,134690,0,24,0,0,287200,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,82650,0,0,0,0
2025-09-22,月,28,0,0,144700,0,19,0,0,305290,0,0,0,0,0,0,42,0,0,230985,0,38,0,0,0,0,54400,0,0,0,0
2025-09-23,火,23,0,0,106880,0,22,0,0,254760,0,2,0,0,5500,0,0,0,0,0,0,76,0,0,0,0,110900,0,0,0,0
2025-09-24,水,32,0,0,141530,0,2,0,0,14630,0,4,0,0,11000,0,0,0,0,0,0,44,0,0,0,0,63000,0,0,0,0
2025-09-25,木,23,0,0,124050,0,20,0,0,258840,0,2,0,0,5500,0,7,0,0,6090,0,22,0,0,0,0,26800,0,0,0,0
2025-09-26,金,17,0,0,72890,0,6,0,0,60680,0,3,0,0,8250,0,0,0,0,0,0,45,0,0,0,0,100400,0,0,0,0
2025-09-27,土,29,0,0,156450,0,15,0,0,175150,0,2,0,0,8300,0,64,0,0,334080,0,76,0,0,0,0,136300,0,0,0,0
2025-09-28,日,37,0,0,217470,0,27,0,0,357150,0,6,0,0,16500,0,0,0,0,0,0,76,0,0,0,0,94050,0,0,0,0
2025-09-29,月,15,0,0,70520,0,9,0,0,78950,0,4,0,0,11000,0,0,0,0,0,0,30,0,0,0,0,48450,0,0,0,0
2025-09-30,火,13,0,0,69960,0,22,0,0,356670,0,2,0,0,5500,0,0,0,0,0,0,30,0,0,0,0,46500,0,0,0,0
2025-10-01,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-01,水,21,0,0,84480,0,10,0,0,113200,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,40150,0,0,0,0
2025-10-02,木,32,0,0,144140,0,28,0,0,358000,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,63800,0,0,0,0
2025-10-03,金,28,0,0,106760,0,39,0,0,536060,0,0,0,0,0,0,56,0,0,292320,0,59,0,0,0,0,88800,0,0,0,0
2025-10-04,土,37,0,0,131790,0,27,0,0,316650,0,0,0,0,0,0,62,0,0,323640,0,72,0,0,0,0,111150,0,0,0,0
2025-10-05,日,36,0,0,172740,0,43,0,0,526650,0,2,0,0,5500,0,0,0,0,0,0,65,0,0,0,0,133550,0,0,0,0
2025-10-06,月,18,0,0,88350,0,34,0,0,417820,0,1,0,0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-07,火,22,0,0,89610,0,29,0,0,266390,0,2,0,0,5500,0,35,0,0,182700,0,0,0,0,0,0,0,0,0,0,0
2025-10-08,水,29,0,0,172560,0,27,0,0,298310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-09,木,19,0,0,87240,0,21,0,0,247670,0,9,0,0,4950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-10,金,29,0,0,152910,0,31,0,0,299950,0,0,0,0,0,0,25,0,0,163995,0,0,0,0,0,0,0,0,0,0,0
2025-10-11,土,34,0,0,168920,0,26,0,0,238100,0,2,0,0,5500,0,80,0,0,313200,0,0,0,0,0,0,0,0,0,0,0
2025-10-12,日,34,0,0,245050,0,29,0,0,354980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-13,月,34,0,0,190280,0,21,0,0,272100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-14,火,25,0,0,92480,0,16,0,0,242350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-15,水,25,0,0,103630,0,13,0,0,235610,0,2,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-16,木,32,0,0,142860,0,14,0,0,149660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-17,金,36,0,0,159470,0,9,0,0,112650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-18,土,38,0,0,196600,0,29,0,0,357930,0,2,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-19,日,39,0,0,211720,0,36,0,0,382430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-20,月,21,0,0,103130,0,16,0,0,205880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-21,火,25,0,0,140670,0,22,0,0,246140,0,2,0,0,5500,0,33,0,0,129195,0,0,0,0,0,0,0,0,0,0,0
2025-10-22,水,24,0,0,122550,0,29,0,0,508820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-23,木,22,0,0,92410,0,28,0,0,294310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-24,金,6,0,0,24870,0,50,0,0,500000,0,0,0,0,0,0,89,0,0,549840,0,0,0,0,0,0,0,0,0,0,0
2025-10-25,土,27,0,0,157780,0,38,0,0,386570,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-26,日,33,0,0,196880,0,27,0,0,319440,0,4,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-27,月,27,0,0,149040,0,28,0,0,351840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-28,火,23,0,0,99350,0,33,0,0,303610,0,0,0,0,0,0,18,0,0,93960,0,0,0,0,0,0,0,0,0,0,0
2025-10-29,水,31,0,0,144560,0,24,0,0,271300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-10-30,木,20,0,0,100460,0,8,0,0,84060,0,1,0,0,2750,0,15,0,0,78300,0,0,0,0,0,0,0,0,0,0,0
2025-10-31,金,31,0,0,161390,0,31,0,0,360870,0,2,0,0,5500,0,25,0,0,174000,0,0,0,0,0,0,0,0,0,0,0
2025-11-01,土,26,0,0,164220,0,37,0,0,383060,0,3,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-02,日,36,0,0,182370,0,33,0,0,350680,0,3,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-03,月,35,0,0,190000,0,30,0,0,298990,0,1,0,0,2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-04,火,30,0,0,148810,0,31,0,0,298860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-05,水,25,0,0,128230,0,27,0,0,272240,0,2,0,0,5500,0,26,0,0,112856,0,0,0,0,0,0,0,0,0,0,0
2025-11-06,木,25,0,0,124520,0,13,0,0,169390,0,4,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-07,金,29,0,0,132020,0,30,0,0,324610,0,0,0,0,0,0,18,0,0,93960,0,0,0,0,0,0,0,0,0,0,0
2025-11-08,土,34,0,0,202990,0,38,0,0,346970,0,4,0,0,11000,0,18,0,0,93960,0,0,0,0,0,0,0,0,0,0,0
2025-11-09,日,36,0,0,232540,0,31,0,0,319940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10,月,31,0,0,149040,0,23,0,0,212290,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-11,火,25,0,0,132910,0,32,0,0,344410,0,0,0,0,0,0,21,0,0,54810,0,0,0,0,0,0,0,0,0,0,0
2025-11-12,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-13,木,28,0,0,157650,0,30,0,0,350860,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-14,金,31,0,0,145180,0,36,0,0,317810,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-15,土,41,0,0,208630,0,27,0,0,390000,0,2,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-16,日,39,0,0,213120,0,20,0,0,253260,0,3,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-17,月,27,0,0,125280,0,13,0,0,147810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-18,火,29,0,0,119300,0,13,0,0,119060,0,0,0,0,0,0,19,0,0,132240,0,0,0,0,0,0,0,0,0,0,0
2025-11-19,水,31,0,0,150710,0,17,0,0,271760,0,2,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-20,木,18,0,0,94390,0,23,0,0,244781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-21,金,19,0,0,88230,0,33,0,0,403560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-22,土,33,0,0,175260,0,30,0,0,410060,0,2,0,0,5500,0,22,0,0,114840,0,0,0,0,0,0,0,0,0,0,0
2025-11-23,日,29,0,0,144540,0,32,0,0,388300,0,2,0,0,5500,0,14,0,0,73080,0,0,0,0,0,0,0,0,0,0,0
2025-11-24,月,35,0,0,187380,0,25,0,0,291040,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-25,火,33,0,0,137670,0,21,0,0,282740,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26,水,32,0,0,212800,0,20,0,0,232150,0,0,0,0,0,0,55,0,0,287100,0,0,0,0,0,0,0,0,0,0,0
2025-11-27,木,21,0,0,102190,0,23,0,0,310650,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-28,金,33,0,0,152910,0,28,0,0,290790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-29,土,32,0,0,196160,0,28,0,0,351540,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-30,日,28,0,0,137540,0,24,0,0,310020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-01,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-01,月,25,0,0,102340,0,17,0,0,185990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-02,火,37,0,0,156440,0,14,0,0,186000,0,0,0,0,0,0,23,0,0,120060,0,0,0,0,0,0,0,0,0,0,0
2025-12-03,水,34,0,0,171940,0,19,0,0,215390,0,2,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-04,木,24,0,0,104680,0,40,0,0,520000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-05,金,27,0,0,133080,0,29,0,0,330800,0,2,0,0,5500,0,55,0,0,287100,0,0,0,0,0,0,0,0,0,0,0
2025-12-06,土,33,0,0,212650,0,37,0,0,432190,0,2,0,0,5500,0,28,0,0,146160,0,0,0,0,0,0,0,0,0,0,0
2025-12-07,日,29,0,0,148690,0,29,0,0,330950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-08,月,31,0,0,157210,0,19,0,0,259580,0,0,0,0,0,0,20,0,0,139200,0,0,0,0,0,0,0,0,0,0,0
2025-12-09,火,28,0,0,108460,0,46,0,0,670000,0,1,0,0,2750,0,42,0,0,219240,0,0,0,0,0,0,0,0,0,0,0
2025-12-10,水,28,0,0,125650,0,25,0,0,240430,0,1,0,0,2750,0,90,0,0,457098,0,0,0,0,0,0,0,0,0,0,0
2025-12-11,木,33,0,0,165230,0,25,0,0,278370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-12,金,25,0,0,145910,0,46,0,0,546000,0,2,0,0,5500,0,77,0,0,355830,0,0,0,0,0,0,0,0,0,0,0
2025-12-13,土,42,0,0,178430,0,35,0,0,422550,0,2,0,0,5500,0,21,0,0,109620,0,0,0,0,0,0,0,0,0,0,0
2025-12-14,日,31,0,0,175680,0,42,0,0,569870,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-15,月,36,0,0,209560,0,28,0,0,349070,0,4,0,0,11000,0,21,0,0,109620,0,0,0,0,0,0,0,0,0,0,0
2025-12-16,火,32,0,0,138250,0,53,0,0,636000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-17,水,31,0,0,155170,0,32,0,0,361040,0,4,0,0,11000,0,82,0,0,428040,0,0,0,0,0,0,0,0,0,0,0
2025-12-18,木,31,0,0,135750,0,29,0,0,344100,0,3,0,0,8250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19,金,32,0,0,139810,0,35,0,0,416430,0,0,0,0,0,0,71,0,0,370620,0,0,0,0,0,0,0,0,0,0,0
2025-12-20,土,32,0,0,192000,0,39,0,0,789350,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-21,日,35,0,0,203500,0,30,0,0,620340,0,5,0,0,13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-22,月,31,0,0,150780,0,28,0,0,592380,0,4,0,0,14300,0,79,0,0,518224,0,0,0,0,0,0,0,0,0,0,0
2025-12-23,火,29,0,0,170280,0,26,0,0,542190,0,2,0,0,5500,0,29,0,0,151380,0,0,0,0,0,0,0,0,0,0,0
2025-12-24,水,37,0,0,198000,0,36,0,0,711950,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-25,木,42,0,0,231650,0,34,0,0,684190,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-26,金,37,0,0,176440,0,31,0,0,428210,0,4,0,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-27,土,32,0,0,181740,0,30,0,0,458940,0,6,0,0,21450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-28,日,34,0,0,218040,0,28,0,0,393460,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-29,月,41,0,0,241530,0,36,0,0,399560,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-30,火,40,0,0,232250,0,35,0,0,431840,0,6,0,0,16500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-31,水,35,0,0,209180,0,39,0,0,450240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-01,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-02,金,41,0,0,191060,0,37,0,0,442070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-03,土,44,0,0,186580,0,36,0,0,391920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-04,日,44,0,0,192030,0,21,0,0,215960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-05,月,27,0,0,141460,0,2,0,0,22400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-06,火,21,0,0,97240,0,6,0,0,67020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-07,水,33,0,0,149940,0,11,0,0,122350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-08,木,22,0,0,104070,0,14,0,0,144000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-09,金,37,0,0,196770,0,11,0,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-10,土,17,0,0,63850,0,26,0,0,345770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-11,日,17,0,0,98020,0,31,0,0,355330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-12,月,26,0,0,133190,0,18,0,0,207510,0,3,0,0,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-13,火,15,0,0,50930,0,7,0,0,87270,0,0,0,0,0,0,53,0,0,187920,0,0,0,0,0,0,0,0,0,0,0
2026-01-14,水,19,0,0,92830,0,9,0,0,90590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-15,木,27,0,0,134740,0,40,0,0,391600,0,0,0,0,0,0,63,0,0,403680,0,0,0,0,0,0,0,0,0,0,0
2026-01-16,金,13,0,0,58950,0,25,0,0,412500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-17,土,30,0,0,146520,0,23,0,0,292440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-18,日,27,0,0,125990,0,23,0,0,220860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-19,月,32,0,0,152940,0,4,0,0,58960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-20,火,25,0,0,104060,0,24,0,0,264350,0,4,0,0,3690,0,63,0,0,328860,0,0,0,0,0,0,0,0,0,0,0
2026-01-21,水,25,0,0,103460,0,18,0,0,251860,0,0,0,0,0,0,14,0,0,73080,0,0,0,0,0,0,0,0,0,0,0
2026-01-22,木,26,0,0,107480,0,2,0,0,33000,0,1,0,0,2080,0,30,0,0,208800,0,0,0,0,0,0,0,0,0,0,0
2026-01-23,金,27,0,0,107970,0,33,0,0,333090,0,2,0,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-24,土,37,0,0,230270,0,29,0,0,342370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-25,日,40,0,0,248540,0,17,0,0,187570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-26,月,21,0,0,98080,0,27,0,0,349410,0,0,0,0,0,0,20,0,0,113100,0,0,0,0,0,0,0,0,0,0,0
2026-01-27,火,23,0,0,118880,0,16,0,0,212280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-01-28,水,24,0,0,105710,0,10,0,0,108270,0,2,0,0,1360,0,17,0,0,86200,0,0,0,0,0,0,0,0,0,0,0
2026-01-29,木,20,0,0,100800,0,14,0,0,130800,0,0,0,0,0,0,21,0,0,109620,0,0,0,0,0,0,0,0,0,0,0
2026-01-30,金,31,0,0,136840,0,15,0,0,185340,0,0,0,0,0,0,64,0,0,361920,0,0,0,0,0,0,0,0,0,0,0
2026-01-31,土,37,0,0,169730,0,22,0,0,243300,0,0,0,0,0,0,80,0,0,417600,0,0,0,0,0,0,0,0,0,0,0
2026-02-01,日,35,0,0,187510,0,29,0,0,354760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-02,月,26,0,0,126580,0,12,0,0,131560,0,0,0,0,0,0,16,0,0,111360,0,0,0,0,0,0,0,0,0,0,0
2026-02-03,火,30,0,0,145770,0,24,0,0,210700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-04,水,36,0,0,164960,0,31,0,0,394950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-05,木,30,0,0,138880,0,31,0,0,430750,0,0,0,0,0,0,21,0,0,10059,0,0,0,0,0,0,0,0,0,0,0
2026-02-06,金,27,0,0,150260,0,34,0,0,406260,0,0,0,0,0,0,11,0,0,5269,0,0,0,0,0,0,0,0,0,0,0
2026-02-07,土,32,0,0,186250,0,31,0,0,419780,0,0,0,0,0,0,6,0,0,2874,0,0,0,0,0,0,0,0,0,0,0
2026-02-08,日,37,0,0,251780,0,37,0,0,486780,0,0,0,0,0,0,6,0,0,2874,0,0,0,0,0,0,0,0,0,0,0
2026-02-09,月,36,0,0,215010,0,30,0,0,399500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-10,火,25,0,0,141920,0,33,0,0,393850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-11,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-12,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-13,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-14,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-15,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-16,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-17,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-18,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-19,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-20,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-21,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-22,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-23,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-24,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-25,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-26,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-27,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-02-28,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
