store,date,l_count,l_sales,l_avg,d_count,d_sales,d_avg,to_count,to_sales,bq_count,bq_sales,bg_count,bg_sales,at_count,at_sales,ryb_count,ryb_sales,event_count,event_sales,total_count,total_sales
Ce,2025-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-02,106,88850,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,88850
Ce,2025-02-03,131,100000,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,100000
Ce,2025-02-04,83,68680,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,68680
Ce,2025-02-05,88,63700,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,63700
Ce,2025-02-06,131,92170,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,92170
Ce,2025-02-07,97,69970,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,69970
Ce,2025-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-10,121,96110,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,96110
Ce,2025-02-11,75,53960,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,53960
Ce,2025-02-12,91,70560,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,70560
Ce,2025-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-17,73,58920,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,58920
Ce,2025-02-18,19,11400,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11400
Ce,2025-02-19,26,20850,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20850
Ce,2025-02-20,51,35050,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35050
Ce,2025-02-21,53,35200,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,35200
Ce,2025-02-22,72,52800,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,52800
Ce,2025-02-23,102,87390,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,87390
Ce,2025-02-24,85,77520,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,77520
Ce,2025-02-25,58,56350,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,56350
Ce,2025-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-02-27,54,34700,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,34700
Ce,2025-02-28,58,47680,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,47680
Ce,2025-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-03-03,58,36550,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,36550
Ce,2025-03-04,39,24900,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,24900
Ce,2025-03-05,51,32020,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,32020
Ce,2025-03-06,55,36800,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,36800
Ce,2025-03-07,41,25500,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,25500
Ce,2025-03-08,66,49900,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,49900
Ce,2025-03-09,70,43070,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,43070
Ce,2025-03-10,65,50470,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,50470
Ce,2025-03-11,54,36470,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36470
Ce,2025-03-12,66,41970,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,41970
Ce,2025-03-13,78,57390,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,57390
Ce,2025-03-14,26,19550,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,19550
Ce,2025-03-15,26,22600,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22600
Ce,2025-03-16,83,62100,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,62100
Ce,2025-03-17,25,15100,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15100
Ce,2025-03-18,33,25220,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,25220
Ce,2025-03-19,42,26430,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26430
Ce,2025-03-20,72,48660,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,48660
Ce,2025-03-21,66,57640,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,57640
Ce,2025-03-22,66,45770,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,45770
Ce,2025-03-23,38,34790,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34790
Ce,2025-03-24,63,46770,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,46770
Ce,2025-03-25,59,49950,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,49950
Ce,2025-03-26,63,38270,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,38270
Ce,2025-03-27,37,29670,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29670
Ce,2025-03-28,66,60720,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,60720
Ce,2025-03-29,116,95220,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,95220
Ce,2025-03-30,65,48620,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,48620
Ce,2025-03-31,106,78840,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,78840
Ce,2025-04-01,82,60500,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,60500
Ce,2025-04-02,93,73220,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,73220
Ce,2025-04-03,59,47940,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,47940
Ce,2025-04-04,79,56240,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,56240
Ce,2025-04-05,109,85700,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,85700
Ce,2025-04-06,66,52100,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,52100
Ce,2025-04-07,47,31650,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,31650
Ce,2025-04-08,33,20740,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20740
Ce,2025-04-09,34,27950,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,27950
Ce,2025-04-10,43,29350,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,29350
Ce,2025-04-11,81,62590,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,62590
Ce,2025-04-12,150,100720,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,100720
Ce,2025-04-13,37,22650,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22650
Ce,2025-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-04-26,67,51650,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,51650
Ce,2025-04-27,83,61590,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,61590
Ce,2025-04-28,69,47400,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,47400
Ce,2025-04-29,11,7600,691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7600
Ce,2025-04-30,65,58020,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,58020
Ce,2025-05-01,76,49550,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,49550
Ce,2025-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ce,2025-05-03,114,84990,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,84990
Ce,2025-05-04,103,92070,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,92070
Ce,2025-05-05,216,167190,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,167190
Ce,2025-05-06,100,73790,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,73790
Ce,2025-05-07,31,20890,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20890
Ce,2025-05-08,43,26750,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26750
Ce,2025-05-09,118,73600,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,73600
Ce,2025-05-10,55,39350,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39350
Ce,2025-05-11,85,60350,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,60350
Ce,2025-05-12,156,114020,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,114020
Ce,2025-05-13,69,55350,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,55350
Ce,2025-05-14,105,86140,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86140
Ce,2025-05-15,65,48220,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,48220
Ce,2025-05-16,173,124620,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,124620
Ce,2025-05-17,155,112850,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,112850
Ce,2025-05-18,158,124170,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,124170
Ce,2025-05-19,104,72610,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,72610
Ce,2025-05-20,45,29250,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,29250
Ce,2025-05-21,108,84420,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,84420
Ce,2025-05-22,112,76320,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,76320
Ce,2025-05-23,110,87970,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,87970
Ce,2025-05-24,209,160880,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,160880
Ce,2025-05-25,25,24500,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24500
Ce,2025-05-26,75,59820,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,59820
Ce,2025-05-27,74,50450,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,50450
Ce,2025-05-28,87,56420,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,56420
Ce,2025-05-29,117,93670,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,93670
Ce,2025-05-30,151,127480,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,127480
Ce,2025-05-31,156,125840,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,125840
Ce,2025-06-01,170,132560,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,132560
Ce,2025-06-02,53,41850,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,41850
Ce,2025-06-03,80,62020,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,62020
Ce,2025-06-04,91,69490,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,69490
Ce,2025-06-05,115,87820,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,87820
Ce,2025-06-06,136,107850,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,107850
Ce,2025-06-07,123,113100,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,113100
Ce,2025-06-08,138,112520,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,112520
Ce,2025-06-09,126,100850,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,100850
Ce,2025-06-10,132,105660,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,105660
Ce,2025-06-11,85,69510,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,69510
Ce,2025-06-12,109,86500,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,86500
Ce,2025-06-13,183,144050,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,144050
Ce,2025-06-14,188,150070,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,150070
Ce,2025-06-15,148,124360,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,124360
Ce,2025-06-16,78,73740,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,73740
Ce,2025-06-17,147,112950,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,112950
Ce,2025-06-18,157,133290,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,133290
Ce,2025-06-19,121,94450,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,94450
Ce,2025-06-20,108,81010,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,81010
Ce,2025-06-21,111,105720,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,105720
Ce,2025-06-22,115,94650,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,94650
Ce,2025-06-23,95,77920,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,77920
Ce,2025-06-24,106,94220,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94220
Ce,2025-06-25,163,119940,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,119940
Ce,2025-06-26,118,90660,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,90660
Ce,2025-06-27,52,35220,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,35220
Ce,2025-06-28,133,117790,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,117790
Ce,2025-06-29,123,110250,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,110250
Ce,2025-06-30,32,28700,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28700
Ce,2025-07-01,78,64020,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,64020
Ce,2025-07-02,118,96610,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,96610
Ce,2025-07-03,113,88440,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,88440
Ce,2025-07-04,139,99470,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,99470
Ce,2025-07-05,162,158040,976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,158040
Ce,2025-07-06,182,151970,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,151970
Ce,2025-07-07,164,123290,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,123290
Ce,2025-07-08,102,94560,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,94560
Ce,2025-07-09,123,104240,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,104240
Ce,2025-07-10,87,89100,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,89100
Ce,2025-07-11,115,99250,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,99250
Ce,2025-07-12,186,158290,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,158290
Ce,2025-07-13,165,154660,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,154660
Ce,2025-07-14,128,89510,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,89510
Ce,2025-07-15,60,50420,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,50420
Ce,2025-07-16,97,76550,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,76550
Ce,2025-07-17,89,77370,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,77370
Ce,2025-07-18,79,69300,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,69300
Ce,2025-07-19,106,86660,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,86660
Ce,2025-07-20,131,118740,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,118740
Ce,2025-07-21,159,144910,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,144910
Ce,2025-07-22,152,124870,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,124870
Ce,2025-07-23,114,113860,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,113860
Ce,2025-07-24,139,111830,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,111830
Ce,2025-07-25,101,85910,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,85910
Ce,2025-07-26,125,91310,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,91310
Ce,2025-07-27,138,115490,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,115490
Ce,2025-07-28,83,71690,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,71690
Ce,2025-07-29,111,90390,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,90390
Ce,2025-07-30,150,136520,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,136520
Ce,2025-07-31,83,65970,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,65970
Ce,2025-08-01,122,95610,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,95610
Ce,2025-08-02,35,26490,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26490
Ce,2025-08-03,73,53850,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,53850
Ce,2025-08-04,122,111450,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,111450
Ce,2025-08-05,119,124800,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,124800
Ce,2025-08-06,119,108160,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,108160
Ce,2025-08-07,70,54620,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,54620
Ce,2025-08-08,40,33450,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33450
Ce,2025-08-09,135,129760,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,129760
Ce,2025-08-10,181,162830,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,162830
Ce,2025-08-11,221,199000,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,199000
Ce,2025-08-12,175,157740,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,157740
Ce,2025-08-13,218,210230,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,210230
Ce,2025-08-14,176,163810,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,163810
Ce,2025-08-15,179,164810,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,164810
Ce,2025-08-16,170,158910,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,158910
Ce,2025-08-17,74,65100,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,65100
Ce,2025-08-18,161,144270,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,144270
Ce,2025-08-19,96,88100,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,88100
Ce,2025-08-20,165,145980,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,145980
Ce,2025-08-21,92,83210,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,83210
Ce,2025-08-22,125,110100,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,110100
Ce,2025-08-23,112,101220,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,101220
Ce,2025-08-24,168,141330,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,141330
Ce,2025-08-25,99,79100,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,79100
Ce,2025-08-26,58,52450,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,52450
Ce,2025-08-27,90,90150,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90150
Ce,2025-08-28,86,69570,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,69570
Ce,2025-08-29,75,66890,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66890
Ce,2025-08-30,68,48740,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,48740
Ce,2025-08-31,106,89040,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,89040
Ce,2025-09-01,76,58370,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,58370
Ce,2025-09-02,28,21300,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21300
Ce,2025-09-03,126,116140,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,116140
Ce,2025-09-04,166,110670,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,110670
Ce,2025-09-05,122,76560,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,76560
Ce,2025-09-06,159,121990,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,121990
Ce,2025-09-07,167,81250,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,81250
Ce,2025-09-08,122,91120,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,91120
Ce,2025-09-09,102,74840,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,74840
Ce,2025-09-10,138,102170,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,102170
Ce,2025-09-11,94,74350,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,74350
Ce,2025-09-12,157,121560,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,121560
Ce,2025-09-13,43,31910,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,31910
Ce,2025-09-14,162,135540,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,135540
Ce,2025-09-15,156,125620,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,125620
Ce,2025-09-16,73,52050,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,52050
Ce,2025-09-17,120,80450,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,80450
Ce,2025-09-18,104,85340,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,85340
Ce,2025-09-19,94,66845,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,66845
Ce,2025-09-20,78,72745,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,72745
Ce,2025-09-21,85,65400,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,65400
Ce,2025-09-22,152,103720,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,103720
Ce,2025-09-23,155,117800,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,117800
Ce,2025-09-24,93,73570,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,73570
Ce,2025-09-25,21,13300,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13300
Ce,2025-09-26,91,71590,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,71590
Ce,2025-09-27,166,148070,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,148070
Ce,2025-09-28,136,110850,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,110850
Ce,2025-09-29,74,55220,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,55220
Ce,2025-09-30,56,49200,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,49200
Ce,2025-10-01,53,41850,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,41850
Ce,2025-10-02,102,66080,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,66080
Ce,2025-10-03,84,64730,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64730
Ce,2025-10-04,136,115850,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,115850
Ce,2025-10-05,161,141580,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,141580
Ce,2025-10-06,12,8550,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8550
Ce,2025-10-07,69,49950,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,49950
Ce,2025-10-08,149,119970,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,119970
Ce,2025-10-09,51,37150,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,37150
Ce,2025-10-10,105,70050,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70050
Ce,2025-10-11,68,48950,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,48950
Ce,2025-10-12,105,81820,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,81820
Ce,2025-10-13,147,127880,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,127880
Ce,2025-10-14,57,38320,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38320
Ce,2025-10-15,109,78050,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,78050
Ce,2025-10-16,82,50910,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,50910
Ce,2025-10-17,76,51050,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,51050
Ce,2025-10-18,80,52800,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,52800
Ce,2025-10-19,88,78870,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,78870
Ce,2025-10-20,47,40600,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,40600
