date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_total,rest_total,seat_fee,lock_fee,flower,curry,grand_total
2024-05-29,水,0,0,0,0,0,33,266290,31570,297860,9026,13510,297860,17050,0,0,0,328420
2024-05-30,木,0,0,0,0,0,26,300300,30350,330650,12717,55770,330650,0,0,0,0,386420
2024-05-31,金,0,0,0,0,0,28,260040,60720,320760,11455,79900,320760,23100,2420,0,0,426180
2024-06-01,土,33,97680,31150,128830,3903,37,384870,60970,445840,12049,218500,574670,23100,5500,0,0,821770
2024-06-02,日,20,75790,16110,91900,4595,29,273020,41770,314790,10854,262160,406690,33550,0,0,0,702400
2024-06-03,月,0,0,0,0,0,41,451907,86860,538767,13140,54880,538767,22000,1650,0,0,617297
2024-06-04,火,0,0,0,0,0,27,244200,44310,288510,10685,30010,288510,5500,1560,0,0,325580
2024-06-05,水,0,0,0,0,0,29,273240,28580,301820,10407,8400,301820,11000,1650,0,0,322870
2024-06-06,木,0,0,0,0,0,36,304260,45690,349950,9720,20920,349950,23100,1560,0,0,395530
2024-06-07,金,0,0,0,0,0,38,440440,209000,649440,17090,138770,649440,0,0,0,0,788210
2024-06-08,土,27,93390,17500,110890,4107,42,369600,138600,508200,12100,151130,619090,6600,0,0,0,776820
2024-06-09,日,22,61512,11640,73152,3325,45,378400,82520,460920,10242,32630,534072,8800,1650,0,0,577152
2024-06-10,月,0,0,0,0,0,41,335060,50620,385680,9406,83010,385680,23650,82650,0,0,574990
2024-06-11,火,0,0,0,0,0,34,246400,30460,276860,8142,66320,276860,11550,0,0,0,354730
2024-06-12,水,32,51410,6200,57610,1800,43,475630,77500,553130,12863,87310,610740,19800,1650,3300,0,722800
2024-06-13,木,0,0,0,0,0,42,381260,60890,442150,10527,51080,442150,31350,0,0,0,524580
2024-06-14,金,0,0,0,0,0,36,345710,51100,396810,11022,66990,396810,17600,0,0,0,481400
2024-06-15,土,40,176660,46830,223490,5587,42,340780,63030,403810,9614,163720,627300,36850,0,0,0,827870
2024-06-16,日,27,100210,19260,119470,4424,39,389290,75110,464400,11907,22750,583870,28050,0,0,0,634670
2024-06-17,月,0,0,0,0,0,33,321640,47480,369120,11185,78780,369120,23100,0,0,0,471000
2024-06-18,火,0,0,0,0,0,39,371580,57720,429300,11007,54430,429300,23100,1210,0,0,508040
2024-06-19,水,0,0,0,0,0,46,472560,77780,550340,11963,115570,550340,23100,0,0,0,689010
2024-06-20,木,0,0,0,0,0,38,384670,101150,485820,12784,64040,485820,24750,0,0,0,574610
2024-06-21,金,0,0,0,0,0,44,445720,71900,517620,11764,73950,517620,19800,1650,0,0,613020
2024-06-22,土,28,105864,35760,141624,5058,37,369160,50530,419690,11342,82310,561314,14850,1560,0,0,660034
2024-06-23,日,34,108130,8880,117010,3441,37,372020,46440,418460,11309,94520,535470,8800,0,0,0,638790
2024-06-24,月,36,183000,56050,239050,6640,39,441650,74700,516350,13239,59670,755400,19250,118000,0,0,952320
2024-06-25,火,0,0,0,0,0,36,330220,48850,379070,10529,39410,379070,9900,0,0,0,428380
2024-06-26,水,0,0,0,0,0,41,343310,55030,398340,9715,86170,398340,18150,0,0,0,502660
2024-06-27,木,0,0,0,0,0,30,259380,47590,306970,10232,63840,306970,19800,0,0,0,390610
2024-06-28,金,0,0,0,0,0,38,293700,51210,344910,9076,100390,344910,20900,0,0,0,466200
2024-06-29,土,26,97790,8080,105870,4071,39,310860,60100,370960,9511,115700,476830,32450,1650,3300,0,629930
2024-06-30,日,31,97900,11450,109350,3527,36,355930,51290,407220,11311,132540,516570,26950,27000,0,0,703060
2024-07-01,月,0,0,0,0,0,34,292270,53940,346210,10182,8780,346210,20900,3300,0,0,379190
2024-07-02,火,0,0,0,0,0,40,354970,52840,407810,10195,93160,407810,17600,0,0,0,518570
2024-07-03,水,0,0,0,0,0,36,359260,53170,412430,11456,86190,412430,19800,0,0,0,518420
2024-07-04,木,0,0,0,0,0,43,339460,64670,404130,9398,44860,404130,28600,0,0,0,477590
2024-07-05,金,0,0,0,0,0,49,523820,132330,656150,13390,55860,656150,16500,0,0,0,728510
2024-07-06,土,37,139150,8400,147550,3987,44,369490,79040,448530,10193,63650,596080,13200,0,0,0,672930
2024-07-07,日,33,128700,24970,153670,4656,43,400840,69590,470430,10940,88240,624100,34100,1650,0,0,748090
2024-07-08,月,0,0,0,0,0,35,363000,48350,411350,11752,26370,411350,6600,2420,0,0,446740
2024-07-09,火,0,0,0,0,0,36,360360,57040,417400,11594,46600,417400,17600,1210,0,0,482810
2024-07-10,水,0,0,0,0,0,40,394790,59810,454600,11365,94070,454600,24750,1560,0,0,574980
2024-07-11,木,0,0,0,0,0,40,362430,82890,445320,11133,91890,445320,20350,0,0,0,557560
2024-07-12,金,0,0,0,0,0,37,342980,49370,392350,10604,36980,392350,8800,0,0,0,438130
2024-07-13,土,32,127930,16580,144510,4515,39,352220,66200,418420,10728,163020,562930,16500,0,0,0,742450
2024-07-14,日,33,139150,13580,152730,4628,41,385550,45110,430660,10503,174870,583390,38500,0,0,0,796760
2024-07-15,月,39,127490,20580,148070,3796,37,394570,65330,459900,12429,167420,607970,32450,0,0,0,807840
2024-07-16,火,0,0,0,0,0,41,326040,53580,379620,9259,82800,379620,16500,0,0,0,478920
2024-07-17,水,0,0,0,0,0,38,342760,50000,392760,10335,76120,392760,11000,0,0,0,479880
2024-07-18,木,0,0,0,0,0,41,388740,68310,457050,11147,76530,457050,24750,0,0,0,558330
2024-07-19,金,0,0,0,0,0,35,365200,42350,407550,11644,2330,407550,7700,0,0,0,417580
2024-07-20,土,29,93434,23000,116434,4014,36,356820,49670,406490,11291,149080,522924,18150,0,0,0,690154
2024-07-21,日,37,117920,13690,131610,3557,39,352880,62010,414890,10638,120900,546500,26950,1650,0,0,696000
2024-07-22,月,0,0,0,0,0,43,461890,75740,537630,12503,107670,537630,13200,0,0,0,658500
2024-07-23,火,0,0,0,0,0,37,391710,48510,440220,11897,48090,440220,20900,1650,0,0,510860
2024-07-24,水,0,0,0,0,0,38,370920,81460,452380,11904,15930,452380,20900,0,0,0,489210
2024-07-25,木,0,0,0,0,0,39,394900,69060,463960,11896,84290,463960,17600,0,0,0,565850
2024-07-26,金,0,0,0,0,0,37,357170,72760,429930,11619,67030,429930,20350,2860,0,0,520170
2024-07-27,土,33,110814,31610,142424,4315,42,398180,55040,453220,10790,89650,595644,27500,1210,0,0,714004
2024-07-28,日,11,34870,4600,39470,3588,37,332640,65980,398620,10773,94820,438090,28050,0,0,0,560960
2024-07-29,月,0,0,0,0,0,38,350240,50310,400550,10540,17370,400550,6600,0,0,0,424520
2024-07-30,火,0,0,0,0,0,39,342430,42190,384620,9862,116660,384620,12100,0,0,0,513380
2024-07-31,水,0,0,0,0,0,43,403810,80350,484160,11259,132060,484160,20900,75000,0,0,712120
2024-08-01,木,0,0,0,0,0,36,324720,53680,378400,10511,66710,378400,19250,0,0,0,464360
2024-08-02,金,0,0,0,0,0,43,382800,70810,453610,10549,61380,453610,25300,0,0,0,540290
2024-08-03,土,34,97724,16710,114434,3365,41,354970,55500,410470,10011,98580,524904,20900,0,0,0,644384
2024-08-04,日,35,129140,31360,160500,4585,39,413490,79760,493250,12647,108920,653750,11550,0,0,0,774220
2024-08-05,月,0,0,0,0,0,40,323510,47760,371270,9281,69600,371270,18150,1210,0,0,460230
2024-08-06,火,0,0,0,0,0,42,359480,46510,405990,9666,118530,405990,21450,0,0,0,545970
2024-08-07,水,0,0,0,0,0,37,356380,47500,403880,10915,111550,403880,24750,0,0,0,540180
2024-08-08,木,0,0,0,0,0,39,328110,50270,378380,9702,61990,378380,20350,2420,0,0,463140
2024-08-09,金,0,0,0,0,0,39,355410,53600,409010,10487,55430,409010,23100,0,0,0,487540
2024-08-10,土,22,168520,54400,222920,10132,41,422950,96990,519940,12681,101160,742860,12650,4950,0,0,861620
2024-08-11,日,34,153360,27780,181140,5327,39,341750,64030,405780,10404,158130,586920,27500,1650,0,0,774200
2024-08-12,月,37,136840,17450,154290,4170,42,316580,50240,366820,8733,179700,521110,26950,0,0,0,727760
2024-08-13,火,0,0,0,0,0,34,333520,61660,395180,11622,0,395180,4400,0,0,0,399580
2024-08-14,水,0,0,0,0,0,40,348150,46690,394840,9871,60730,394840,8800,1560,0,0,465930
2024-08-15,木,0,0,0,0,0,40,323270,52600,375870,9396,126580,375870,6600,0,0,0,509050
2024-08-16,金,0,0,0,0,0,40,362890,77960,440850,11021,154650,440850,18150,0,0,0,613650
2024-08-17,土,30,113520,23620,137140,4571,36,312840,49580,362420,10067,66110,499560,19800,1210,0,0,586680
2024-08-18,日,36,134200,26160,160360,4454,38,330110,62550,392660,10333,186730,553020,29150,0,0,0,768900
2024-08-19,月,0,0,0,0,0,37,304370,61310,365680,9883,118260,365680,23650,0,0,0,507590
2024-08-20,火,0,0,0,0,0,40,364960,65180,430140,10753,72200,430140,17600,1650,0,0,521590
2024-08-21,水,0,0,0,0,0,37,332970,41410,374380,10118,114440,374380,19250,3120,0,0,511190
2024-08-22,木,0,0,0,0,0,41,422290,81610,503900,12290,47310,503900,6600,0,0,0,557810
2024-08-23,金,0,0,0,0,0,38,392700,72340,465040,12237,46180,465040,19250,0,0,0,530470
2024-08-24,土,33,105402,23280,128682,3899,38,379720,67740,447460,11775,119990,576142,22550,0,0,0,718682
2024-08-25,日,22,56804,12570,69374,3153,41,344630,44950,389580,9501,140510,458954,25300,2650,0,0,627414
2024-08-26,月,0,0,0,0,0,42,355410,72860,428270,10196,79460,428270,23100,1560,0,0,532390
2024-08-27,火,0,0,0,0,0,35,297770,46350,344120,9832,0,344120,20900,0,0,0,365020
2024-08-28,水,0,0,0,0,0,39,301950,62360,364310,9341,97870,364310,17600,1210,0,0,480990
2024-08-29,木,0,0,0,0,0,33,372570,68800,441370,13374,62390,441370,25300,0,0,0,529060
2024-08-30,金,0,0,0,0,0,38,392350,69220,461570,12146,16520,461570,6600,0,0,0,484690
2024-08-31,土,2,9900,1470,11370,5685,38,351560,75880,427440,11248,57250,438810,19800,150210,0,0,666070
2024-09-01,日,36,123794,17120,140914,3914,37,328000,56240,384240,10384,169950,525154,35200,1650,5500,0,737454
2024-09-02,月,0,0,0,0,0,39,374880,108940,483820,12405,57710,483820,13350,1650,23100,0,579630
2024-09-03,火,0,0,0,0,0,41,381040,59150,440190,10736,108130,440190,30250,1650,0,0,580220
2024-09-04,水,0,0,0,0,0,39,378070,85350,463420,11882,84840,463420,22550,0,0,0,570810
2024-09-05,木,0,0,0,0,0,37,334290,58760,393050,10622,45920,393050,23100,0,0,0,462070
2024-09-06,金,0,0,0,0,0,48,433620,71970,505590,10533,48080,505590,21450,1650,0,0,576770
2024-09-07,土,27,92004,17380,109384,4051,39,350680,43230,393910,10100,109920,503294,30250,1210,0,0,644674
2024-09-08,日,33,126280,13700,139980,4241,42,355850,55550,411400,9795,157940,551380,35200,0,0,0,744520
2024-09-09,月,0,0,0,0,0,42,382320,88000,470320,11198,75430,470320,7700,0,0,0,553450
2024-09-10,火,0,0,0,0,0,33,330770,50380,381150,11550,8590,381150,14300,1650,0,0,405690
2024-09-11,水,0,0,0,0,0,35,308440,66670,375110,10717,63790,375110,18700,1650,3300,0,462550
2024-09-12,木,0,0,0,0,0,40,385550,60060,445610,11140,62980,445610,23100,0,0,0,531690
2024-09-13,金,0,0,0,0,0,42,388830,65370,454200,10814,42580,454200,22000,1210,0,0,519990
2024-09-14,土,33,127930,5710,133640,4049,38,404360,66090,470450,12380,124390,604090,37400,0,0,0,765880
2024-09-15,日,37,142450,23290,165740,4479,40,372900,59570,432470,10811,61230,598210,26400,0,0,0,685840
2024-09-16,月,30,86900,12310,99210,3307,37,316470,56670,373140,10084,160960,472350,31900,0,0,0,665210
2024-09-17,火,0,0,0,0,0,38,339680,108090,447770,11783,55330,447770,6600,0,0,0,509700
2024-09-18,水,0,0,0,0,0,36,329670,76580,406250,11284,99080,406250,20350,1650,0,0,527330
2024-09-19,木,0,0,0,0,0,38,350680,65760,416440,10958,65780,416440,23650,1210,0,0,507080
2024-09-20,金,0,0,0,0,0,39,323620,69970,393590,10092,5380,393590,23100,0,0,0,422070
2024-09-21,土,17,65120,12670,77790,4575,40,383680,60820,444500,11112,93430,522290,34100,0,0,0,649820
2024-09-22,日,27,102982,20000,122982,4554,40,356400,68000,424400,10610,96440,547382,33000,0,0,0,676822
2024-09-23,月,24,106260,17860,124120,5171,38,373450,59840,433290,11402,170710,557410,26950,1650,0,0,756720
2024-09-24,火,0,0,0,0,0,37,295680,44040,339720,9181,84750,339720,29700,0,0,0,454170
2024-09-25,水,0,0,0,0,0,34,332750,51380,384130,11297,61400,384130,25850,0,0,0,471380
2024-09-26,木,0,0,0,0,0,37,301730,34600,336330,9090,43760,336330,21450,1560,0,0,403100
2024-09-27,金,0,0,0,0,0,38,317680,46710,364390,9589,58800,364390,28600,0,0,0,451790
2024-09-28,土,20,82148,4840,86988,4349,37,348480,34780,383260,10358,48210,470248,19800,0,0,0,538258
2024-09-29,日,29,111210,16870,128080,4416,36,307340,40770,348110,9669,177850,476190,24200,0,0,0,678240
2024-09-30,月,0,0,0,0,0,35,301290,56990,358280,10236,57200,358280,20900,126000,0,0,562380
2024-10-01,火,0,0,0,0,0,37,285450,69040,354490,9580,69740,354490,19400,3300,3300,0,450230
2024-10-02,水,0,0,0,0,0,40,276980,76910,353890,8847,28370,353890,7700,1650,3300,0,394910
2024-10-03,木,0,0,0,0,0,38,334510,60250,394760,10388,40360,394760,26400,0,0,0,461520
2024-10-04,金,0,0,0,0,0,34,313500,86370,399870,11760,15310,399870,4400,0,0,0,419580
2024-10-05,土,32,112320,22820,135140,4223,36,350660,51280,401940,11165,161970,537080,29150,0,0,0,728200
2024-10-06,日,28,85680,13310,98990,3535,41,322410,69690,392100,9563,108170,491090,38500,2770,0,0,640530
2024-10-07,月,0,0,0,0,0,42,419320,91170,510490,12154,25610,510490,24750,1210,0,0,562060
2024-10-08,火,0,0,0,0,0,43,420640,49400,470040,10931,43860,470040,23100,0,0,0,537000
2024-10-09,水,0,0,0,0,0,45,384230,66150,450380,10008,56370,450380,28600,0,0,0,535350
2024-10-10,木,0,0,0,0,0,44,369600,45300,414900,9429,63630,414900,23650,0,0,0,502180
2024-10-11,金,0,0,0,0,0,42,361230,78710,439940,10474,65270,439940,24200,0,0,0,529410
2024-10-12,土,36,147840,27300,175140,4865,30,377850,99000,476850,15895,148300,651990,13200,0,0,0,813490
2024-10-13,日,34,123860,13930,137790,4052,39,378840,64800,443640,11375,198440,581430,36300,0,0,0,816170
2024-10-14,月,35,133980,19580,153560,4387,41,384560,76350,460910,11241,214230,614470,31350,2860,0,0,862910
2024-10-15,火,0,0,0,0,0,36,329010,76070,405080,11252,84880,405080,22000,1560,0,0,513520
2024-10-16,水,0,0,0,0,0,40,430430,82700,513130,12828,85800,513130,19800,0,0,0,618730
2024-10-17,木,0,0,0,0,0,40,384010,67050,451060,11276,85190,451060,20500,1650,0,0,558400
2024-10-18,金,0,0,0,0,0,36,359150,64560,423710,11769,31550,423710,22000,0,0,0,477260
2024-10-19,土,10,46640,5580,52220,5222,28,255750,44540,300290,10724,1600,352510,31900,1650,0,0,387660
2024-10-20,日,25,120340,26060,146400,5856,34,306130,58390,364520,10721,140350,510920,25850,4950,0,0,682070
2024-10-21,月,0,0,0,0,0,39,381350,48230,429580,11014,85770,429580,22150,1650,0,0,539150
2024-10-22,火,0,0,0,0,0,44,344190,74360,418550,9512,88310,418550,24750,0,0,0,531610
2024-10-23,水,0,0,0,0,0,53,475640,37100,512740,9674,0,512740,0,0,0,0,512740
2024-10-24,木,0,0,0,0,0,31,375100,44550,419650,13537,77820,419650,0,0,0,0,497470
2024-10-25,金,0,0,0,0,0,36,303600,66270,369870,10274,90100,369870,23100,1560,0,0,484630
2024-10-26,土,31,129690,38620,168310,5429,39,336930,71340,408270,10468,190690,576580,26950,20000,0,0,814220
2024-10-27,日,35,135080,18950,154030,4400,41,410190,86820,497010,12122,165640,651040,31900,4070,0,0,852650
2024-10-28,月,0,0,0,0,0,36,342760,58440,401200,11144,29020,401200,16500,0,0,0,446720
2024-10-29,火,0,0,0,0,0,42,390500,59100,449600,10704,110960,449600,25850,24000,0,0,610410
2024-10-30,水,0,0,0,0,0,32,283690,43330,327020,10219,82010,327020,20900,95000,0,0,524930
2024-10-31,木,0,0,0,0,0,37,374440,55960,430400,11632,74050,430400,23650,51560,0,0,579660
2024-11-01,金,0,0,0,0,0,39,391270,88020,479290,12289,32080,479290,24750,0,0,0,536120
2024-11-02,土,27,96580,19410,115990,4295,39,433930,53150,487080,12489,88750,603070,30800,1210,0,0,723830
2024-11-03,日,32,127600,9470,137070,4283,40,367950,59540,427490,10687,108980,564560,34100,0,0,0,707640
2024-11-04,月,15,49060,2890,51950,3463,37,371910,48040,419950,11350,36900,471900,24750,1650,0,0,535200
2024-11-05,火,0,0,0,0,0,39,340230,68320,408550,10475,86030,408550,22150,1650,0,0,518380
2024-11-06,水,0,0,0,0,0,27,261690,35980,297670,11024,48780,297670,6600,1650,0,0,354700
2024-11-07,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-08,金,0,0,0,0,0,37,343200,55880,399080,10785,62100,399080,25850,0,0,0,487030
2024-11-09,土,28,104720,12610,117330,4190,40,348040,70450,418490,10462,78090,535820,34100,0,0,0,648010
2024-11-10,日,20,53482,3650,57132,2856,37,330220,64980,395200,10681,93480,452332,26400,0,0,0,572212
2024-11-11,月,0,0,0,0,0,36,380270,66750,447020,12417,37120,447020,24750,0,0,0,508890
2024-11-12,火,0,0,0,0,0,28,264330,96270,360600,12878,36670,360600,8800,0,0,0,406070
2024-11-13,水,0,0,0,0,0,38,374770,66030,440800,11600,61120,440800,26950,0,0,0,528870
2024-11-14,木,0,0,0,0,0,33,309320,39230,348550,10562,67250,348550,20900,1560,0,0,438260
2024-11-15,金,0,0,0,0,0,32,340870,65520,406390,12699,63280,406390,20900,0,0,0,490570
2024-11-16,土,27,82632,21770,104402,3866,33,329890,54320,384210,11642,59730,488612,30250,0,0,0,578592
2024-11-17,日,15,62480,11200,73680,4912,35,395890,68750,464640,13275,19630,538320,24750,0,0,0,582700
2024-11-18,月,0,0,0,0,0,27,253990,45160,299150,11079,51410,299150,14850,2420,0,0,367830
2024-11-19,火,0,0,0,0,0,39,403040,45420,448460,11498,32810,448460,29700,1560,0,0,512530
2024-11-20,水,0,0,0,0,0,29,238370,42840,281210,9696,94300,281210,26400,0,0,0,401910
2024-11-21,木,0,0,0,0,0,36,333410,56750,390160,10837,83760,390160,28050,2860,0,0,504830
2024-11-22,金,0,0,0,0,0,39,355520,45810,401330,10290,40900,401330,23650,1650,0,0,467530
2024-11-23,土,33,132990,22880,155870,4723,0,0,0,0,0,0,155870,12650,0,0,0,168520
2024-11-24,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-11-25,月,0,0,0,0,0,38,352220,47930,400150,10530,101170,400150,22550,2860,0,0,526730
2024-11-26,火,0,0,0,0,0,0,0,0,0,0,30740,0,0,0,0,0,30740
2024-11-27,水,0,0,0,0,0,36,303050,68670,371720,10325,35200,371720,26400,3300,0,0,436620
2024-11-28,木,0,0,0,0,0,34,332090,61240,393330,11568,68580,393330,29150,0,0,0,491060
2024-11-29,金,0,0,0,0,0,28,257400,33550,290950,10391,49020,290950,23100,0,0,0,363070
2024-11-30,土,13,48070,13910,61980,4767,37,342320,54710,397030,10730,106010,459010,30800,178000,0,0,773820
2024-12-01,日,23,60280,15280,75560,3285,36,367180,71170,438350,12176,133160,513910,33000,1650,0,0,681720
2024-12-02,月,0,0,0,0,0,26,259050,28640,287690,11065,79220,287690,25300,0,0,0,392210
2024-12-03,火,0,0,0,0,0,34,323290,48700,371990,10940,65240,371990,28050,1560,0,0,466840
2024-12-04,水,0,0,0,0,0,14,133220,13050,146270,10447,50100,146270,10450,0,0,0,206820
2024-12-05,木,0,0,0,0,0,24,254210,38450,292660,12194,103430,292660,25300,0,0,0,421390
2024-12-06,金,0,0,0,0,0,0,0,0,0,0,30310,0,0,0,0,0,30310
2024-12-07,土,27,88000,18080,106080,3928,35,344740,58060,402800,11508,112970,508880,30800,0,0,0,652650
2024-12-08,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-12-09,月,0,0,0,0,0,20,244970,36080,281050,14052,82980,281050,19250,0,0,0,383280
2024-12-10,火,0,0,0,0,0,31,360800,51180,411980,13289,124120,411980,26950,0,0,0,563050
2024-12-11,水,0,0,0,0,0,28,343090,37050,380140,13576,102000,380140,24200,2770,0,0,509110
2024-12-12,木,0,0,0,0,0,38,427790,59190,486980,12815,82840,486980,20900,0,0,0,590720
2024-12-13,金,0,0,0,0,0,39,413710,66370,480080,12309,72140,480080,29700,0,0,0,581920
2024-12-14,土,13,55220,3300,58520,4501,40,472560,78390,550950,13773,165140,609470,26400,1650,0,0,802660
2024-12-15,日,20,66330,7190,73520,3676,35,382250,40640,422890,12082,120740,496410,33000,0,0,0,650150
2024-12-16,月,0,0,0,0,0,36,370480,40820,411300,11425,79970,411300,9900,0,0,0,501170
2024-12-17,火,0,0,0,0,0,38,448800,49060,497860,13101,111330,497860,26950,1210,0,0,637350
2024-12-18,水,0,0,0,0,0,39,398750,52760,451510,11577,103720,451510,29700,0,0,0,584930
2024-12-19,木,0,0,0,0,0,40,413270,36790,450060,11251,89470,450060,26400,1650,0,0,567580
2024-12-20,金,0,0,0,0,0,37,495550,74310,569860,15401,115080,569860,25300,0,0,0,710240
2024-12-21,土,32,148390,27360,175750,5492,41,414260,93090,507350,12374,108460,683100,39050,0,0,0,830610
2024-12-22,日,23,131450,18960,150410,6539,40,554510,77390,631900,15797,235970,782310,31900,51210,0,0,1101390
2024-12-23,月,8,51810,4850,56660,7082,38,590260,57910,648170,17057,175330,704830,62700,0,0,0,942860
2024-12-24,火,17,109230,28240,137470,8086,36,599940,77530,677470,18818,188340,814940,68200,3120,0,0,1074600
2024-12-25,水,29,190960,21380,212340,7322,38,632940,91680,724620,19068,222210,936960,67100,0,0,0,1226270
2024-12-26,木,0,0,0,0,0,38,364480,41780,406260,10691,271910,406260,17050,1560,0,0,696780
2024-12-27,金,0,0,0,0,0,41,413120,64760,477880,11655,154720,477880,24200,1650,0,0,658450
2024-12-28,土,22,80410,22400,102810,4673,37,417540,50250,467790,12642,207450,570600,34650,1560,0,0,814260
2024-12-29,日,29,97460,12510,109970,3792,43,400450,70890,471340,10961,202090,581310,35200,1210,0,0,819810
2024-12-30,月,0,0,0,0,0,38,429550,92210,521760,13730,244480,521760,26950,20000,0,0,813190
2024-12-31,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-01,水,0,0,0,0,0,0,0,0,0,0,84780,0,0,0,0,0,84780
2025-01-02,木,0,0,0,0,0,41,381540,59100,440640,10747,234650,440640,27500,0,0,0,702790
2025-01-03,金,0,0,0,0,0,37,414100,46580,460680,12450,173240,460680,20350,2860,0,0,657130
2025-01-04,土,32,117920,8090,126010,3937,38,375860,82300,458160,12056,181260,584170,33550,0,0,0,798980
2025-01-05,日,31,100540,29730,130270,4202,36,372820,84570,457390,12705,172630,587660,31350,1560,0,0,793200
2025-01-06,月,0,0,0,0,0,28,236280,22720,259000,9250,64830,259000,6600,0,0,0,330430
2025-01-07,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-08,水,0,0,0,0,0,32,336620,40810,377430,11794,142690,377430,23100,0,0,0,543220
2025-01-09,木,0,0,0,0,0,37,344980,57480,402460,10877,109180,402460,26400,1650,0,0,539690
2025-01-10,金,0,0,0,0,0,37,324890,42460,367350,9928,87160,367350,28050,0,0,0,482560
2025-01-11,土,18,65560,15820,81380,4521,38,389720,52300,442020,11632,81390,523400,24200,0,0,0,628990
2025-01-12,日,16,37620,2940,40560,2535,39,342900,86960,429860,11022,131490,470420,24750,0,0,0,626660
2025-01-13,月,19,76230,8590,84820,4464,37,367080,36230,403310,10900,116370,488130,29150,51650,0,0,685300
2025-01-14,火,0,0,0,0,0,39,354540,52800,407340,10444,85740,407340,29700,0,0,0,522780
2025-01-15,水,0,0,0,0,0,34,301180,56040,357220,10506,131520,357220,23650,0,0,0,512390
2025-01-16,木,0,0,0,0,0,24,237820,24740,262560,10940,67620,262560,21450,0,0,0,351630
2025-01-17,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-18,土,13,34870,9440,44310,3408,40,348420,49360,397780,9944,107900,442090,24750,1650,0,0,576390
2025-01-19,日,31,88924,21470,110394,3561,35,362070,73310,435380,12439,138560,545774,26950,1210,0,0,712494
2025-01-20,月,0,0,0,0,0,24,220610,41140,261750,10906,148350,261750,25300,71000,0,0,506400
2025-01-21,火,0,0,0,0,0,37,335980,56060,392040,10595,89480,392040,23650,1650,0,0,506820
2025-01-22,水,0,0,0,0,0,25,219230,49420,268650,10746,103280,268650,15950,0,0,0,387880
2025-01-23,木,0,0,0,0,0,37,369420,57950,427370,11550,108690,427370,23100,0,0,0,559160
2025-01-24,金,0,0,0,0,0,28,262360,42990,305350,10905,101950,305350,21450,0,0,0,428750
2025-01-25,土,28,89760,13980,103740,3705,42,368550,67740,436290,10387,149460,540030,30250,1650,0,0,721390
2025-01-26,日,17,65340,10170,75510,4441,38,391660,51720,443380,11667,183460,518890,25850,0,0,0,728200
2025-01-27,月,0,0,0,0,0,38,362360,83630,445990,11736,154830,445990,24200,0,0,0,625020
2025-01-28,火,0,0,0,0,0,41,423280,54950,478230,11664,127500,478230,20900,59420,0,0,686050
2025-01-29,水,0,0,0,0,0,38,369930,54220,424150,11161,112610,424150,24200,0,0,0,560960
2025-01-30,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-31,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-01,土,19,44220,9650,53870,2835,40,405590,72340,477930,11948,151240,531800,26400,1650,0,0,711090
2025-02-02,日,23,92180,17950,110130,4788,37,314600,55790,370390,10010,105860,480520,11000,1210,0,0,598590
2025-02-03,月,0,0,0,0,0,45,411180,125310,536490,11922,86440,536490,18700,59650,3300,0,704580
2025-02-04,火,0,0,0,0,0,38,342430,68570,411000,10815,158180,411000,25850,0,0,0,595030
2025-02-05,水,0,0,0,0,0,0,0,0,0,0,124470,0,0,0,0,0,124470
2025-02-06,木,0,0,0,0,0,40,404700,59830,464530,11613,245680,464530,24750,1650,0,0,736610
2025-02-07,金,0,0,0,0,0,39,366420,83370,449790,11533,199000,449790,26950,0,0,0,675740
2025-02-08,土,18,77660,15770,93430,5190,0,0,0,0,0,78070,93430,8800,0,0,0,180300
2025-02-09,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-10,月,0,0,0,0,0,40,363650,79270,442920,11073,227750,442920,25850,33210,0,0,729730
2025-02-11,火,16,67540,13420,80960,5060,0,0,0,0,0,65320,80960,6600,0,0,0,152880
2025-02-12,水,0,0,0,0,0,34,349990,43860,393850,11583,167490,393850,4400,0,0,0,565740
2025-02-13,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-14,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-15,土,0,0,0,0,0,37,382900,57170,440070,11893,38980,440070,23100,0,0,0,502150
2025-02-16,日,12,56400,12890,69290,5774,37,371720,43420,415140,11220,137120,484430,31350,0,0,0,652900
2025-02-17,月,0,0,0,0,0,41,359500,60420,419920,10241,131670,419920,27500,45000,0,0,624090
2025-02-18,火,0,0,0,0,0,37,323090,60950,384040,10379,95780,384040,15400,0,0,0,495220
