date,weekday,l_count,l_food,l_drink,l_total,l_avg,d_count,d_food,d_drink,d_total,d_avg,to_total,rest_total,seat_fee,lock_fee,flower,curry,grand_total
2025-02-19,水,0,0,0,0,0,31,297690,44890,342580,11050,43930,342580,9900,3300,0,0,399710
2025-02-20,木,0,0,0,0,0,33,326060,30320,356380,10799,137070,356380,18150,0,0,0,511600
2025-02-21,金,0,0,0,0,0,37,371060,46100,417160,11274,80660,417160,22550,0,0,0,520370
2025-02-22,土,14,54890,5850,60740,4338,38,360820,50370,411190,10820,137010,471930,25850,1650,0,0,636440
2025-02-23,日,19,55440,12870,68310,3595,39,349690,54600,404290,10366,115190,472600,28600,0,0,0,616390
2025-02-24,月,22,61930,9200,71130,3233,36,392150,42790,434940,12081,109370,506070,22550,4770,0,0,642760
2025-02-25,火,0,0,0,0,0,37,322520,67870,390390,10551,76750,390390,24200,0,0,0,491340
2025-02-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-27,木,0,0,0,0,0,37,311520,56700,368220,9951,63380,368220,25850,0,0,0,457450
2025-02-28,金,0,0,0,0,0,35,304370,47520,351890,10054,90530,351890,23100,32000,0,0,497520
2025-03-01,土,16,56210,18950,75160,4697,37,351450,77070,428520,11581,118100,503680,26950,3210,0,0,651940
2025-03-02,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-03,月,0,0,0,0,0,35,328680,50020,378700,10820,54240,378700,23650,19650,0,0,476240
2025-03-04,火,0,0,0,0,0,23,223430,21670,245100,10656,20780,245100,16500,1210,0,0,283590
2025-03-05,水,0,0,0,0,0,41,373010,48760,421770,10287,97810,421770,6600,1650,0,0,527830
2025-03-06,木,0,0,0,0,0,31,270050,36050,306100,9874,44240,306100,25300,0,0,0,375640
2025-03-07,金,0,0,0,0,0,0,0,0,0,0,18290,0,0,0,0,0,18290
2025-03-08,土,21,69960,8630,78590,3742,42,436480,85160,521640,12420,89560,600230,26950,0,0,0,716740
2025-03-09,日,20,59070,30790,89860,4493,42,402380,79110,481490,11464,17430,571350,29150,1650,0,0,619580
2025-03-10,月,0,0,0,0,0,38,322410,57010,379420,9984,69380,379420,28600,0,0,0,477400
2025-03-11,火,0,0,0,0,0,36,313950,49380,363330,10092,93570,363330,24200,52560,0,0,533660
2025-03-12,水,0,0,0,0,0,29,253880,31980,285860,9857,95660,285860,25850,0,0,0,407370
2025-03-13,木,0,0,0,0,0,28,254430,58840,313270,11188,88720,313270,28600,0,0,0,430590
2025-03-14,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-15,土,17,59400,9800,69200,4070,40,359700,85410,445110,11127,72480,514310,30800,1650,0,0,619240
2025-03-16,日,28,101640,16440,118080,4217,26,263260,45580,308840,11878,114600,426920,15950,0,0,0,557470
2025-03-17,月,0,0,0,0,0,23,205150,37500,242650,10550,81020,242650,25300,45000,0,0,393970
2025-03-18,火,0,0,0,0,0,35,324870,52030,376900,10768,94350,376900,25300,1650,0,0,498200
2025-03-19,水,0,0,0,0,0,40,328150,53860,382010,9550,80720,382010,29700,1000,0,0,493430
2025-03-20,木,26,100650,15370,116020,4462,40,409200,45230,454430,11360,105500,570450,30250,1560,0,0,707760
2025-03-21,金,0,0,0,0,0,40,383130,49640,432770,10819,71760,432770,23650,0,0,0,528180
2025-03-22,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-23,日,0,0,0,0,0,41,374240,66240,440480,10743,16710,440480,20900,3120,0,0,481210
2025-03-24,月,0,0,0,0,0,42,392780,66750,459530,10941,113770,459530,20350,107560,0,0,701210
2025-03-25,火,0,0,0,0,0,34,259380,55920,315300,9273,84030,315300,26400,0,0,0,425730
2025-03-26,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-27,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-28,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-29,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-30,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-31,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-01,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-02,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-03,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-05,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-06,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-07,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-08,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-09,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-10,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-11,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-12,土,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-13,日,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-14,月,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-15,火,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-16,水,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-17,木,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-18,金,0,0,0,0,0,14,131860,20020,151880,10848,0,151880,16500,1560,0,0,169940
2025-04-19,土,0,0,0,0,0,15,190410,29990,220400,14693,0,220400,14850,1210,0,0,236460
2025-04-20,日,0,0,0,0,0,11,100870,23740,124610,11328,0,124610,6600,0,0,0,131210
2025-04-21,月,0,0,0,0,0,15,155870,30130,186000,12400,0,186000,17600,2420,0,0,206020
2025-04-22,火,0,0,0,0,0,9,87450,24550,112000,12444,0,112000,7700,0,0,0,119700
2025-04-23,水,0,0,0,0,0,14,133320,33020,166340,11881,0,166340,9900,0,0,0,176240
2025-04-24,木,0,0,0,0,0,6,54560,10200,64760,10793,0,64760,11000,0,0,0,75760
2025-04-25,金,0,0,0,0,0,38,347050,42980,390030,10263,80040,390030,42900,1650,0,0,514620
2025-04-26,土,18,59290,11710,71000,3944,32,314270,69940,384210,12006,104560,455210,34950,3300,0,0,598020
2025-04-27,日,27,87780,9710,97490,3610,40,381700,60680,442380,11059,117150,539870,40300,1650,0,0,698970
2025-04-28,月,0,0,0,0,0,40,341110,40440,381550,9538,136280,381550,45100,53000,0,0,615930
2025-04-29,火,25,87670,11980,99650,3986,31,319750,49020,368770,11895,14120,468420,12100,0,0,0,494640
2025-04-30,水,0,0,0,0,0,42,365860,75230,441090,10502,26370,441090,48400,0,0,0,515860
2025-05-01,木,0,0,0,0,0,38,349470,71850,421320,11087,182310,421320,41800,0,0,0,645430
2025-05-02,金,0,0,0,0,0,38,331980,62930,394910,10392,11100,394910,45100,0,0,0,451110
2025-05-03,土,33,122980,20970,143950,4362,41,319330,79670,399000,9731,143220,542950,55000,0,0,0,741170
2025-05-04,日,24,71830,20590,92420,3850,44,369490,73570,443060,10069,125040,535480,48400,1560,0,0,710480
2025-05-05,月,17,84150,15850,100000,5882,43,384340,81700,466040,10838,235950,566040,48400,100000,0,0,950390
2025-05-06,火,30,115390,17040,132430,4414,40,339240,71500,410740,10268,140240,543170,50600,0,0,0,734010
2025-05-07,水,0,0,0,0,0,11,97020,23360,120380,10943,36520,120380,8800,0,0,0,165700
2025-05-08,木,0,0,0,0,0,24,253220,39550,292770,12198,57320,292770,38500,0,0,0,388590
2025-05-09,金,0,0,0,0,0,43,343000,57620,400620,9316,48290,400620,50600,1650,0,0,501160
2025-05-10,土,22,71940,12190,84130,3824,31,292460,62750,355210,11458,23220,439340,4400,1210,0,0,468170
2025-05-11,日,23,80124,14370,94494,4108,32,299420,49590,349010,10906,79310,443504,13200,1650,0,0,537664
2025-05-12,月,0,0,0,0,0,31,253660,43840,297500,9596,97500,297500,37400,68000,0,0,500400
2025-05-13,火,0,0,0,0,0,32,317680,48770,366450,11451,78100,366450,37400,0,0,0,481950
2025-05-14,水,0,0,0,0,0,34,309650,59250,368900,10850,67240,368900,45100,0,0,0,481240
2025-05-15,木,0,0,0,0,0,38,359260,52590,411850,10838,57470,411850,40700,0,0,0,510020
2025-05-16,金,0,0,0,0,0,35,337570,54130,391700,11191,134360,391700,37400,1650,0,0,565110
2025-05-17,土,16,71140,48800,119940,7496,37,374470,99360,473830,12806,68880,593770,12100,0,0,0,674750
2025-05-18,日,18,79840,54900,134740,7485,46,420220,70380,490600,10665,113580,625340,48400,1210,0,0,788530
2025-05-19,月,0,0,0,0,0,38,315810,58340,374150,9846,82240,374150,33000,68420,0,0,557810
2025-05-20,火,0,0,0,0,0,45,452540,92130,544670,12103,63130,544670,48400,0,0,0,656200
2025-05-21,水,0,0,0,0,0,53,434600,169600,604200,11400,59290,604200,0,0,0,0,663490
2025-05-22,木,0,0,0,0,0,22,200310,30990,231300,10513,29570,231300,33000,0,0,0,293870
2025-05-23,金,0,0,0,0,0,34,381360,117500,498860,14672,66300,498860,6600,0,0,0,571760
2025-05-24,土,28,106920,13940,120860,4316,38,363220,59590,422810,11126,133670,543670,40150,0,0,0,717490
2025-05-25,日,12,59400,65400,124800,10400,31,283140,28160,311300,10041,14590,436100,31900,1210,0,0,483800
2025-05-26,月,0,0,0,0,0,31,287430,57530,344960,11127,47290,344960,37400,87210,0,0,516860
2025-05-27,火,0,0,0,0,0,33,308220,55260,363480,11014,98960,363480,37400,1560,0,0,501400
2025-05-28,水,0,0,0,0,0,38,364650,55740,420390,11062,56760,420390,42900,0,0,0,520050
2025-05-29,木,0,0,0,0,0,16,262800,108400,371200,23200,72100,371200,0,0,0,0,443300
2025-05-30,金,0,0,0,0,0,38,328050,80970,409020,10763,56010,409020,22000,0,0,0,487030
2025-05-31,土,28,99990,20810,120800,4314,40,355960,69050,425010,10625,168540,545810,45800,1650,0,0,761800
2025-06-01,日,27,100980,37470,138450,5127,40,319110,55370,374480,9362,214780,512930,44000,0,0,0,771710
2025-06-02,月,0,0,0,0,0,34,332200,43590,375790,11052,56000,375790,45100,94000,0,0,570890
2025-06-03,火,0,0,0,0,0,37,367070,60510,427580,11556,53310,427580,30250,0,0,0,511140
2025-06-04,水,0,0,0,0,0,27,244800,75710,320510,11870,36850,320510,68900,0,0,0,426260
2025-06-05,木,0,0,0,0,0,26,239910,51660,291570,11214,66400,291570,25300,1650,0,0,384920
2025-06-06,金,0,0,0,0,0,37,353760,75040,428800,11589,77490,428800,38650,3300,0,0,548240
2025-06-07,土,18,60060,10040,70100,3894,36,287210,62870,350080,9724,81870,420180,39600,1650,3300,0,546600
2025-06-08,日,0,0,0,0,0,60,850440,229700,1080140,18002,168130,1080140,0,0,0,0,1248270
2025-06-09,月,0,0,0,0,0,38,341110,79060,420170,11057,113610,420170,42900,53000,0,0,629680
2025-06-10,火,0,0,0,0,0,36,315810,51280,367090,10196,80630,367090,45100,0,0,0,492820
2025-06-11,水,0,0,0,0,0,33,304040,52600,356640,10807,43970,356640,12100,2770,0,0,415480
2025-06-12,木,0,0,0,0,0,40,377080,72210,449290,11232,37950,449290,11000,0,0,0,498240
2025-06-13,金,0,0,0,0,0,28,340500,99150,439650,15701,66540,439650,2200,0,0,0,508390
2025-06-14,土,25,93390,10880,104270,4170,35,374660,60200,434860,12424,145230,539130,51700,2770,0,0,738830
2025-06-15,日,30,105110,60090,165200,5506,37,345400,73040,418440,11309,148970,583640,48950,1210,0,0,782770
2025-06-16,月,0,0,0,0,0,37,399540,81650,481190,13005,47050,481190,38500,80860,0,0,647600
2025-06-17,火,0,0,0,0,0,32,288500,77490,365990,11437,71190,365990,22000,1650,0,0,460830
2025-06-18,水,0,0,0,0,0,40,359590,58240,417830,10445,86860,417830,44000,1650,0,0,550340
2025-06-19,木,0,0,0,0,0,34,358380,53560,411940,12115,86020,411940,33000,0,0,0,530960
2025-06-20,金,0,0,0,0,0,39,382580,72140,454720,11659,85640,454720,40150,1650,0,0,582160
2025-06-21,土,35,110990,23290,134280,3836,41,388570,76800,465370,11350,50850,599650,48950,1560,0,0,701010
2025-06-22,日,20,80850,26200,107050,5352,37,343750,50150,393900,10645,117250,500950,50050,0,0,0,668250
2025-06-23,月,0,0,0,0,0,31,264240,37720,301960,9740,69240,301960,23100,0,0,0,394300
2025-06-24,火,0,0,0,0,0,42,380380,39470,419850,9996,85400,419850,50600,87000,0,0,642850
2025-06-25,水,0,0,0,0,0,26,294130,79770,373900,14380,92250,373900,15400,0,0,0,481550
2025-06-26,木,0,0,0,0,0,39,374300,68050,442350,11342,49810,442350,31500,1560,0,0,525220
2025-06-27,金,0,0,0,0,0,44,428030,138040,566070,12865,25890,566070,44000,0,0,0,635960
2025-06-28,土,21,89450,17930,107380,5113,28,357480,64870,422350,15083,164630,529730,46900,1650,0,0,742910
2025-06-29,日,27,94820,27550,122370,4532,42,360410,75790,436200,10385,173020,558570,52250,0,0,0,783840
2025-06-30,月,0,0,0,0,0,39,368450,53210,421660,10811,70630,421660,39600,0,0,0,531890
2025-07-01,火,0,0,0,0,0,29,305990,55790,361780,12475,52750,361780,34100,57650,0,0,506280
2025-07-02,水,0,0,0,0,0,32,358040,105400,463440,14482,48870,463440,0,0,0,0,512310
2025-07-03,木,0,0,0,0,0,28,332200,101190,433390,15478,72710,433390,11000,0,0,0,517100
2025-07-04,金,0,0,0,0,0,38,364170,56510,420680,11070,59790,420680,39600,1560,0,0,521630
2025-07-05,土,35,77924,14850,92774,2650,32,280240,50650,330890,10340,140590,423664,25850,1560,0,0,591664
2025-07-06,日,27,74074,8990,83064,3076,38,355910,68400,424310,11166,153500,507374,42350,1560,0,0,704784
2025-07-07,月,0,0,0,0,0,39,364130,82870,447000,11461,92900,447000,42900,45000,0,0,627800
2025-07-08,火,0,0,0,0,0,40,357210,79180,436390,10909,92380,436390,46200,0,0,0,574970
2025-07-09,水,0,0,0,0,0,36,331050,40900,371950,10331,75770,371950,36300,0,0,0,484020
2025-07-10,木,0,0,0,0,0,39,350830,70060,420890,10792,71800,420890,37090,1560,0,0,531340
2025-07-11,金,0,0,0,0,0,39,348400,69700,418100,10720,95870,418100,42900,1650,0,0,558520
2025-07-12,土,34,159060,40060,199120,5856,37,328940,72380,401320,10846,197980,600440,56650,0,0,0,855070
2025-07-13,日,22,80740,18960,99700,4531,36,355670,57390,413060,11473,196210,512760,49500,0,0,0,758470
2025-07-14,月,0,0,0,0,0,39,326450,91130,417580,10707,59870,417580,11000,51650,0,0,540100
2025-07-15,火,0,0,0,0,0,39,356740,59520,416260,10673,49220,416260,30400,3210,0,0,499090
2025-07-16,水,0,0,0,0,0,41,379760,64700,444460,10840,93220,444460,37000,1650,0,0,576330
2025-07-17,木,0,0,0,0,0,39,385370,50610,435980,11178,87350,435980,45100,0,0,0,568430
2025-07-18,金,0,0,0,0,0,44,387550,54690,442240,10050,45650,442240,45100,0,0,0,532990
2025-07-19,土,21,73920,19670,93590,4456,45,407330,87220,494550,10990,94780,588140,51700,2860,0,0,737480
2025-07-20,日,0,0,0,0,0,58,828000,278400,1106400,19075,145320,1106400,0,0,0,0,1251720
2025-07-21,月,14,63960,14880,78840,5631,27,335160,47010,382170,14154,0,461010,38500,46000,0,0,545510
2025-07-22,火,0,0,0,0,0,35,307980,45070,353050,10087,0,353050,33000,0,0,0,386050
2025-07-23,水,0,0,0,0,0,39,352610,57110,409720,10505,0,409720,38500,5540,0,0,453760
2025-07-24,木,0,0,0,0,0,37,352900,38860,391760,10588,0,391760,41800,0,0,0,433560
2025-07-25,金,0,0,0,0,0,38,341920,48180,390100,10265,0,390100,35200,0,0,0,425300
2025-07-26,土,23,94490,15560,110050,4784,36,368760,63700,432460,12012,0,542510,48400,0,0,0,590910
2025-07-27,日,15,61380,7510,68890,4592,35,317920,57680,375600,10731,0,444490,43450,0,0,0,487940
2025-07-28,月,0,0,0,0,0,28,251260,36940,288200,10292,0,288200,24200,5000,0,0,317400
2025-07-29,火,0,0,0,0,0,32,342000,85260,427260,13351,0,427260,25300,0,0,0,452560
2025-07-30,水,0,0,0,0,0,31,274280,45450,319730,10313,77290,319730,33000,0,0,0,430020
2025-07-31,木,0,0,0,0,0,40,358820,101970,460790,11519,67000,460790,22000,0,0,0,549790
2025-08-01,金,0,0,0,0,0,41,386540,80180,466720,11383,80060,466720,35200,0,0,0,581980
2025-08-02,土,27,75570,12570,88140,3264,40,369190,81820,451010,11275,85890,539150,35750,1650,0,0,662440
2025-08-03,日,35,129470,17710,147180,4205,35,330000,62420,392420,11212,130080,539600,39600,3210,0,0,712490
2025-08-04,月,0,0,0,0,0,44,346120,65270,411390,9349,53390,411390,41800,29560,0,0,536140
2025-08-05,火,0,0,0,0,0,44,365580,75180,440760,10017,52100,440760,40700,1650,0,0,535210
2025-08-06,水,0,0,0,0,0,35,316710,49300,366010,10457,87080,366010,40700,1560,0,0,495350
2025-08-07,木,0,0,0,0,0,38,302410,75310,377720,9940,4800,377720,27100,1650,0,0,411270
2025-08-08,金,0,0,0,0,0,40,393600,53600,447200,11180,18450,447200,46200,0,0,0,511850
2025-08-09,土,23,87230,16610,103840,4514,41,370890,85540,456430,11132,79030,560270,40700,1210,0,0,681210
2025-08-10,日,27,111980,10190,122170,4524,38,311460,47100,358560,9435,129190,480730,51700,0,0,0,661620
2025-08-11,月,28,89540,24070,113610,4057,38,370240,61530,431770,11362,147780,545380,44550,47000,0,0,784710
2025-08-12,火,0,0,0,0,0,42,351750,66480,418230,9957,115260,418230,38500,0,0,0,571990
2025-08-13,水,0,0,0,0,0,34,323480,67600,391080,11502,133910,391080,33000,0,0,0,557990
2025-08-14,木,0,0,0,0,0,40,484000,136000,620000,15500,111150,620000,0,0,0,0,731150
2025-08-15,金,0,0,0,0,0,40,390980,113700,504680,12617,100390,504680,41800,0,0,0,646870
2025-08-16,土,30,127710,22770,150480,5016,38,329220,53100,382320,10061,121890,532800,38500,0,0,0,693190
2025-08-17,日,19,75460,6420,81880,4309,41,369480,95070,464550,11330,29520,546430,34100,1650,0,0,611700
2025-08-18,月,0,0,0,0,0,38,376260,55210,431470,11354,69870,431470,37400,0,0,0,538740
2025-08-19,火,0,0,0,0,0,39,291930,62710,354640,9093,46820,354640,13200,0,0,0,414660
2025-08-20,水,0,0,0,0,0,41,350190,41390,391580,9550,31390,391580,40700,45000,0,0,508670
2025-08-21,木,0,0,0,0,0,42,336640,70000,406640,9681,62470,406640,42900,0,0,0,512010
2025-08-22,金,0,0,0,0,0,10,121000,62900,183900,18390,86880,183900,0,0,0,0,270780
2025-08-23,土,9,97290,21000,118290,13143,40,371690,77360,449050,11226,113210,567340,64870,1560,0,0,746980
2025-08-24,日,31,118360,17290,135650,4375,41,338600,43670,382270,9323,145500,517920,54450,2770,0,0,720640
2025-08-25,月,0,0,0,0,0,42,377860,52090,429950,10236,72600,429950,37400,58000,0,0,597950
2025-08-26,火,0,0,0,0,0,27,215880,41270,257150,9524,26320,257150,18700,1560,0,0,303730
2025-08-27,水,0,0,0,0,0,40,364040,78980,443020,11075,25800,443020,39600,0,0,0,508420
2025-08-28,木,0,0,0,0,0,36,304560,56720,361280,10035,55500,361280,31900,0,0,0,448680
2025-08-29,金,0,0,0,0,0,38,360530,57050,417580,10988,31050,417580,35200,0,0,0,483830
2025-08-30,土,22,97130,17110,114240,5192,40,406550,72370,478920,11973,24900,593160,35200,1560,0,0,654820
2025-08-31,日,32,103950,24660,128610,4019,38,316880,75250,392130,10319,103580,520740,35750,0,0,0,660070
2025-09-01,月,0,0,0,0,0,40,330880,52230,383110,9577,28490,383110,42900,28000,0,0,482500
2025-09-02,火,0,0,0,0,0,30,257730,54700,312430,10414,15220,312430,29700,0,0,0,357350
2025-09-03,水,0,0,0,0,0,41,356070,66130,422200,10297,118830,422200,42900,1650,0,0,585580
2025-09-04,木,0,0,0,0,0,36,301620,50740,352360,9787,90690,352360,34650,0,0,0,477700
2025-09-05,金,0,0,0,0,0,37,353540,67850,421390,11388,58490,421390,49500,0,0,0,529380
2025-09-06,土,23,82280,34610,116890,5082,38,368060,63410,431470,11354,92590,548360,50050,0,0,0,691000
2025-09-07,日,23,98010,17370,115380,5016,43,414150,64260,478410,11125,66720,593790,59400,0,0,0,719910
2025-09-08,月,0,0,0,0,0,32,272580,48200,320780,10024,91260,320780,46200,0,0,0,458240
2025-09-09,火,0,0,0,0,0,40,357060,70470,427530,10688,48310,427530,49500,40650,0,0,565990
2025-09-10,水,0,0,0,0,0,41,347820,69310,417130,10173,52700,417130,38800,3300,0,0,511930
2025-09-11,木,0,0,0,0,0,45,377520,64490,442010,9822,53620,442010,46200,0,0,0,541830
2025-09-12,金,0,0,0,0,0,38,363110,67770,430880,11338,70090,430880,44000,0,0,0,544970
2025-09-13,土,23,88110,22790,110900,4821,40,390720,90590,481310,12032,31090,592210,32450,1650,0,0,657400
2025-09-14,日,17,74360,11230,85590,5034,39,384670,81830,466500,11961,59450,552090,51150,1650,0,0,664340
2025-09-15,月,19,58630,6220,64850,3413,40,423170,69420,492590,12314,153270,557440,47300,0,0,0,758010
2025-09-16,火,0,0,0,0,0,34,308660,67950,376610,11076,83220,376610,38500,0,0,0,498330
2025-09-17,水,0,0,0,0,0,40,383350,71440,454790,11369,52390,454790,48400,1560,0,0,557140
2025-09-18,木,0,0,0,0,0,42,408870,80630,489500,11654,47120,489500,47300,66560,0,0,650480
2025-09-19,金,0,0,0,0,0,40,427020,84570,511590,12789,69270,511590,46200,0,0,0,627060
2025-09-20,土,20,70400,59600,130000,6500,39,360800,43620,404420,10369,53590,534420,47300,0,0,0,635310
2025-09-21,日,11,50160,2950,53110,4828,40,372790,80140,452930,11323,21350,506040,48400,1650,0,0,577440
2025-09-22,月,0,0,0,0,0,41,387640,73930,461570,11257,44740,461570,46200,46420,0,0,598930
2025-09-23,火,30,114510,21710,136220,4540,37,333410,70950,404360,10928,164960,540580,48950,1210,0,0,755700
2025-09-24,水,0,0,0,0,0,33,302390,70290,372680,11293,60370,372680,37000,1650,0,0,471700
2025-09-25,木,0,0,0,0,0,33,299640,38920,338560,10259,15640,338560,45100,1650,0,0,400950
2025-09-26,金,0,0,0,0,0,32,323730,62660,386390,12074,71010,386390,35750,1650,0,0,494800
2025-09-27,土,29,98340,23160,121500,4189,38,326700,55520,382220,10058,139560,503720,55000,0,0,0,698280
2025-09-28,日,40,138254,30690,168944,4223,36,300080,66880,366960,10193,119840,535904,53900,1210,0,0,710854
2025-09-29,月,0,0,0,0,0,43,378400,137600,516000,12000,53350,516000,0,75000,0,0,644350
2025-09-30,火,0,0,0,0,0,33,313940,48600,362540,10986,64590,362540,44000,0,0,0,471130
2025-10-01,水,0,0,0,0,0,36,356290,53000,409290,11369,22070,409290,40700,1560,0,0,473620
2025-10-02,木,0,0,0,0,0,29,287320,37270,324590,11192,63590,324590,41800,0,0,0,429980
2025-10-03,金,0,0,0,0,0,40,415360,50770,466130,11653,77630,466130,50600,0,0,0,594360
2025-10-04,土,33,123090,21070,144160,4368,41,370700,97130,467830,11410,111930,611990,54050,3300,0,0,781270
2025-10-05,日,33,135520,29500,165020,5000,35,308000,61820,369820,10566,118610,534840,48950,0,0,0,702400
2025-10-06,月,0,0,0,0,0,36,366850,81200,448050,12445,58410,448050,45100,0,0,0,551560
2025-10-07,火,0,0,0,0,0,38,354090,44710,398800,10494,73990,398800,41800,106000,0,0,620590
2025-10-08,水,0,0,0,0,0,38,396770,82070,478840,12601,58160,478840,37400,1650,0,0,576050
2025-10-09,木,28,358800,92400,451200,16114,0,0,0,0,0,78350,451200,0,0,0,0,529550
2025-10-10,金,0,0,0,0,0,38,363770,96950,460720,12124,91680,460720,46200,6240,0,0,604840
2025-10-11,土,17,59180,9320,68500,4029,38,317570,47860,365430,9616,78350,433930,46200,3210,0,0,561690
2025-10-12,日,19,67870,9540,77410,4074,33,288420,52290,340710,10324,0,418120,39050,1560,0,0,458730
2025-10-13,月,31,117260,30130,147390,4754,38,375100,68890,443990,11683,6650,591380,48000,1650,0,0,647680
2025-10-14,火,0,0,0,0,0,37,372020,66720,438740,11857,0,438740,47300,24000,0,0,510040
2025-10-15,水,0,0,0,0,0,33,297220,50520,347740,10537,0,347740,28600,0,0,0,376340
2025-10-16,木,0,0,0,0,0,38,369270,46490,415760,10941,0,415760,39600,0,0,0,455360
2025-10-17,金,0,0,0,0,0,42,409640,66100,475740,11327,60220,475740,48400,1210,0,0,585570
2025-10-18,土,22,75130,3070,78200,3554,33,267520,54630,322150,9762,19500,400350,42900,0,0,0,462750
2025-10-19,日,30,123640,8830,132470,4415,37,381810,56640,438450,11850,153340,570920,56100,3210,0,0,783570
2025-10-20,月,0,0,0,0,0,35,303710,41190,344900,9854,49920,344900,41800,0,0,0,436620
2025-10-21,火,0,0,0,0,0,41,412170,55520,467690,11407,83190,467690,39600,42000,0,0,632480
2025-10-22,水,0,0,0,0,0,59,475640,37100,512740,8690,117450,512740,0,0,0,0,630190
2025-10-23,木,0,0,0,0,0,38,328410,53290,381700,10044,81650,381700,42350,1210,0,0,506910
2025-10-24,金,0,0,0,0,0,43,450560,48910,499470,11615,67130,499470,40700,1210,0,0,608510
2025-10-25,土,0,0,0,0,0,39,556400,187200,743600,19066,157840,743600,0,0,0,0,901440
2025-10-26,日,37,112310,15050,127360,3442,40,394020,65330,459350,11483,57480,586710,48950,1650,0,0,694790
2025-10-27,月,0,0,0,0,0,33,331760,53470,385230,11673,84890,385230,42900,52000,0,0,565020
2025-10-28,火,0,0,0,0,0,38,317240,74290,391530,10303,37170,391530,42500,1650,0,0,472850
2025-10-29,水,0,0,0,0,0,33,353540,50420,403960,12241,86460,403960,35200,1560,0,0,527180
2025-10-30,木,0,0,0,0,0,41,412390,59740,472130,11515,101280,472130,39600,0,0,0,613010
2025-10-31,金,0,0,0,0,0,41,422730,55100,477830,11654,67750,477830,42900,4510,0,0,592990
2025-11-01,土,16,70730,12060,82790,5174,0,0,0,0,0,0,82790,4400,0,0,0,87190
2025-11-02,日,29,92400,10880,103280,3561,41,411070,71330,482400,11765,81200,585680,56100,0,0,0,722980
2025-11-03,月,31,109330,18270,127600,4116,31,273130,51990,325120,10487,131820,452720,44000,44000,0,0,672540
2025-11-04,火,0,0,0,0,0,24,252450,34020,286470,11936,94550,286470,34100,0,0,0,415120
2025-11-05,水,0,0,0,0,0,35,396220,82840,479060,13687,84760,479060,39600,0,0,0,603420
2025-11-06,木,0,0,0,0,0,28,271480,46450,317930,11354,49720,317930,39600,1210,0,0,408460
2025-11-07,金,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-08,土,22,81730,15700,97430,4428,35,361900,49420,411320,11752,111920,508750,44550,0,0,0,665220
2025-11-09,日,24,95260,15800,111060,4627,34,342980,79910,422890,12437,75550,533950,48950,0,0,0,658450
2025-11-10,月,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,1700
2025-11-11,火,0,0,0,0,0,29,289080,69440,358520,12362,40740,358520,35200,50770,0,0,485230
2025-11-12,水,0,0,0,0,0,26,272580,49940,322520,12404,82610,322520,42900,0,0,0,448030
2025-11-13,木,0,0,0,0,0,26,254870,37360,292230,11239,61770,292230,22000,3210,0,0,379210
2025-11-14,金,0,0,0,0,0,36,358600,72030,430630,11961,13300,430630,34100,0,0,0,478030
