============================================================
■ THE JEWELS
============================================================

【月別×決済カテゴリ別クロス集計】
年月,Alipay+,DISCOVER,J-Coin Pay,JCB,MasterCard,PayPay,QUICPay,VISA,WAON,WeChat Pay,au PAY,d払い,iD,nanaco,その他クレジット,その他電子マネー,アメリカン・エキスプレス,ダイナースクラブ,メルペイ,交通系電子マネー,楽天Edy,銀聯,月計
2024-11,10200.0,0.0,0.0,1793180.0,1275770.0,697680.0,184200.0,4032690.0,5750.0,69150.0,56310.0,251782.0,120710.0,5740.0,713630.0,30000.0,525680.0,1900.0,8980.0,65482.0,2810.0,90020.0,9941664.0
2024-12,176710.0,3430.0,29900.0,1753480.0,2668420.0,550570.0,288320.0,5696440.0,2450.0,325700.0,28000.0,240370.0,285800.0,0.0,252680.0,34600.0,948560.0,42250.0,3600.0,107140.0,1850.0,5250.0,13445520.0
2025-01,519260.0,1980.0,0.0,1074670.0,2434740.0,355546.0,220110.0,4650494.0,7150.0,445160.0,22070.0,134530.0,82720.0,0.0,151340.0,59570.0,415430.0,0.0,2880.0,125340.0,4280.0,13640.0,10720910.0
2025-02,157620.0,0.0,17280.0,1051010.0,1716100.0,640000.0,210800.0,3648700.0,5700.0,539550.0,13650.0,120640.0,29430.0,830.0,262790.0,900.0,537420.0,22770.0,4200.0,92185.0,1330.0,166940.0,9239845.0
2025-03,36190.0,0.0,0.0,1224220.0,1334800.0,436350.0,143540.0,3917440.0,39290.0,197450.0,51280.0,52240.0,68380.0,3500.0,153930.0,29700.0,536400.0,61600.0,1800.0,45440.0,3600.0,0.0,8337150.0
2025-04,12260.0,950.0,0.0,355100.0,558580.0,193370.0,7680.0,1163150.0,39070.0,53500.0,2520.0,140120.0,72740.0,750.0,202200.0,0.0,382690.0,43910.0,350.0,20440.0,0.0,48450.0,3297830.0
2025-05,46480.0,0.0,1650.0,1633770.0,2063630.0,757232.0,232760.0,4332310.0,28050.0,42720.0,97000.0,432960.0,230110.0,5050.0,554590.0,0.0,891930.0,65650.0,8020.0,114250.0,7400.0,33600.0,11579162.0
2025-06,42420.0,0.0,0.0,1319660.0,1625590.0,642120.0,133210.0,4727280.0,33370.0,67450.0,75100.0,219760.0,199690.0,9750.0,1116000.0,62710.0,811100.0,196260.0,6750.0,100630.0,4050.0,32270.0,11425170.0
2025-07,13940.0,0.0,800.0,1405910.0,1787010.0,733386.0,188850.0,4344352.0,44760.0,41550.0,12800.0,352652.0,235950.0,0.0,1927690.0,187270.0,852452.0,39000.0,4000.0,87370.0,6950.0,0.0,12266692.0
2025-08,99960.0,1100.0,0.0,2150750.0,1545850.0,794570.0,231020.0,4086280.0,21200.0,109440.0,59420.0,238120.0,148640.0,5650.0,2669340.0,368700.0,909160.0,88200.0,5750.0,73380.0,8200.0,88990.0,13703720.0
2025-09,130360.0,0.0,900.0,1814360.0,2083290.0,795140.0,199580.0,4766700.0,34560.0,101680.0,38100.0,427530.0,157020.0,1400.0,420380.0,101500.0,765060.0,220110.0,5700.0,86040.0,6550.0,45770.0,12201730.0
2025-10,257380.0,0.0,0.0,1587630.0,2261180.0,789310.0,353390.0,4851130.0,22090.0,195230.0,52520.0,190750.0,46440.0,4800.0,770790.0,121890.0,741870.0,103860.0,3620.0,135765.0,6150.0,8730.0,12504525.0
合計,1502780.0,7460.0,50530.0,17163740.0,21354960.0,7385274.0,2393460.0,50216966.0,283440.0,2188580.0,508770.0,2801454.0,1677630.0,37470.0,9195360.0,996840.0,8317752.0,885510.0,55650.0,1053462.0,53170.0,533660.0,128663918.0

【決済カテゴリ別合計】
VISA,50,216,966
MasterCard,21,354,960
JCB,17,163,740
その他クレジット,9,195,360
アメリカン・エキスプレス,8,317,752
PayPay,7,385,274
d払い,2,801,454
QUICPay,2,393,460
WeChat Pay,2,188,580
iD,1,677,630
Alipay+,1,502,780
交通系電子マネー,1,053,462
その他電子マネー,996,840
ダイナースクラブ,885,510
銀聯,533,660
au PAY,508,770
WAON,283,440
メルペイ,55,650
楽天Edy,53,170
J-Coin Pay,50,530
nanaco,37,470
DISCOVER,7,460

店舗合計,128,663,918


============================================================
■ ひつじにわいん
============================================================

【月別×決済カテゴリ別クロス集計】
年月,Alipay+,DISCOVER,JCB,MasterCard,PayPay,QUICPay,VISA,WAON,WeChat Pay,au PAY,d払い,iD,nanaco,その他クレジット,アメリカン・エキスプレス,ダイナースクラブ,メルペイ,交通系電子マネー,楽天Edy,銀聯,電子マネー１,月計
2024-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04,800.0,0.0,16650.0,12800.0,45700.0,5900.0,44800.0,4200.0,0.0,3200.0,16850.0,9200.0,3100.0,0.0,5500.0,0.0,0.0,4850.0,0.0,0.0,0.0,173550.0
2025-05,0.0,0.0,269520.0,340150.0,403700.0,274800.0,771690.0,40200.0,0.0,39200.0,150250.0,113350.0,7600.0,0.0,204780.0,62650.0,23700.0,65900.0,33300.0,11000.0,0.0,2811790.0
2025-06,37450.0,0.0,2377492.0,2493180.0,1852840.0,980180.0,5418790.0,141440.0,0.0,261150.0,962490.0,688960.0,24100.0,16500.0,2036200.0,307740.0,13450.0,86690.0,57300.0,0.0,0.0,17755952.0
2025-07,98650.0,0.0,4304860.0,4583090.0,3169370.0,1754310.0,11461970.0,273560.0,83550.0,298880.0,1258450.0,918860.0,38900.0,9550.0,2896270.0,260000.0,14350.0,151100.0,112690.0,25550.0,7250.0,31721210.0
2025-08,123700.0,8650.0,4787780.0,4766280.0,3833090.0,1323600.0,10049740.0,142400.0,43250.0,283150.0,1299900.0,585460.0,74380.0,15900.0,3669480.0,617840.0,67100.0,134550.0,68390.0,42600.0,0.0,31937240.0
2025-09,9800.0,0.0,1013760.0,1319960.0,735110.0,335800.0,2298310.0,67200.0,700.0,108700.0,315650.0,126480.0,24800.0,7700.0,620250.0,94600.0,5500.0,55650.0,15500.0,0.0,0.0,7155470.0
2025-10,4300.0,0.0,2200.0,21600.0,31550.0,5800.0,65400.0,5650.0,0.0,13200.0,7650.0,7050.0,0.0,0.0,9250.0,0.0,0.0,19400.0,7850.0,0.0,0.0,200900.0
合計,274700.0,8650.0,12772262.0,13537060.0,10071360.0,4680390.0,30110700.0,674650.0,127500.0,1007480.0,4011240.0,2449360.0,172880.0,49650.0,9441730.0,1342830.0,124100.0,518140.0,295030.0,79150.0,7250.0,91756112.0

【決済カテゴリ別合計】
VISA,30,110,700
MasterCard,13,537,060
JCB,12,772,262
PayPay,10,071,360
アメリカン・エキスプレス,9,441,730
QUICPay,4,680,390
d払い,4,011,240
iD,2,449,360
ダイナースクラブ,1,342,830
au PAY,1,007,480
WAON,674,650
交通系電子マネー,518,140
楽天Edy,295,030
Alipay+,274,700
nanaco,172,880
WeChat Pay,127,500
メルペイ,124,100
銀聯,79,150
その他クレジット,49,650
DISCOVER,8,650
